snapshot_id,project_id,state,district,stage,probability,target
SNAP-000150-2,SIH26017-PRJ-000150,Gujarat,Vadodara,Final Declaration (Sec 19),0.8797219395637512,
SNAP-000150-3,SIH26017-PRJ-000150,Gujarat,Vadodara,Award Declaration (Sec 23),0.9216911792755127,
SNAP-000151-1,SIH26017-PRJ-000151,Jharkhand,Ranchi,Compensation Disbursement,0.5314823389053345,
SNAP-000152-1,SIH26017-PRJ-000152,Rajasthan,Alwar,Preliminary Notification (Sec 11),0.05937408283352852,
SNAP-000152-2,SIH26017-PRJ-000152,Rajasthan,Alwar,Preliminary Notification (Sec 11),0.07777659595012665,
SNAP-000153-1,SIH26017-PRJ-000153,Odisha,Sundargarh,Social Impact Assessment (SIA),0.275471568107605,
SNAP-000153-2,SIH26017-PRJ-000153,Odisha,Sundargarh,Award Declaration (Sec 23),0.3194553554058075,
SNAP-000153-3,SIH26017-PRJ-000153,Odisha,Sundargarh,Compensation Disbursement,0.3523636758327484,
SNAP-000154-1,SIH26017-PRJ-000154,Jharkhand,Paschimi Singhbhum,Preliminary Notification (Sec 11),0.0148157998919487,
SNAP-000155-1,SIH26017-PRJ-000155,Jharkhand,Dhanbad,Compensation Disbursement,0.9265027642250061,True
SNAP-000156-1,SIH26017-PRJ-000156,Odisha,Sundargarh,Survey & Measurement,0.012966413050889969,False
SNAP-000156-2,SIH26017-PRJ-000156,Odisha,Sundargarh,Draft Declaration,0.0061475299298763275,False
SNAP-000156-3,SIH26017-PRJ-000156,Odisha,Sundargarh,Compensation Disbursement,0.01836502179503441,False
SNAP-000157-1,SIH26017-PRJ-000157,Gujarat,Vadodara,Final Declaration (Sec 19),0.7930140495300293,True
SNAP-000157-2,SIH26017-PRJ-000157,Gujarat,Vadodara,Compensation Disbursement,0.5827019810676575,True
SNAP-000158-1,SIH26017-PRJ-000158,Maharashtra,Nashik,Preliminary Notification (Sec 11),0.05272691696882248,
SNAP-000159-1,SIH26017-PRJ-000159,Karnataka,Bengaluru Rural,Final Declaration (Sec 19),0.0045638796873390675,
SNAP-000160-1,SIH26017-PRJ-000160,Telangana,Karimnagar,Survey & Measurement,0.3277527391910553,False
SNAP-000160-2,SIH26017-PRJ-000160,Telangana,Karimnagar,Award Declaration (Sec 23),0.4499293565750122,False
SNAP-000161-1,SIH26017-PRJ-000161,Uttar Pradesh,Gautam Buddh Nagar,Award Declaration (Sec 23),0.0033886495511978865,False
SNAP-000162-1,SIH26017-PRJ-000162,Kerala,Thiruvananthapuram,Draft Declaration,0.14202141761779785,
SNAP-000163-1,SIH26017-PRJ-000163,Uttar Pradesh,Gautam Buddh Nagar,Final Declaration (Sec 19),0.0018163984641432762,False
SNAP-000164-1,SIH26017-PRJ-000164,Chhattisgarh,Raipur,Social Impact Assessment (SIA),0.014879422262310982,
SNAP-000165-1,SIH26017-PRJ-000165,Uttar Pradesh,Varanasi,Survey & Measurement,0.05540936440229416,False
SNAP-000165-2,SIH26017-PRJ-000165,Uttar Pradesh,Varanasi,Final Declaration (Sec 19),0.060804229229688644,False
SNAP-000165-3,SIH26017-PRJ-000165,Uttar Pradesh,Varanasi,Compensation Disbursement,0.0576375387609005,False
SNAP-000166-1,SIH26017-PRJ-000166,West Bengal,Purba Bardhaman,Social Impact Assessment (SIA),0.003550827968865633,
SNAP-000167-1,SIH26017-PRJ-000167,Assam,Dibrugarh,Survey & Measurement,0.018216021358966827,
SNAP-000168-1,SIH26017-PRJ-000168,Telangana,Hyderabad,Award Declaration (Sec 23),0.6664824485778809,
SNAP-000168-2,SIH26017-PRJ-000168,Telangana,Hyderabad,Compensation Disbursement,0.6271083950996399,
SNAP-000169-1,SIH26017-PRJ-000169,Chhattisgarh,Bastar,Final Declaration (Sec 19),0.06187950074672699,
SNAP-000170-1,SIH26017-PRJ-000170,Jharkhand,Paschimi Singhbhum,Social Impact Assessment (SIA),0.8170628547668457,
SNAP-000171-1,SIH26017-PRJ-000171,Tamil Nadu,Chennai,Final Declaration (Sec 19),0.08308584243059158,
SNAP-000172-1,SIH26017-PRJ-000172,Assam,Dibrugarh,Social Impact Assessment (SIA),0.11902514100074768,
SNAP-000172-2,SIH26017-PRJ-000172,Assam,Dibrugarh,Survey & Measurement,0.17676860094070435,
SNAP-000173-1,SIH26017-PRJ-000173,Odisha,Khordha,Draft Declaration,0.036401137709617615,
SNAP-000174-1,SIH26017-PRJ-000174,West Bengal,Purulia,Preliminary Notification (Sec 11),0.2676469087600708,False
SNAP-000175-1,SIH26017-PRJ-000175,Jharkhand,Ranchi,Award Declaration (Sec 23),0.0020131433848291636,False
SNAP-000175-2,SIH26017-PRJ-000175,Jharkhand,Ranchi,Compensation Disbursement,0.0025425907224416733,False
SNAP-000176-1,SIH26017-PRJ-000176,Chhattisgarh,Durg,Compensation Disbursement,0.09285477548837662,False
SNAP-000177-1,SIH26017-PRJ-000177,Tamil Nadu,Tiruchirappalli,Final Declaration (Sec 19),0.31896814703941345,
SNAP-000178-1,SIH26017-PRJ-000178,Chhattisgarh,Bastar,Social Impact Assessment (SIA),0.06471601873636246,
SNAP-000178-2,SIH26017-PRJ-000178,Chhattisgarh,Bastar,Survey & Measurement,0.11602529138326645,
SNAP-000178-3,SIH26017-PRJ-000178,Chhattisgarh,Bastar,Survey & Measurement,0.031923845410346985,
SNAP-000179-1,SIH26017-PRJ-000179,Kerala,Thiruvananthapuram,Social Impact Assessment (SIA),0.12159973382949829,False
SNAP-000180-1,SIH26017-PRJ-000180,West Bengal,Purba Bardhaman,Social Impact Assessment (SIA),0.011572528630495071,
SNAP-000181-1,SIH26017-PRJ-000181,Assam,Dibrugarh,Draft Declaration,0.4142886698246002,
SNAP-000182-1,SIH26017-PRJ-000182,Telangana,Hyderabad,Compensation Disbursement,0.007447868585586548,False
SNAP-000183-1,SIH26017-PRJ-000183,Chhattisgarh,Durg,Draft Declaration,0.004407116211950779,
SNAP-000183-2,SIH26017-PRJ-000183,Chhattisgarh,Durg,Award Declaration (Sec 23),0.009414959698915482,
SNAP-000184-1,SIH26017-PRJ-000184,West Bengal,Kolkata,Social Impact Assessment (SIA),0.4812605381011963,
SNAP-000184-2,SIH26017-PRJ-000184,West Bengal,Kolkata,Final Declaration (Sec 19),0.764877200126648,
SNAP-000184-3,SIH26017-PRJ-000184,West Bengal,Kolkata,Final Declaration (Sec 19),0.6727016568183899,
SNAP-000185-1,SIH26017-PRJ-000185,Maharashtra,Nagpur,Preliminary Notification (Sec 11),0.02664901874959469,
SNAP-000185-2,SIH26017-PRJ-000185,Maharashtra,Nagpur,Preliminary Notification (Sec 11),0.017742963507771492,
SNAP-000186-1,SIH26017-PRJ-000186,Gujarat,Surat,Social Impact Assessment (SIA),0.005028599873185158,
SNAP-000186-2,SIH26017-PRJ-000186,Gujarat,Surat,Survey & Measurement,0.003225699532777071,
SNAP-000186-3,SIH26017-PRJ-000186,Gujarat,Surat,Survey & Measurement,0.008418102748692036,
SNAP-000187-1,SIH26017-PRJ-000187,Telangana,Hyderabad,Mutation & Handover,0.04804480820894241,
SNAP-000188-1,SIH26017-PRJ-000188,Uttar Pradesh,Varanasi,Possession,0.007753324694931507,False
SNAP-000189-1,SIH26017-PRJ-000189,Bihar,Patna,Award Declaration (Sec 23),0.008719570003449917,False
SNAP-000190-1,SIH26017-PRJ-000190,West Bengal,Purba Bardhaman,Social Impact Assessment (SIA),0.030505796894431114,
SNAP-000190-2,SIH26017-PRJ-000190,West Bengal,Purba Bardhaman,Survey & Measurement,0.05708850175142288,
SNAP-000190-3,SIH26017-PRJ-000190,West Bengal,Purba Bardhaman,Survey & Measurement,0.03375585749745369,
SNAP-000191-1,SIH26017-PRJ-000191,Bihar,Muzaffarpur,Possession,0.030170829966664314,False
SNAP-000192-1,SIH26017-PRJ-000192,Uttar Pradesh,Lucknow,Draft Declaration,0.03953183442354202,False
SNAP-000192-2,SIH26017-PRJ-000192,Uttar Pradesh,Lucknow,Compensation Disbursement,0.03682161122560501,False
SNAP-000192-3,SIH26017-PRJ-000192,Uttar Pradesh,Lucknow,Possession,0.08844361454248428,False
SNAP-000193-1,SIH26017-PRJ-000193,Uttar Pradesh,Lucknow,Social Impact Assessment (SIA),0.005923233460634947,False
SNAP-000194-1,SIH26017-PRJ-000194,Assam,Kamrup,Draft Declaration,0.016265980899333954,False
SNAP-000194-2,SIH26017-PRJ-000194,Assam,Kamrup,Compensation Disbursement,0.019007233902812004,False
SNAP-000195-1,SIH26017-PRJ-000195,Rajasthan,Jodhpur,Final Declaration (Sec 19),0.1618032455444336,False
SNAP-000196-1,SIH26017-PRJ-000196,Jharkhand,Ranchi,Social Impact Assessment (SIA),0.5412207841873169,
SNAP-000196-2,SIH26017-PRJ-000196,Jharkhand,Ranchi,Survey & Measurement,0.8508694767951965,
SNAP-000196-3,SIH26017-PRJ-000196,Jharkhand,Ranchi,Survey & Measurement,0.6764640808105469,
SNAP-000197-1,SIH26017-PRJ-000197,Kerala,Thiruvananthapuram,Compensation Disbursement,0.1589413583278656,False
SNAP-000198-1,SIH26017-PRJ-000198,Chhattisgarh,Bastar,Social Impact Assessment (SIA),0.004222801886498928,
SNAP-000198-2,SIH26017-PRJ-000198,Chhattisgarh,Bastar,Social Impact Assessment (SIA),0.006900419015437365,
SNAP-000199-1,SIH26017-PRJ-000199,Odisha,Khordha,Survey & Measurement,0.15455806255340576,
SNAP-000200-1,SIH26017-PRJ-000200,Kerala,Thiruvananthapuram,Survey & Measurement,0.2224547415971756,
SNAP-000201-1,SIH26017-PRJ-000201,Maharashtra,Pune,Compensation Disbursement,0.033932216465473175,
SNAP-000202-1,SIH26017-PRJ-000202,Chhattisgarh,Bastar,Mutation & Handover,0.03330584242939949,False
SNAP-000203-1,SIH26017-PRJ-000203,Gujarat,Surat,Social Impact Assessment (SIA),0.7406041026115417,
SNAP-000203-2,SIH26017-PRJ-000203,Gujarat,Surat,Survey & Measurement,0.8084450960159302,
SNAP-000204-1,SIH26017-PRJ-000204,Assam,Dibrugarh,Final Declaration (Sec 19),0.02482590265572071,
SNAP-000205-1,SIH26017-PRJ-000205,Rajasthan,Alwar,Preliminary Notification (Sec 11),0.025111591443419456,
SNAP-000206-1,SIH26017-PRJ-000206,Maharashtra,Pune,Social Impact Assessment (SIA),0.01248809415847063,
SNAP-000206-2,SIH26017-PRJ-000206,Maharashtra,Pune,Draft Declaration,0.028025919571518898,
SNAP-000207-1,SIH26017-PRJ-000207,Tamil Nadu,Tiruchirappalli,Survey & Measurement,0.5100527405738831,
SNAP-000208-1,SIH26017-PRJ-000208,Maharashtra,Nagpur,Survey & Measurement,0.3031681478023529,
SNAP-000208-2,SIH26017-PRJ-000208,Maharashtra,Nagpur,Survey & Measurement,0.35625728964805603,
SNAP-000209-1,SIH26017-PRJ-000209,Odisha,Cuttack,Social Impact Assessment (SIA),0.0509444959461689,
SNAP-000209-2,SIH26017-PRJ-000209,Odisha,Cuttack,Final Declaration (Sec 19),0.08467619866132736,
SNAP-000209-3,SIH26017-PRJ-000209,Odisha,Cuttack,Compensation Disbursement,0.08807898312807083,
SNAP-000210-1,SIH26017-PRJ-000210,Assam,Dibrugarh,Social Impact Assessment (SIA),0.9174623489379883,True
SNAP-000211-1,SIH26017-PRJ-000211,Madhya Pradesh,Indore,Possession,0.05271998792886734,False
SNAP-000212-1,SIH26017-PRJ-000212,Rajasthan,Alwar,Draft Declaration,0.005651450250297785,
SNAP-000212-2,SIH26017-PRJ-000212,Rajasthan,Alwar,Award Declaration (Sec 23),0.008242620155215263,
SNAP-000213-1,SIH26017-PRJ-000213,Karnataka,Bengaluru Rural,Draft Declaration,0.06685708463191986,False
SNAP-000213-2,SIH26017-PRJ-000213,Karnataka,Bengaluru Rural,Compensation Disbursement,0.057990316301584244,False
SNAP-000214-1,SIH26017-PRJ-000214,Maharashtra,Pune,Social Impact Assessment (SIA),0.018006058409810066,False
SNAP-000215-1,SIH26017-PRJ-000215,Odisha,Kalahandi,Social Impact Assessment (SIA),0.04079972952604294,
SNAP-000216-1,SIH26017-PRJ-000216,Assam,Dibrugarh,Survey & Measurement,0.13767147064208984,
SNAP-000216-2,SIH26017-PRJ-000216,Assam,Dibrugarh,Final Declaration (Sec 19),0.4642549157142639,
SNAP-000216-3,SIH26017-PRJ-000216,Assam,Dibrugarh,Award Declaration (Sec 23),0.19243678450584412,
SNAP-000217-1,SIH26017-PRJ-000217,Tamil Nadu,Madurai,Compensation Disbursement,0.016088753938674927,False
SNAP-000218-1,SIH26017-PRJ-000218,Gujarat,Surat,Survey & Measurement,0.02400817535817623,
SNAP-000218-2,SIH26017-PRJ-000218,Gujarat,Surat,Draft Declaration,0.010635272599756718,
SNAP-000219-1,SIH26017-PRJ-000219,Assam,Dibrugarh,Final Declaration (Sec 19),0.46710553765296936,True
SNAP-000219-2,SIH26017-PRJ-000219,Assam,Dibrugarh,Award Declaration (Sec 23),0.7041865587234497,True
SNAP-000219-3,SIH26017-PRJ-000219,Assam,Dibrugarh,Possession,0.6888216137886047,True
SNAP-000220-1,SIH26017-PRJ-000220,Madhya Pradesh,Jabalpur,Compensation Disbursement,0.017018884420394897,False
SNAP-000221-1,SIH26017-PRJ-000221,Bihar,Patna,Possession,0.00425455067306757,False
SNAP-000222-1,SIH26017-PRJ-000222,West Bengal,Purulia,Social Impact Assessment (SIA),0.16164487600326538,False
SNAP-000223-1,SIH26017-PRJ-000223,Chhattisgarh,Bastar,Survey & Measurement,0.004155691247433424,
SNAP-000224-1,SIH26017-PRJ-000224,Uttar Pradesh,Gautam Buddh Nagar,Draft Declaration,0.022875266149640083,False
SNAP-000224-2,SIH26017-PRJ-000224,Uttar Pradesh,Gautam Buddh Nagar,Award Declaration (Sec 23),0.03679888695478439,False
SNAP-000224-3,SIH26017-PRJ-000224,Uttar Pradesh,Gautam Buddh Nagar,Compensation Disbursement,0.009728746488690376,False
SNAP-000225-1,SIH26017-PRJ-000225,Bihar,Gaya,Draft Declaration,0.015513607300817966,False
SNAP-000226-1,SIH26017-PRJ-000226,Bihar,Muzaffarpur,Award Declaration (Sec 23),0.038874730467796326,False
SNAP-000227-1,SIH26017-PRJ-000227,Kerala,Thiruvananthapuram,Social Impact Assessment (SIA),0.028453771024942398,
SNAP-000227-2,SIH26017-PRJ-000227,Kerala,Thiruvananthapuram,Award Declaration (Sec 23),0.029912736266851425,
SNAP-000228-1,SIH26017-PRJ-000228,Tamil Nadu,Coimbatore,Survey & Measurement,0.005499822087585926,
SNAP-000229-1,SIH26017-PRJ-000229,Telangana,Hyderabad,Draft Declaration,0.012873154133558273,
SNAP-000229-2,SIH26017-PRJ-000229,Telangana,Hyderabad,Compensation Disbursement,0.00807447824627161,
SNAP-000230-1,SIH26017-PRJ-000230,Bihar,Muzaffarpur,Award Declaration (Sec 23),0.07412832975387573,
SNAP-000231-1,SIH26017-PRJ-000231,Odisha,Khordha,Social Impact Assessment (SIA),0.22770464420318604,False
SNAP-000232-1,SIH26017-PRJ-000232,Odisha,Cuttack,Social Impact Assessment (SIA),0.6282002329826355,
SNAP-000232-2,SIH26017-PRJ-000232,Odisha,Cuttack,Award Declaration (Sec 23),0.7540473341941833,
SNAP-000233-1,SIH26017-PRJ-000233,Kerala,Thiruvananthapuram,Final Declaration (Sec 19),0.5492303371429443,
SNAP-000234-1,SIH26017-PRJ-000234,Odisha,Sundargarh,Survey & Measurement,0.04329267889261246,False
SNAP-000234-2,SIH26017-PRJ-000234,Odisha,Sundargarh,Final Declaration (Sec 19),0.006558368448168039,False
SNAP-000234-3,SIH26017-PRJ-000234,Odisha,Sundargarh,Compensation Disbursement,0.016159232705831528,False
SNAP-000235-1,SIH26017-PRJ-000235,West Bengal,Purba Bardhaman,Award Declaration (Sec 23),0.7557671070098877,
SNAP-000235-2,SIH26017-PRJ-000235,West Bengal,Purba Bardhaman,Compensation Disbursement,0.7965440154075623,
SNAP-000236-1,SIH26017-PRJ-000236,Tamil Nadu,Chennai,Draft Declaration,0.0033306770492345095,
SNAP-000236-2,SIH26017-PRJ-000236,Tamil Nadu,Chennai,Award Declaration (Sec 23),0.00260469364002347,
SNAP-000237-1,SIH26017-PRJ-000237,Bihar,Gaya,Draft Declaration,0.040296800434589386,False
SNAP-000237-2,SIH26017-PRJ-000237,Bihar,Gaya,Compensation Disbursement,0.034586191177368164,False
SNAP-000238-1,SIH26017-PRJ-000238,Odisha,Khordha,Draft Declaration,0.19579192996025085,
SNAP-000238-2,SIH26017-PRJ-000238,Odisha,Khordha,Compensation Disbursement,0.24616603553295135,
SNAP-000239-1,SIH26017-PRJ-000239,Uttar Pradesh,Lucknow,Survey & Measurement,0.007488951086997986,False
SNAP-000239-2,SIH26017-PRJ-000239,Uttar Pradesh,Lucknow,Compensation Disbursement,0.012816869653761387,False
SNAP-000240-1,SIH26017-PRJ-000240,Gujarat,Surat,Survey & Measurement,0.016224198043346405,False
SNAP-000241-1,SIH26017-PRJ-000241,Telangana,Hyderabad,Social Impact Assessment (SIA),0.8044487833976746,
SNAP-000241-2,SIH26017-PRJ-000241,Telangana,Hyderabad,Draft Declaration,0.8302059769630432,
SNAP-000242-1,SIH26017-PRJ-000242,Assam,Dibrugarh,Social Impact Assessment (SIA),0.3719628155231476,
SNAP-000242-2,SIH26017-PRJ-000242,Assam,Dibrugarh,Survey & Measurement,0.301864355802536,
SNAP-000243-1,SIH26017-PRJ-000243,Telangana,Karimnagar,Social Impact Assessment (SIA),0.6637265086174011,
SNAP-000243-2,SIH26017-PRJ-000243,Telangana,Karimnagar,Draft Declaration,0.8059530854225159,
SNAP-000244-1,SIH26017-PRJ-000244,Chhattisgarh,Durg,Award Declaration (Sec 23),0.004304911009967327,False
SNAP-000244-2,SIH26017-PRJ-000244,Chhattisgarh,Durg,Compensation Disbursement,0.0029704365879297256,False
SNAP-000245-1,SIH26017-PRJ-000245,Rajasthan,Jaipur,Draft Declaration,0.9476000666618347,True
SNAP-000245-2,SIH26017-PRJ-000245,Rajasthan,Jaipur,Compensation Disbursement,0.9372133612632751,True
SNAP-000246-1,SIH26017-PRJ-000246,Gujarat,Ahmedabad,Social Impact Assessment (SIA),0.8995272517204285,
SNAP-000247-1,SIH26017-PRJ-000247,Rajasthan,Jaipur,Final Declaration (Sec 19),0.032825130969285965,False
SNAP-000247-2,SIH26017-PRJ-000247,Rajasthan,Jaipur,Compensation Disbursement,0.024492833763360977,False
SNAP-000248-1,SIH26017-PRJ-000248,West Bengal,Kolkata,Survey & Measurement,0.924589991569519,True
SNAP-000248-2,SIH26017-PRJ-000248,West Bengal,Kolkata,Award Declaration (Sec 23),0.9683589339256287,True
SNAP-000248-3,SIH26017-PRJ-000248,West Bengal,Kolkata,Compensation Disbursement,0.956275224685669,True
SNAP-000249-1,SIH26017-PRJ-000249,Madhya Pradesh,Chhindwara,Social Impact Assessment (SIA),0.003760469378903508,False
SNAP-000250-1,SIH26017-PRJ-000250,Assam,Kamrup,Draft Declaration,0.6314325332641602,True
SNAP-000250-2,SIH26017-PRJ-000250,Assam,Kamrup,Compensation Disbursement,0.36748799681663513,True
SNAP-000251-1,SIH26017-PRJ-000251,Maharashtra,Pune,Draft Declaration,0.0479406900703907,False
SNAP-000251-2,SIH26017-PRJ-000251,Maharashtra,Pune,Compensation Disbursement,0.028873013332486153,False
SNAP-000251-3,SIH26017-PRJ-000251,Maharashtra,Pune,Compensation Disbursement,0.033143240958452225,False
SNAP-000252-1,SIH26017-PRJ-000252,Karnataka,Bengaluru Rural,Draft Declaration,0.011894616298377514,False
SNAP-000252-2,SIH26017-PRJ-000252,Karnataka,Bengaluru Rural,Compensation Disbursement,0.006633501034229994,False
SNAP-000253-1,SIH26017-PRJ-000253,Rajasthan,Udaipur,Preliminary Notification (Sec 11),0.0733942911028862,
SNAP-000254-1,SIH26017-PRJ-000254,Odisha,Khordha,Final Declaration (Sec 19),0.04861309379339218,False
SNAP-000254-2,SIH26017-PRJ-000254,Odisha,Khordha,Award Declaration (Sec 23),0.09678277373313904,False
SNAP-000255-1,SIH26017-PRJ-000255,Jharkhand,Ranchi,Final Declaration (Sec 19),0.0359671488404274,
SNAP-000256-1,SIH26017-PRJ-000256,Assam,Dibrugarh,Award Declaration (Sec 23),0.17913028597831726,False
SNAP-000256-2,SIH26017-PRJ-000256,Assam,Dibrugarh,Award Declaration (Sec 23),0.17802421748638153,False
SNAP-000257-1,SIH26017-PRJ-000257,Uttar Pradesh,Varanasi,Survey & Measurement,0.0021733720786869526,False
SNAP-000258-1,SIH26017-PRJ-000258,Uttar Pradesh,Lucknow,Award Declaration (Sec 23),0.00797947496175766,False
SNAP-000259-1,SIH26017-PRJ-000259,Odisha,Kalahandi,Award Declaration (Sec 23),0.1157500222325325,False
SNAP-000260-1,SIH26017-PRJ-000260,Madhya Pradesh,Chhindwara,Draft Declaration,0.6919285655021667,
SNAP-000261-1,SIH26017-PRJ-000261,Chhattisgarh,Raipur,Compensation Disbursement,0.20948489010334015,False
SNAP-000262-1,SIH26017-PRJ-000262,Bihar,Gaya,Survey & Measurement,0.027385536581277847,False
SNAP-000262-2,SIH26017-PRJ-000262,Bihar,Gaya,Compensation Disbursement,0.015263091772794724,False
SNAP-000262-3,SIH26017-PRJ-000262,Bihar,Gaya,Possession,0.04190889373421669,False
SNAP-000263-1,SIH26017-PRJ-000263,Telangana,Karimnagar,Survey & Measurement,0.020399264991283417,False
SNAP-000263-2,SIH26017-PRJ-000263,Telangana,Karimnagar,Final Declaration (Sec 19),0.018136736005544662,False
SNAP-000263-3,SIH26017-PRJ-000263,Telangana,Karimnagar,Compensation Disbursement,0.0138041190803051,False
SNAP-000264-1,SIH26017-PRJ-000264,Assam,Dibrugarh,Draft Declaration,0.011082032695412636,
SNAP-000265-1,SIH26017-PRJ-000265,Assam,Kamrup,Compensation Disbursement,0.004875066224485636,False
SNAP-000266-1,SIH26017-PRJ-000266,Telangana,Karimnagar,Social Impact Assessment (SIA),0.505756139755249,
SNAP-000267-1,SIH26017-PRJ-000267,Rajasthan,Alwar,Social Impact Assessment (SIA),0.27284228801727295,
SNAP-000267-2,SIH26017-PRJ-000267,Rajasthan,Alwar,Social Impact Assessment (SIA),0.2597786486148834,
SNAP-000268-1,SIH26017-PRJ-000268,Chhattisgarh,Bastar,Social Impact Assessment (SIA),0.06733015924692154,
SNAP-000268-2,SIH26017-PRJ-000268,Chhattisgarh,Bastar,Survey & Measurement,0.02371852472424507,
SNAP-000268-3,SIH26017-PRJ-000268,Chhattisgarh,Bastar,Survey & Measurement,0.027648044750094414,
SNAP-000269-1,SIH26017-PRJ-000269,Bihar,Gaya,Final Declaration (Sec 19),0.004400388803333044,
SNAP-000270-1,SIH26017-PRJ-000270,West Bengal,Howrah,Social Impact Assessment (SIA),0.06599584966897964,
SNAP-000271-1,SIH26017-PRJ-000271,Karnataka,Bengaluru Rural,Award Declaration (Sec 23),0.9150675535202026,True
SNAP-000272-1,SIH26017-PRJ-000272,Karnataka,Ballari,Compensation Disbursement,0.49067893624305725,True
SNAP-000273-1,SIH26017-PRJ-000273,Gujarat,Ahmedabad,Compensation Disbursement,0.005009207874536514,False
SNAP-000274-1,SIH26017-PRJ-000274,Karnataka,Belagavi,Final Declaration (Sec 19),0.5164534449577332,
SNAP-000275-1,SIH26017-PRJ-000275,Odisha,Cuttack,Draft Declaration,0.009595721028745174,
SNAP-000275-2,SIH26017-PRJ-000275,Odisha,Cuttack,Final Declaration (Sec 19),0.017319455742836,
SNAP-000276-1,SIH26017-PRJ-000276,Chhattisgarh,Durg,Social Impact Assessment (SIA),0.24733871221542358,
SNAP-000277-1,SIH26017-PRJ-000277,Telangana,Karimnagar,Mutation & Handover,0.010821260511875153,False
SNAP-000278-1,SIH26017-PRJ-000278,Gujarat,Surat,Draft Declaration,0.6328994035720825,False
SNAP-000278-2,SIH26017-PRJ-000278,Gujarat,Surat,Award Declaration (Sec 23),0.9547984600067139,False
SNAP-000278-3,SIH26017-PRJ-000278,Gujarat,Surat,Compensation Disbursement,0.5477072596549988,False
SNAP-000279-1,SIH26017-PRJ-000279,Jharkhand,Ranchi,Final Declaration (Sec 19),0.28099849820137024,
SNAP-000279-2,SIH26017-PRJ-000279,Jharkhand,Ranchi,Award Declaration (Sec 23),0.12924295663833618,
SNAP-000279-3,SIH26017-PRJ-000279,Jharkhand,Ranchi,Compensation Disbursement,0.03540924936532974,
SNAP-000280-1,SIH26017-PRJ-000280,Maharashtra,Nagpur,Award Declaration (Sec 23),0.002015456324443221,False
SNAP-000281-1,SIH26017-PRJ-000281,Assam,Kamrup,Survey & Measurement,0.8568754196166992,
SNAP-000282-1,SIH26017-PRJ-000282,Odisha,Cuttack,Social Impact Assessment (SIA),0.007741004228591919,
SNAP-000283-1,SIH26017-PRJ-000283,Bihar,Muzaffarpur,Social Impact Assessment (SIA),0.0025615687482059,
SNAP-000283-2,SIH26017-PRJ-000283,Bihar,Muzaffarpur,Social Impact Assessment (SIA),0.0017657483695074916,
SNAP-000284-1,SIH26017-PRJ-000284,Odisha,Kalahandi,Draft Declaration,0.007356456480920315,False
SNAP-000284-2,SIH26017-PRJ-000284,Odisha,Kalahandi,Award Declaration (Sec 23),0.007730295415967703,False
SNAP-000285-1,SIH26017-PRJ-000285,Bihar,Muzaffarpur,Survey & Measurement,0.005466650705784559,False
SNAP-000285-2,SIH26017-PRJ-000285,Bihar,Muzaffarpur,Compensation Disbursement,0.0038028841372579336,False
SNAP-000286-1,SIH26017-PRJ-000286,Madhya Pradesh,Jabalpur,Survey & Measurement,0.036209531128406525,False
SNAP-000286-2,SIH26017-PRJ-000286,Madhya Pradesh,Jabalpur,Compensation Disbursement,0.03274869918823242,False
SNAP-000287-1,SIH26017-PRJ-000287,Uttar Pradesh,Gautam Buddh Nagar,Compensation Disbursement,0.1400584727525711,False
SNAP-000288-1,SIH26017-PRJ-000288,Rajasthan,Jaipur,Preliminary Notification (Sec 11),0.14607949554920197,
SNAP-000289-1,SIH26017-PRJ-000289,Gujarat,Rajkot,Survey & Measurement,0.0012180986814200878,False
SNAP-000289-2,SIH26017-PRJ-000289,Gujarat,Rajkot,Final Declaration (Sec 19),0.0020795066375285387,False
SNAP-000289-3,SIH26017-PRJ-000289,Gujarat,Rajkot,Compensation Disbursement,0.0023404776584357023,False
SNAP-000290-1,SIH26017-PRJ-000290,Kerala,Ernakulam,Final Declaration (Sec 19),0.9609301686286926,
SNAP-000290-2,SIH26017-PRJ-000290,Kerala,Ernakulam,Compensation Disbursement,0.8513770699501038,
SNAP-000290-3,SIH26017-PRJ-000290,Kerala,Ernakulam,Compensation Disbursement,0.8892670273780823,
SNAP-000291-1,SIH26017-PRJ-000291,Gujarat,Vadodara,Survey & Measurement,0.009433825500309467,False
SNAP-000291-2,SIH26017-PRJ-000291,Gujarat,Vadodara,Award Declaration (Sec 23),0.022169064730405807,False
SNAP-000292-1,SIH26017-PRJ-000292,Karnataka,Belagavi,Preliminary Notification (Sec 11),0.02290264144539833,
SNAP-000293-1,SIH26017-PRJ-000293,Telangana,Karimnagar,Social Impact Assessment (SIA),0.004620061721652746,False
SNAP-000293-2,SIH26017-PRJ-000293,Telangana,Karimnagar,Draft Declaration,0.007293540518730879,False
SNAP-000293-3,SIH26017-PRJ-000293,Telangana,Karimnagar,Compensation Disbursement,0.005159304942935705,False
SNAP-000294-1,SIH26017-PRJ-000294,Rajasthan,Jodhpur,Draft Declaration,0.050677310675382614,
SNAP-000294-2,SIH26017-PRJ-000294,Rajasthan,Jodhpur,Award Declaration (Sec 23),0.04038770869374275,
SNAP-000295-1,SIH26017-PRJ-000295,Uttar Pradesh,Lucknow,Social Impact Assessment (SIA),0.050285760313272476,
SNAP-000296-1,SIH26017-PRJ-000296,Kerala,Ernakulam,Social Impact Assessment (SIA),0.007282025180757046,False
