snapshot_id,project_id,snapshot_date,state,district,project_type,implementing_agency,project_geometry_type,applicable_land_acquisition_act,total_land_required_hectares,number_of_villages_affected,estimated_project_cost_inr_crore,land_type_required,tribal_area_flag,project_sanction_date,planned_land_acquisition_completion_date,planned_land_acquisition_duration_days,days_since_sanction_at_snapshot,current_stage_number,current_stage_name,percent_stages_completed_as_of_snapshot,cumulative_stage_delay_days_as_of_snapshot,approvals_required_count,approvals_approved_count_as_of_snapshot,approvals_pending_count_as_of_snapshot,critical_approval_pending_flag_as_of_snapshot,percent_compensation_disbursed_as_of_snapshot,compensation_dispute_flag_as_of_snapshot,active_legal_cases_count_as_of_snapshot,stay_order_active_flag_as_of_snapshot,high_court_or_above_case_flag_as_of_snapshot,percent_land_clear_title,percent_land_disputed_ownership,consent_percent_obtained,land_record_digitization_status,number_of_displaced_families,percent_families_resettled_as_of_snapshot,rr_plan_approved_flag_as_of_snapshot,rr_grievance_backlog_as_of_snapshot,public_hearing_objections_count,political_sensitivity_index,local_body_resolution_status,officer_turnover_count_as_of_snapshot,funds_availability_status_as_of_snapshot,budget_utilization_percent_as_of_snapshot,e_governance_system_used_flag,state_historical_avg_delay_days,agency_historical_completion_rate,project_type_historical_delay_rate,next_stage_at_snapshot,next_stage_name_at_snapshot,heuristic_risk_score,risk_tier,project_latitude,project_longitude,recommended_split,target_is_delayed_beyond_6mo,target_land_acquisition_delay_category_final,target_land_acquisition_delay_days_final,target_known_flag,target_next_stage_delay_flag,target_next_stage_delay_days,target_next_stage_known_flag
SNAP-000078-2,SIH26017-PRJ-000078,2024-09-28,Rajasthan,Alwar,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",700.51,18,3494.73,Homestead-Residential,False,2022-08-29,2029-05-03,2439,761,5,Final Declaration (Sec 19),44.4,417,6,6,0,False,0.0,False,0,False,False,73.4,29.9,,Partially Digitized,353,0.0,True,20,18,Medium,Opposing,5,Insufficient,29.9,False,102.5,31.2,87.5,5,Final Declaration (Sec 19),48.9,Medium,27.43977,76.74856,train,,,,False,True,278.0,True
SNAP-000078-3,SIH26017-PRJ-000078,2025-07-19,Rajasthan,Alwar,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",700.51,18,3494.73,Homestead-Residential,False,2022-08-29,2029-05-03,2439,1055,5,Final Declaration (Sec 19),44.4,417,6,6,0,False,6.4,False,0,False,False,73.9,26.7,,Partially Digitized,353,1.1,True,26,18,Medium,Opposing,6,Insufficient,35.4,False,118.2,27.8,88.9,5,Final Declaration (Sec 19),41.4,Medium,27.43977,76.74856,train,,,,False,True,278.0,True
SNAP-000079-1,SIH26017-PRJ-000079,2021-09-27,Gujarat,Rajkot,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1212.54,31,3410.25,Agricultural,False,2016-11-23,2025-11-26,3290,1769,6,Award Declaration (Sec 23),55.6,1079,4,4,0,False,32.7,True,1,False,False,54.4,32.3,,Partially Digitized,83,18.5,True,7,20,Low,Neutral,7,Insufficient,53.1,True,68.0,20.0,80.0,6,Award Declaration (Sec 23),41.4,Medium,22.59007,70.58749,train,,,,False,True,804.0,True
SNAP-000080-1,SIH26017-PRJ-000080,2021-02-05,Jharkhand,Dhanbad,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",45.71,7,2463.36,Homestead-Residential,False,2019-03-01,2027-06-02,3015,707,4,Draft Declaration,33.3,271,4,4,0,False,0.0,True,1,False,False,59.4,36.9,,Not Digitized,17,0.0,True,1,14,Low,Neutral,6,Insufficient,35.7,False,72.7,72.0,36.0,4,Draft Declaration,40.6,Medium,23.63056,86.4784,train,,,,False,True,173.0,True
SNAP-000081-1,SIH26017-PRJ-000081,2021-03-01,Odisha,Kalahandi,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",283.99,8,5948.85,Government-Wasteland,False,2019-07-19,2024-02-22,1679,591,4,Draft Declaration,33.3,187,5,5,0,False,0.0,False,0,False,False,57.3,41.6,,Partially Digitized,105,0.0,True,6,6,Medium,Opposing,0,Delayed,39.1,True,81.5,50.0,50.0,4,Draft Declaration,45.1,Medium,19.93384,83.03587,validation,False,Minor Delay (<=6mo),60.0,True,True,130.0,True
SNAP-000081-2,SIH26017-PRJ-000081,2022-11-09,Odisha,Kalahandi,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",283.99,8,5948.85,Government-Wasteland,False,2019-07-19,2024-02-22,1679,1209,7,Compensation Disbursement,66.7,632,5,5,0,False,26.3,False,1,False,True,56.9,41.4,,Partially Digitized,105,15.0,True,11,6,Medium,Opposing,6,Delayed,64.5,True,68.7,33.3,77.8,7,Compensation Disbursement,45.9,Medium,19.93384,83.03587,validation,False,Minor Delay (<=6mo),60.0,True,False,30.0,True
SNAP-000082-1,SIH26017-PRJ-000082,2023-07-06,Karnataka,Ballari,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1318.48,37,1502.62,Government-Wasteland,False,2022-07-11,2024-09-04,786,360,2,Social Impact Assessment (SIA),11.1,46,5,5,0,False,0.0,False,0,False,False,68.5,36.4,,Fully Digitized,442,0.0,False,7,34,Medium,Opposing,0,Insufficient,14.9,True,24.1,33.3,77.8,2,Social Impact Assessment (SIA),27.8,Low,15.06444,76.85859,validation,,,,True,True,178.0,True
SNAP-000082-2,SIH26017-PRJ-000082,2024-03-31,Karnataka,Ballari,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1318.48,37,1502.62,Government-Wasteland,False,2022-07-11,2024-09-04,786,629,3,Survey & Measurement,22.2,224,5,5,0,False,0.0,False,0,False,False,71.2,36.1,,Fully Digitized,442,0.0,True,14,34,Medium,Opposing,3,Insufficient,24.6,True,22.2,42.9,78.6,3,Survey & Measurement,48.2,Medium,15.06444,76.85859,validation,,,,True,True,88.0,True
SNAP-000083-1,SIH26017-PRJ-000083,2020-05-23,Chhattisgarh,Bastar,National Highway,NHAI,Linear,"National Highways Act, 1956",238.03,12,3127.43,Mixed,False,2019-10-14,2023-03-01,1234,222,2,Social Impact Assessment (SIA),11.1,34,5,3,2,True,0.0,False,0,False,False,61.0,40.7,,Not Digitized,125,0.0,False,2,24,Low,Opposing,0,Insufficient,15.6,False,14.5,63.6,54.5,2,Social Impact Assessment (SIA),30.2,Medium,19.08057,82.00695,validation,False,On-Time,25.0,True,True,69.0,True
SNAP-000084-1,SIH26017-PRJ-000084,2021-08-22,Karnataka,Ballari,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",442.74,20,1570.48,Mixed,False,2020-07-26,2025-01-09,1628,392,5,Final Declaration (Sec 19),44.4,19,5,4,1,False,1.7,False,0,False,False,62.6,34.9,,Not Digitized,211,0.0,True,10,16,Low,Supportive,2,Insufficient,45.8,False,-0.5,44.4,66.7,5,Final Declaration (Sec 19),29.8,Low,15.29914,77.02655,train,False,Minor Delay (<=6mo),95.0,True,True,99.0,True
SNAP-000085-1,SIH26017-PRJ-000085,2024-06-15,Madhya Pradesh,Jabalpur,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2426.17,73,11953.44,Mixed,False,2023-10-01,2026-07-12,1015,258,3,Survey & Measurement,22.2,19,5,2,2,True,0.0,False,0,False,False,68.3,34.4,66.9,Not Digitized,1216,0.0,True,17,58,Medium,Neutral,0,Delayed,18.7,False,5.8,30.8,76.9,3,Survey & Measurement,33.6,Medium,23.19499,79.88958,train,False,On-Time,7.0,True,False,1.0,True
SNAP-000086-1,SIH26017-PRJ-000086,2023-12-06,Bihar,Muzaffarpur,National Highway,NHAI,Linear,"National Highways Act, 1956",116.55,3,4234.42,Homestead-Residential,False,2023-02-19,2025-06-08,840,290,4,Draft Declaration,33.3,15,5,4,1,True,0.0,False,0,False,False,82.9,19.3,,Fully Digitized,70,0.0,True,2,7,Medium,Neutral,1,Adequate,26.6,True,28.9,65.9,63.6,4,Draft Declaration,19.8,Low,26.15173,85.39818,test,False,On-Time,12.0,True,False,-19.0,True
SNAP-000086-2,SIH26017-PRJ-000086,2024-09-18,Bihar,Muzaffarpur,National Highway,NHAI,Linear,"National Highways Act, 1956",116.55,3,4234.42,Homestead-Residential,False,2023-02-19,2025-06-08,840,577,7,Compensation Disbursement,66.7,77,5,4,0,False,27.6,False,1,False,False,85.7,18.6,,Fully Digitized,70,25.1,True,4,7,Medium,Neutral,0,Delayed,48.4,True,27.6,63.0,68.5,7,Compensation Disbursement,22.8,Low,26.15173,85.39818,test,False,On-Time,12.0,True,False,-76.0,True
SNAP-000087-1,SIH26017-PRJ-000087,2019-07-29,Bihar,Gaya,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",186.39,6,19694.68,Homestead-Residential,True,2018-08-06,2025-02-17,2387,357,2,Social Impact Assessment (SIA),11.1,-8,5,5,0,False,0.0,False,0,False,False,65.6,32.2,,Not Digitized,75,0.0,False,2,16,Medium,Opposing,2,Insufficient,14.8,False,21.5,20.0,80.0,2,Social Impact Assessment (SIA),26.1,Low,24.7257,84.92583,train,,,,True,True,471.0,True
SNAP-000088-1,SIH26017-PRJ-000088,2020-11-21,West Bengal,Kolkata,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",130.46,4,1743.98,Mixed,False,2019-11-05,2023-10-23,1448,382,5,Final Declaration (Sec 19),44.4,47,5,4,1,True,3.4,False,0,False,False,77.1,17.5,,Not Digitized,65,0.0,True,2,5,Low,Neutral,5,Delayed,47.2,False,27.7,81.8,63.6,5,Final Declaration (Sec 19),20.3,Low,22.63846,88.2449,train,False,Minor Delay (<=6mo),53.0,True,True,77.0,True
SNAP-000088-2,SIH26017-PRJ-000088,2022-01-07,West Bengal,Kolkata,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",130.46,4,1743.98,Mixed,False,2019-11-05,2023-10-23,1448,794,7,Compensation Disbursement,66.7,203,5,5,0,False,62.9,False,0,False,False,78.1,17.7,,Not Digitized,65,44.2,True,4,5,Low,Neutral,4,Adequate,74.7,False,45.8,73.7,52.6,7,Compensation Disbursement,24.1,Low,22.63846,88.2449,train,False,Minor Delay (<=6mo),53.0,True,True,445.0,True
SNAP-000088-3,SIH26017-PRJ-000088,2022-12-14,West Bengal,Kolkata,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",130.46,4,1743.98,Mixed,False,2019-11-05,2023-10-23,1448,1135,7,Compensation Disbursement,66.7,203,5,5,0,False,57.1,False,0,False,False,80.5,15.2,,Not Digitized,65,40.9,True,4,5,Low,Neutral,10,Delayed,74.3,False,48.5,74.1,55.6,7,Compensation Disbursement,29.4,Low,22.63846,88.2449,train,False,Minor Delay (<=6mo),53.0,True,True,445.0,True
SNAP-000089-1,SIH26017-PRJ-000089,2017-08-31,Tamil Nadu,Madurai,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2326.61,61,6492.35,Homestead-Residential,False,2015-07-20,2025-04-26,3568,773,4,Draft Declaration,33.3,475,4,4,0,False,0.0,False,0,False,False,74.2,25.0,56.3,Fully Digitized,1203,0.0,True,47,47,Low,Neutral,3,Insufficient,32.5,True,,0.0,100.0,4,Draft Declaration,44.8,Medium,9.91691,78.08389,train,True,Major Delay (6-18mo),246.0,True,True,362.0,True
SNAP-000090-1,SIH26017-PRJ-000090,2023-10-31,Telangana,Hyderabad,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",26.21,3,2027.86,Agricultural,False,2023-04-09,2024-07-21,469,205,5,Final Declaration (Sec 19),44.4,-83,4,3,1,True,0.0,False,0,False,False,85.9,13.7,,Partially Digitized,1,0.0,True,0,6,Low,Supportive,0,Adequate,37.7,False,35.5,73.0,45.9,5,Final Declaration (Sec 19),4.0,Low,17.44892,78.51027,train,False,On-Time,3.0,True,False,-30.0,True
SNAP-000091-1,SIH26017-PRJ-000091,2023-01-26,West Bengal,Howrah,National Highway,NHAI,Linear,"National Highways Act, 1956",318.2,12,2641.27,Homestead-Residential,False,2022-05-21,2023-10-11,508,250,2,Social Impact Assessment (SIA),11.1,22,5,3,1,True,0.0,False,0,False,False,53.5,44.2,,Not Digitized,164,0.0,False,4,15,Medium,Opposing,2,Insufficient,14.3,False,48.5,69.4,61.1,2,Social Impact Assessment (SIA),29.1,Low,22.75051,88.35983,train,,,,True,True,122.0,True
SNAP-000091-2,SIH26017-PRJ-000091,2023-08-31,West Bengal,Howrah,National Highway,NHAI,Linear,"National Highways Act, 1956",318.2,12,2641.27,Homestead-Residential,False,2022-05-21,2023-10-11,508,467,3,Survey & Measurement,33.3,213,5,4,0,False,0.0,False,0,False,False,56.1,43.9,,Not Digitized,164,0.0,True,7,15,Medium,Opposing,4,Insufficient,22.5,False,45.9,71.8,59.0,4,Draft Declaration,49.9,Medium,22.75051,88.35983,train,,,,True,True,,True
SNAP-000092-1,SIH26017-PRJ-000092,2023-08-16,Madhya Pradesh,Jabalpur,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",87.41,3,1842.38,Mixed,False,2022-08-16,2024-01-26,528,365,7,Compensation Disbursement,66.7,-106,4,4,0,False,37.8,False,0,False,False,82.8,12.6,,Partially Digitized,35,23.7,True,1,6,Low,Supportive,1,Adequate,57.8,False,5.2,78.1,56.2,7,Compensation Disbursement,2.5,Low,23.24626,79.85876,validation,False,On-Time,-24.0,True,False,-57.0,True
SNAP-000093-1,SIH26017-PRJ-000093,2023-05-15,Odisha,Cuttack,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1241.1,43,3581.62,Forest,False,2022-02-07,2030-05-05,3009,462,2,Social Impact Assessment (SIA),11.1,208,6,5,1,True,0.0,False,0,False,False,67.5,37.6,,Partially Digitized,434,0.0,False,9,19,Medium,Opposing,1,Insufficient,14.7,True,78.4,33.3,77.8,2,Social Impact Assessment (SIA),42.5,Medium,20.34738,85.67442,validation,,,,False,True,401.0,True
SNAP-000093-2,SIH26017-PRJ-000093,2024-05-17,Odisha,Cuttack,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1241.1,43,3581.62,Forest,False,2022-02-07,2030-05-05,3009,830,3,Survey & Measurement,22.2,609,6,6,0,False,0.0,False,0,False,False,65.3,36.6,,Partially Digitized,434,0.0,True,10,19,Medium,Opposing,5,Insufficient,14.6,True,85.8,46.7,80.0,3,Survey & Measurement,46.5,Medium,20.34738,85.67442,validation,,,,False,True,294.0,True
SNAP-000093-3,SIH26017-PRJ-000093,2025-05-11,Odisha,Cuttack,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1241.1,43,3581.62,Forest,False,2022-02-07,2030-05-05,3009,1189,3,Survey & Measurement,22.2,609,6,6,0,False,0.0,False,0,False,False,63.5,35.8,,Partially Digitized,434,0.0,True,18,19,Medium,Opposing,2,Insufficient,24.0,True,102.2,45.5,81.8,3,Survey & Measurement,50.0,Medium,20.34738,85.67442,validation,,,,False,True,294.0,True
SNAP-000094-1,SIH26017-PRJ-000094,2023-02-16,Maharashtra,Pune,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",117.74,7,6566.54,Government-Wasteland,False,2022-01-12,2033-09-23,4272,400,2,Social Impact Assessment (SIA),11.1,126,5,4,1,True,0.0,False,0,False,False,56.7,42.7,,Not Digitized,45,0.0,False,1,14,Medium,Opposing,0,Delayed,13.2,False,23.8,33.3,77.8,2,Social Impact Assessment (SIA),31.0,Medium,18.52675,73.67642,train,,,,False,True,310.0,True
SNAP-000094-2,SIH26017-PRJ-000094,2024-05-28,Maharashtra,Pune,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",117.74,7,6566.54,Government-Wasteland,False,2022-01-12,2033-09-23,4272,867,3,Survey & Measurement,22.2,436,5,5,0,False,0.0,False,0,False,False,56.5,43.8,,Not Digitized,45,0.0,True,2,14,Medium,Opposing,3,Insufficient,21.0,False,38.9,46.7,80.0,3,Survey & Measurement,43.0,Medium,18.52675,73.67642,train,,,,False,True,201.0,True
SNAP-000094-3,SIH26017-PRJ-000094,2025-08-17,Maharashtra,Pune,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",117.74,7,6566.54,Government-Wasteland,False,2022-01-12,2033-09-23,4272,1313,5,Final Declaration (Sec 19),44.4,812,5,5,0,False,7.2,False,0,False,False,53.5,41.4,,Not Digitized,45,1.0,True,3,14,Medium,Opposing,4,Insufficient,38.1,False,38.9,43.5,82.6,5,Final Declaration (Sec 19),44.1,Medium,18.52675,73.67642,train,,,,False,True,347.0,True
SNAP-000095-1,SIH26017-PRJ-000095,2021-11-26,Jharkhand,Paschimi Singhbhum,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",858.16,25,9957.14,Forest,False,2017-04-27,2022-10-26,2008,1674,4,Draft Declaration,33.3,1273,5,5,0,False,0.0,False,0,False,False,58.8,47.1,43.8,Fully Digitized,65,0.0,True,4,27,Low,Opposing,8,Insufficient,30.1,True,72.7,46.2,69.2,4,Draft Declaration,43.6,Medium,22.79205,85.37357,train,,,,True,True,374.0,True
SNAP-000096-1,SIH26017-PRJ-000096,2018-06-18,Chhattisgarh,Bastar,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",71.5,2,5398.63,Government-Wasteland,True,2017-09-20,2020-10-31,1137,271,3,Survey & Measurement,22.2,57,4,4,0,False,0.0,False,0,False,False,61.1,36.4,,Not Digitized,22,0.0,True,0,8,Medium,Supportive,2,Delayed,20.0,False,0.0,50.0,50.0,3,Survey & Measurement,22.9,Low,19.21873,82.20327,train,False,Minor Delay (<=6mo),84.0,True,False,15.0,True
SNAP-000096-2,SIH26017-PRJ-000096,2019-04-15,Chhattisgarh,Bastar,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",71.5,2,5398.63,Government-Wasteland,True,2017-09-20,2020-10-31,1137,572,7,Compensation Disbursement,66.7,43,4,4,0,False,29.2,False,0,False,False,64.4,36.4,,Not Digitized,22,24.3,True,1,8,Medium,Supportive,3,Adequate,57.4,False,14.5,66.7,33.3,7,Compensation Disbursement,18.0,Low,19.21873,82.20327,train,False,Minor Delay (<=6mo),84.0,True,True,170.0,True
SNAP-000096-3,SIH26017-PRJ-000096,2020-05-05,Chhattisgarh,Bastar,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",71.5,2,5398.63,Government-Wasteland,True,2017-09-20,2020-10-31,1137,958,8,Possession,77.8,213,4,4,0,False,61.3,False,1,False,False,62.3,37.4,,Not Digitized,22,60.2,True,2,8,Medium,Supportive,4,Delayed,76.5,False,14.5,60.0,60.0,8,Possession,40.8,Medium,19.21873,82.20327,train,False,Minor Delay (<=6mo),84.0,True,True,88.0,True
SNAP-000097-1,SIH26017-PRJ-000097,2025-06-20,Gujarat,Rajkot,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",801.87,16,2647.8,Homestead-Residential,False,2024-04-12,2032-04-21,2931,434,2,Social Impact Assessment (SIA),11.1,61,4,3,1,True,0.0,False,0,False,False,65.1,36.9,,Partially Digitized,407,0.0,False,9,19,High,Neutral,2,Insufficient,14.9,True,106.9,52.6,68.4,2,Social Impact Assessment (SIA),35.6,Medium,22.49241,70.95621,test,,,,False,True,502.0,True
SNAP-000098-1,SIH26017-PRJ-000098,2023-10-28,Telangana,Karimnagar,National Highway,NHAI,Linear,"National Highways Act, 1956",202.74,7,714.64,Government-Wasteland,False,2022-06-29,2026-04-08,1379,486,5,Final Declaration (Sec 19),44.4,142,5,5,0,False,0.0,False,0,False,False,80.1,26.5,,Fully Digitized,14,0.0,True,0,10,Low,Supportive,4,Insufficient,38.6,True,35.5,66.7,61.9,5,Final Declaration (Sec 19),25.8,Low,18.04548,79.10217,train,False,On-Time,19.0,True,True,41.0,True
SNAP-000098-2,SIH26017-PRJ-000098,2024-11-09,Telangana,Karimnagar,National Highway,NHAI,Linear,"National Highways Act, 1956",202.74,7,714.64,Government-Wasteland,False,2022-06-29,2026-04-08,1379,864,6,Award Declaration (Sec 23),55.6,183,5,5,0,False,24.8,False,1,False,False,75.3,26.3,,Fully Digitized,14,21.5,True,1,10,Low,Supportive,3,Delayed,55.7,True,31.3,62.5,69.6,6,Award Declaration (Sec 23),37.1,Medium,18.04548,79.10217,train,False,On-Time,19.0,True,True,259.0,True
SNAP-000099-1,SIH26017-PRJ-000099,2020-03-24,Madhya Pradesh,Jabalpur,National Highway,NHAI,Linear,"National Highways Act, 1956",181.64,3,5806.71,Forest,False,2019-09-07,2021-10-27,781,199,2,Social Impact Assessment (SIA),11.1,57,6,3,3,True,0.0,False,0,False,False,100.0,3.5,,Fully Digitized,10,0.0,False,0,5,Low,Supportive,2,Delayed,13.0,True,-5.1,63.6,54.5,2,Social Impact Assessment (SIA),17.4,Low,23.22203,80.16474,train,False,On-Time,-28.0,True,False,2.0,True
SNAP-000099-2,SIH26017-PRJ-000099,2020-11-07,Madhya Pradesh,Jabalpur,National Highway,NHAI,Linear,"National Highways Act, 1956",181.64,3,5806.71,Forest,False,2019-09-07,2021-10-27,781,427,4,Draft Declaration,33.3,77,6,6,0,False,0.0,False,0,False,False,98.9,4.6,,Fully Digitized,10,0.0,True,0,5,Low,Supportive,2,Adequate,39.4,True,-6.2,68.8,56.2,4,Draft Declaration,9.9,Low,23.22203,80.16474,train,False,On-Time,-28.0,True,False,26.0,True
SNAP-000099-3,SIH26017-PRJ-000099,2021-03-04,Madhya Pradesh,Jabalpur,National Highway,NHAI,Linear,"National Highways Act, 1956",181.64,3,5806.71,Forest,False,2019-09-07,2021-10-27,781,544,6,Award Declaration (Sec 23),55.6,93,6,6,0,False,17.7,False,0,False,False,99.3,3.1,,Fully Digitized,10,13.5,True,0,5,Low,Supportive,3,Adequate,47.9,True,-6.2,61.1,61.1,6,Award Declaration (Sec 23),12.9,Low,23.22203,80.16474,train,False,On-Time,-28.0,True,False,-27.0,True
SNAP-000100-1,SIH26017-PRJ-000100,2022-10-10,Assam,Dibrugarh,National Highway,NHAI,Linear,"National Highways Act, 1956",361.3,12,180.99,Homestead-Residential,False,2022-04-22,2023-05-15,388,171,2,Social Impact Assessment (SIA),11.1,5,4,1,3,True,0.0,False,0,False,False,49.2,52.7,,Fully Digitized,162,0.0,False,3,21,Medium,Opposing,2,Insufficient,16.4,True,41.8,65.6,62.5,2,Social Impact Assessment (SIA),43.1,Medium,27.4435,95.09049,train,,,,True,True,149.0,True
SNAP-000100-2,SIH26017-PRJ-000100,2023-03-12,Assam,Dibrugarh,National Highway,NHAI,Linear,"National Highways Act, 1956",361.3,12,180.99,Homestead-Residential,False,2022-04-22,2023-05-15,388,324,2,Social Impact Assessment (SIA),22.2,154,4,3,0,False,0.0,False,0,False,False,50.6,52.0,,Fully Digitized,162,0.0,True,3,21,Medium,Opposing,2,Insufficient,14.6,True,89.7,69.4,61.1,3,Survey & Measurement,37.0,Medium,27.4435,95.09049,train,,,,True,True,,True
SNAP-000100-3,SIH26017-PRJ-000100,2023-07-11,Assam,Dibrugarh,National Highway,NHAI,Linear,"National Highways Act, 1956",361.3,12,180.99,Homestead-Residential,False,2022-04-22,2023-05-15,388,445,2,Social Impact Assessment (SIA),22.2,154,4,3,0,False,0.0,False,0,False,False,47.6,50.5,,Fully Digitized,162,0.0,True,3,21,Medium,Opposing,3,Insufficient,16.6,True,89.7,71.1,60.5,3,Survey & Measurement,36.9,Medium,27.4435,95.09049,train,,,,True,True,,True
SNAP-000101-1,SIH26017-PRJ-000101,2019-05-04,Bihar,Muzaffarpur,National Highway,NHAI,Linear,"National Highways Act, 1956",182.59,9,5104.47,Government-Wasteland,False,2017-12-11,2021-05-04,1240,509,6,Award Declaration (Sec 23),55.6,115,5,5,0,False,6.7,False,0,False,False,73.8,18.7,,Fully Digitized,18,2.6,True,1,9,Medium,Neutral,1,Delayed,53.7,True,21.5,66.7,55.6,6,Award Declaration (Sec 23),21.8,Low,26.25452,85.2884,train,True,Major Delay (6-18mo),279.0,True,True,79.0,True
SNAP-000101-2,SIH26017-PRJ-000101,2020-10-02,Bihar,Muzaffarpur,National Highway,NHAI,Linear,"National Highways Act, 1956",182.59,9,5104.47,Government-Wasteland,False,2017-12-11,2021-05-04,1240,1026,8,Possession,77.8,291,5,5,0,False,51.4,True,1,False,True,74.8,17.9,,Fully Digitized,18,56.8,True,2,9,Medium,Neutral,1,Adequate,80.4,True,20.4,68.8,56.2,8,Possession,32.6,Medium,26.25452,85.2884,train,True,Major Delay (6-18mo),279.0,True,True,202.0,True
SNAP-000102-1,SIH26017-PRJ-000102,2025-11-27,Kerala,Thiruvananthapuram,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1072.27,28,2480.68,Government-Wasteland,False,2021-05-20,2027-10-09,2333,1652,7,Compensation Disbursement,66.7,854,5,5,0,False,53.5,False,0,False,False,55.0,40.3,,Not Digitized,394,29.9,True,47,23,Medium,Opposing,9,Insufficient,54.1,False,100.0,45.8,83.3,7,Compensation Disbursement,54.3,Medium,8.54122,76.73208,train,,,,False,True,289.0,True
SNAP-000103-1,SIH26017-PRJ-000103,2017-05-02,Madhya Pradesh,Indore,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",15.05,3,264.95,Agricultural,False,2016-12-20,2017-03-24,94,133,1,Preliminary Notification (Sec 11),11.1,-12,4,3,1,True,0.0,False,0,False,False,71.5,30.0,,Not Digitized,4,0.0,False,0,0,Medium,Supportive,1,Adequate,6.1,False,-34.0,,,2,Social Impact Assessment (SIA),20.5,Low,22.86965,75.9354,train,,,,True,True,,True
SNAP-000103-2,SIH26017-PRJ-000103,2017-08-16,Madhya Pradesh,Indore,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",15.05,3,264.95,Agricultural,False,2016-12-20,2017-03-24,94,239,1,Preliminary Notification (Sec 11),11.1,-12,4,3,1,True,0.0,False,0,False,False,70.3,30.0,,Not Digitized,4,0.0,False,0,0,Medium,Supportive,1,Delayed,6.9,False,-34.0,100.0,100.0,2,Social Impact Assessment (SIA),19.4,Low,22.86965,75.9354,train,,,,True,True,,True
SNAP-000104-1,SIH26017-PRJ-000104,2024-07-30,Karnataka,Mysuru,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",57.09,3,7491.54,Agricultural,False,2023-11-26,2025-03-13,473,247,4,Draft Declaration,33.3,-54,5,3,2,True,0.0,False,0,False,False,87.1,10.2,,Partially Digitized,19,0.0,True,0,15,Low,Neutral,1,Delayed,30.6,True,38.6,63.6,81.8,4,Draft Declaration,14.5,Low,12.41382,76.64372,test,,,,True,True,36.0,True
SNAP-000104-2,SIH26017-PRJ-000104,2025-03-18,Karnataka,Mysuru,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",57.09,3,7491.54,Agricultural,False,2023-11-26,2025-03-13,473,478,5,Final Declaration (Sec 19),55.6,-30,5,4,0,False,6.1,False,0,False,False,88.5,9.3,,Partially Digitized,19,1.2,True,1,15,Low,Neutral,0,Delayed,50.7,True,36.8,58.3,83.3,6,Award Declaration (Sec 23),4.1,Low,12.41382,76.64372,test,,,,True,True,,True
