project_id,number_of_implementing_officers,officer_turnover_count_last_year,district_collector_changes_count,inter_departmental_coordination_score,avg_file_processing_days,e_governance_system_used_flag,rti_queries_count,audit_objections_count,budget_utilization_percent,funds_availability_status
SIH26017-PRJ-000334,4,6,2,1,19.2,True,4,1,28.2,Adequate
SIH26017-PRJ-000335,12,9,3,2,43.4,False,12,1,58.6,Insufficient
SIH26017-PRJ-000336,5,6,0,2,28.3,False,15,2,59.1,Adequate
SIH26017-PRJ-000337,4,4,2,3,26.8,True,3,1,66.0,Adequate
SIH26017-PRJ-000338,3,7,3,3,35.6,False,10,6,62.7,Delayed
SIH26017-PRJ-000339,6,10,4,3,41.1,True,18,5,79.2,Insufficient
SIH26017-PRJ-000340,2,5,4,2,35.8,False,10,9,67.4,Delayed
SIH26017-PRJ-000341,2,2,3,5,28.4,True,6,0,58.2,Delayed
SIH26017-PRJ-000342,2,5,4,4,36.3,False,13,3,26.1,Delayed
SIH26017-PRJ-000343,2,2,6,2,36.2,True,6,1,48.2,Insufficient
SIH26017-PRJ-000344,3,7,2,4,21.0,False,14,1,77.5,Adequate
SIH26017-PRJ-000345,3,10,5,4,39.0,True,18,2,72.0,Delayed
SIH26017-PRJ-000346,18,9,3,3,37.4,True,7,0,71.3,Insufficient
SIH26017-PRJ-000347,6,10,2,2,32.6,True,7,5,73.7,Adequate
SIH26017-PRJ-000348,3,8,0,3,33.9,False,6,1,93.8,Delayed
SIH26017-PRJ-000349,4,6,6,4,27.5,False,3,4,64.9,Delayed
SIH26017-PRJ-000350,4,5,4,1,32.8,True,3,3,88.5,Adequate
SIH26017-PRJ-000351,10,6,5,2,24.3,True,0,2,41.7,Insufficient
SIH26017-PRJ-000352,15,1,4,3,30.0,False,8,4,33.9,Delayed
SIH26017-PRJ-000353,7,1,2,1,31.0,False,4,0,44.8,Delayed
SIH26017-PRJ-000354,4,1,0,2,13.0,False,0,0,64.3,Delayed
SIH26017-PRJ-000355,6,4,2,3,38.2,True,9,3,37.7,Insufficient
SIH26017-PRJ-000356,5,10,3,1,42.0,False,3,2,58.1,Insufficient
SIH26017-PRJ-000357,14,10,6,3,37.8,True,17,4,4.5,Insufficient
SIH26017-PRJ-000358,10,7,2,2,30.9,False,11,1,14.0,Insufficient
SIH26017-PRJ-000359,8,10,5,3,30.3,False,9,7,67.7,Delayed
SIH26017-PRJ-000360,2,10,4,1,41.0,False,27,6,71.2,Delayed
SIH26017-PRJ-000361,2,10,6,2,16.6,True,12,7,79.9,Delayed
SIH26017-PRJ-000362,3,9,0,2,26.2,True,18,7,74.0,Delayed
SIH26017-PRJ-000363,7,8,2,3,26.5,False,7,2,84.2,Delayed
SIH26017-PRJ-000364,9,10,4,2,41.3,False,24,9,46.2,Delayed
SIH26017-PRJ-000365,5,5,0,4,16.1,True,20,5,75.6,Adequate
SIH26017-PRJ-000366,5,10,4,2,23.3,False,9,3,17.3,Delayed
SIH26017-PRJ-000367,19,8,2,4,32.5,True,6,4,29.3,Insufficient
SIH26017-PRJ-000368,1,10,5,3,28.6,False,4,2,96.7,Delayed
SIH26017-PRJ-000369,4,10,6,4,22.6,False,12,3,70.6,Adequate
SIH26017-PRJ-000370,3,10,6,3,31.9,False,30,2,83.2,Adequate
SIH26017-PRJ-000371,19,10,6,2,44.6,True,7,5,61.7,Insufficient
SIH26017-PRJ-000372,4,5,1,2,29.6,True,8,1,37.8,Insufficient
SIH26017-PRJ-000373,4,10,6,3,29.8,True,8,2,83.5,Adequate
SIH26017-PRJ-000374,5,8,4,3,18.7,True,3,5,99.8,Delayed
SIH26017-PRJ-000375,3,10,6,3,42.1,True,11,5,53.1,Delayed
SIH26017-PRJ-000376,4,2,2,3,18.1,False,7,0,100.0,Delayed
SIH26017-PRJ-000377,12,3,0,2,32.6,False,2,2,49.2,Insufficient
SIH26017-PRJ-000378,12,10,4,2,41.4,True,11,5,92.9,Delayed
SIH26017-PRJ-000379,3,10,5,1,28.9,False,2,3,71.7,Insufficient
SIH26017-PRJ-000380,8,5,2,3,34.2,True,3,0,65.8,Delayed
SIH26017-PRJ-000381,6,10,4,1,43.6,False,18,9,33.1,Insufficient
SIH26017-PRJ-000382,11,10,0,2,30.6,False,5,1,43.8,Insufficient
SIH26017-PRJ-000383,1,2,2,1,31.2,False,5,2,39.7,Delayed
SIH26017-PRJ-000384,1,4,2,2,11.6,True,3,3,100.0,Adequate
SIH26017-PRJ-000385,10,8,1,4,37.3,False,27,2,91.8,Insufficient
SIH26017-PRJ-000386,5,7,5,2,19.8,False,11,1,67.6,Adequate
SIH26017-PRJ-000387,4,7,0,3,35.9,False,7,2,81.4,Adequate
SIH26017-PRJ-000388,10,10,6,2,29.2,False,6,3,88.2,Delayed
SIH26017-PRJ-000389,17,4,3,4,31.1,False,3,3,18.3,Delayed
SIH26017-PRJ-000390,3,6,0,2,36.6,True,8,3,49.7,Delayed
SIH26017-PRJ-000391,5,10,2,2,27.6,True,7,5,34.1,Delayed
SIH26017-PRJ-000392,8,10,4,2,30.6,False,10,0,5.3,Insufficient
SIH26017-PRJ-000393,3,10,2,3,28.8,False,25,5,87.8,Delayed
SIH26017-PRJ-000394,5,10,6,4,32.4,False,16,4,4.8,Insufficient
SIH26017-PRJ-000395,3,10,2,3,22.6,True,8,7,89.7,Delayed
SIH26017-PRJ-000396,4,10,5,2,27.0,False,25,9,81.9,Delayed
SIH26017-PRJ-000397,3,3,1,3,29.8,False,3,0,24.5,Insufficient
SIH26017-PRJ-000398,6,10,1,4,26.4,False,5,1,79.1,Adequate
SIH26017-PRJ-000399,3,3,3,3,36.2,True,10,2,73.9,Delayed
SIH26017-PRJ-000400,10,10,6,4,38.8,False,0,8,85.3,Delayed
SIH26017-PRJ-000401,3,3,1,3,32.8,False,3,1,45.9,Adequate
SIH26017-PRJ-000402,5,8,5,3,38.1,True,15,1,81.0,Insufficient
SIH26017-PRJ-000403,7,1,2,2,29.0,True,3,0,33.0,Insufficient
SIH26017-PRJ-000404,4,10,1,3,38.3,True,10,8,92.2,Adequate
SIH26017-PRJ-000405,3,10,6,2,31.9,True,3,8,87.3,Insufficient
SIH26017-PRJ-000406,11,7,0,2,32.2,True,9,6,81.3,Delayed
SIH26017-PRJ-000407,8,6,6,2,27.9,False,10,6,31.0,Delayed
SIH26017-PRJ-000408,2,10,4,1,31.5,False,3,2,81.1,Insufficient
SIH26017-PRJ-000409,8,4,1,2,28.3,True,8,0,93.5,Delayed
SIH26017-PRJ-000410,5,7,2,1,30.9,False,10,5,86.6,Delayed
SIH26017-PRJ-000411,4,2,1,3,28.6,True,9,5,96.9,Delayed
SIH26017-PRJ-000412,5,10,6,1,15.8,False,12,2,37.3,Adequate
SIH26017-PRJ-000413,1,6,2,2,23.5,True,5,1,99.6,Adequate
SIH26017-PRJ-000414,9,5,2,1,46.4,True,0,1,29.7,Insufficient
SIH26017-PRJ-000415,18,7,3,3,33.6,True,8,4,56.1,Delayed
SIH26017-PRJ-000416,3,6,2,3,33.7,True,7,2,90.9,Adequate
SIH26017-PRJ-000417,3,10,4,2,26.6,True,7,8,37.4,Delayed
SIH26017-PRJ-000418,5,7,2,2,25.6,True,6,2,24.0,Delayed
SIH26017-PRJ-000419,3,10,4,4,32.2,True,3,3,80.1,Adequate
SIH26017-PRJ-000420,5,2,2,3,35.5,False,6,2,71.9,Delayed
SIH26017-PRJ-000421,5,10,3,4,20.7,False,13,2,93.7,Adequate
SIH26017-PRJ-000422,5,0,1,1,40.7,True,1,2,15.9,Insufficient
SIH26017-PRJ-000423,1,3,0,2,24.4,False,1,3,79.5,Delayed
SIH26017-PRJ-000424,6,10,5,3,25.4,False,5,11,69.2,Adequate
SIH26017-PRJ-000425,4,10,6,2,28.5,True,16,2,73.5,Insufficient
SIH26017-PRJ-000426,2,7,2,1,27.0,True,6,4,79.9,Delayed
SIH26017-PRJ-000427,5,7,3,3,38.5,False,11,4,4.9,Delayed
SIH26017-PRJ-000428,7,10,3,2,44.1,False,8,8,67.2,Delayed
SIH26017-PRJ-000429,10,10,2,1,39.1,False,12,5,82.7,Delayed
SIH26017-PRJ-000430,3,10,6,2,34.1,True,10,4,70.1,Insufficient
SIH26017-PRJ-000431,10,9,6,3,30.0,False,0,5,84.0,Delayed
SIH26017-PRJ-000432,6,10,1,3,35.8,False,9,5,64.0,Insufficient
SIH26017-PRJ-000433,4,10,6,1,31.1,True,13,4,87.0,Insufficient
SIH26017-PRJ-000434,10,10,4,1,27.1,True,25,5,22.4,Insufficient
SIH26017-PRJ-000435,4,10,3,2,35.8,False,19,1,84.2,Insufficient
SIH26017-PRJ-000436,4,6,4,1,23.7,True,4,1,78.6,Adequate
SIH26017-PRJ-000437,4,6,1,2,22.7,False,22,6,88.7,Adequate
SIH26017-PRJ-000438,8,10,4,1,41.4,False,5,5,53.8,Insufficient
SIH26017-PRJ-000439,4,5,4,3,32.7,False,9,2,50.8,Insufficient
SIH26017-PRJ-000440,12,10,2,2,43.2,True,12,6,82.3,Delayed
SIH26017-PRJ-000441,6,10,4,1,20.4,False,13,3,67.9,Insufficient
SIH26017-PRJ-000442,4,3,3,4,22.8,False,1,2,76.8,Adequate
SIH26017-PRJ-000443,3,6,6,3,28.5,True,14,6,92.1,Delayed
SIH26017-PRJ-000444,1,1,1,3,16.7,False,6,3,41.0,Delayed
SIH26017-PRJ-000445,6,10,3,1,35.4,False,11,6,72.0,Delayed
SIH26017-PRJ-000446,3,4,3,2,13.4,True,9,3,96.3,Adequate
SIH26017-PRJ-000447,10,10,2,2,36.0,True,5,3,28.9,Insufficient
SIH26017-PRJ-000448,9,2,1,2,30.1,True,8,2,71.4,Delayed
SIH26017-PRJ-000449,4,10,6,3,12.5,False,4,3,84.5,Adequate
SIH26017-PRJ-000450,3,8,1,2,9.7,False,10,3,14.3,Delayed
SIH26017-PRJ-000451,13,10,6,2,37.8,True,27,6,38.3,Insufficient
SIH26017-PRJ-000452,4,1,0,3,29.8,True,0,0,86.4,Delayed
SIH26017-PRJ-000453,3,10,2,3,34.1,True,14,9,79.3,Delayed
SIH26017-PRJ-000454,4,9,5,3,28.9,False,9,8,24.4,Delayed
SIH26017-PRJ-000455,4,9,5,2,32.9,True,25,3,77.0,Delayed
SIH26017-PRJ-000456,4,10,6,2,31.5,True,11,2,90.9,Delayed
SIH26017-PRJ-000457,5,10,3,3,30.1,True,3,3,55.6,Delayed
SIH26017-PRJ-000458,3,10,6,2,29.8,True,30,1,76.3,Insufficient
SIH26017-PRJ-000459,4,0,2,4,33.2,False,1,2,56.1,Delayed
SIH26017-PRJ-000460,3,10,6,3,24.4,True,1,3,84.1,Adequate
SIH26017-PRJ-000461,3,10,2,2,41.5,True,7,1,32.9,Insufficient
SIH26017-PRJ-000462,5,5,2,1,37.5,True,0,3,40.8,Insufficient
SIH26017-PRJ-000463,4,1,2,3,5.5,False,10,1,93.1,Adequate
SIH26017-PRJ-000464,3,9,3,2,24.9,True,17,10,100.0,Adequate
SIH26017-PRJ-000465,11,9,5,1,25.1,False,23,3,18.7,Insufficient
SIH26017-PRJ-000466,4,0,2,3,26.1,True,4,3,62.3,Adequate
SIH26017-PRJ-000467,5,9,1,1,40.4,True,8,4,47.1,Insufficient
SIH26017-PRJ-000468,4,10,5,2,33.5,False,8,7,56.7,Delayed
SIH26017-PRJ-000469,4,2,0,3,24.8,True,3,3,69.4,Adequate
SIH26017-PRJ-000470,7,10,6,4,38.6,True,19,7,47.0,Delayed
SIH26017-PRJ-000471,4,2,1,2,29.7,True,3,1,19.3,Insufficient
SIH26017-PRJ-000472,3,0,3,2,22.6,False,1,1,91.6,Adequate
SIH26017-PRJ-000473,3,10,2,3,22.7,True,3,3,93.5,Adequate
SIH26017-PRJ-000474,5,10,1,3,23.9,True,11,0,97.2,Adequate
SIH26017-PRJ-000475,13,9,6,3,33.1,False,6,4,90.8,Insufficient
SIH26017-PRJ-000476,4,10,4,2,32.1,True,9,3,80.4,Delayed
SIH26017-PRJ-000477,5,10,6,3,33.7,True,10,3,76.4,Delayed
SIH26017-PRJ-000478,5,10,6,2,24.4,True,23,12,32.3,Insufficient
SIH26017-PRJ-000479,4,2,0,2,28.6,True,2,0,65.9,Delayed
SIH26017-PRJ-000480,2,9,6,3,36.6,True,21,5,79.1,Delayed
SIH26017-PRJ-000481,8,10,0,2,24.0,True,14,3,81.4,Delayed
SIH26017-PRJ-000482,6,8,6,3,26.2,False,10,4,66.3,Adequate
SIH26017-PRJ-000483,2,7,4,2,35.1,True,22,2,15.8,Delayed
SIH26017-PRJ-000484,4,10,6,1,22.8,False,17,4,78.3,Delayed
SIH26017-PRJ-000485,4,10,1,3,28.9,False,5,3,83.9,Adequate
SIH26017-PRJ-000486,3,6,2,2,31.4,True,2,1,50.0,Delayed
SIH26017-PRJ-000487,10,10,5,1,30.6,False,8,6,88.1,Delayed
SIH26017-PRJ-000488,4,8,4,3,36.9,True,4,1,66.8,Delayed
SIH26017-PRJ-000489,4,8,2,2,17.3,True,12,4,94.3,Delayed
SIH26017-PRJ-000490,4,10,5,1,26.9,False,13,6,4.9,Insufficient
SIH26017-PRJ-000491,3,3,2,4,28.7,True,3,3,56.0,Delayed
SIH26017-PRJ-000492,4,10,5,1,37.3,True,15,15,13.0,Insufficient
SIH26017-PRJ-000493,3,10,3,4,40.8,False,23,8,90.0,Delayed
SIH26017-PRJ-000494,6,5,0,3,22.9,False,2,1,73.7,Delayed
SIH26017-PRJ-000495,2,10,5,2,46.2,True,10,4,72.2,Insufficient
SIH26017-PRJ-000496,10,10,6,3,31.0,True,19,6,80.4,Adequate
SIH26017-PRJ-000497,7,1,4,3,33.7,False,4,3,64.4,Insufficient
SIH26017-PRJ-000498,4,6,3,3,30.9,True,7,2,81.0,Delayed
SIH26017-PRJ-000499,2,9,6,3,23.9,False,9,5,73.5,Adequate
SIH26017-PRJ-000500,5,4,0,2,22.9,False,3,2,59.3,Delayed
SIH26017-PRJ-000501,4,4,0,2,26.6,True,2,0,95.3,Adequate
SIH26017-PRJ-000502,6,0,1,4,19.4,False,6,2,90.5,Adequate
SIH26017-PRJ-000503,3,6,6,3,17.6,True,6,1,75.6,Adequate
SIH26017-PRJ-000504,4,10,6,2,20.2,True,8,2,65.2,Delayed
SIH26017-PRJ-000505,9,10,3,1,44.5,True,29,11,54.1,Insufficient
SIH26017-PRJ-000506,5,10,6,2,28.1,True,2,9,65.1,Delayed
SIH26017-PRJ-000507,5,7,1,3,29.6,True,2,4,71.4,Delayed
SIH26017-PRJ-000508,4,2,0,3,29.0,True,9,1,68.7,Delayed
SIH26017-PRJ-000509,4,10,1,1,41.7,False,7,5,4.5,Insufficient
SIH26017-PRJ-000510,4,9,2,2,35.7,True,2,4,70.9,Delayed
SIH26017-PRJ-000511,2,10,6,1,29.4,False,7,3,15.9,Insufficient
SIH26017-PRJ-000512,4,5,0,2,37.1,False,4,2,38.3,Delayed
SIH26017-PRJ-000513,6,9,1,1,25.1,True,15,2,80.2,Delayed
SIH26017-PRJ-000514,6,0,2,2,25.6,False,6,0,97.0,Adequate
SIH26017-PRJ-000515,7,7,4,2,34.9,False,0,0,56.5,Delayed
SIH26017-PRJ-000516,13,10,2,2,34.2,False,12,1,53.9,Insufficient
SIH26017-PRJ-000517,5,8,4,3,28.7,True,0,2,91.5,Adequate
SIH26017-PRJ-000518,8,7,2,1,30.6,True,4,0,34.2,Insufficient
SIH26017-PRJ-000519,6,7,5,2,38.0,True,0,3,44.8,Delayed
SIH26017-PRJ-000520,5,10,6,3,32.1,True,15,6,59.1,Delayed
SIH26017-PRJ-000521,3,2,0,4,24.2,False,7,2,5.0,Delayed
SIH26017-PRJ-000522,4,6,4,2,29.3,True,1,2,94.4,Adequate
SIH26017-PRJ-000523,4,10,3,3,28.1,True,7,1,71.9,Delayed
SIH26017-PRJ-000524,6,4,2,2,32.1,False,6,4,32.5,Insufficient
SIH26017-PRJ-000525,3,6,1,1,32.1,False,3,0,92.4,Delayed
SIH26017-PRJ-000526,5,10,3,1,28.3,True,10,6,11.7,Delayed
SIH26017-PRJ-000527,6,8,5,2,27.6,False,7,4,96.7,Delayed
SIH26017-PRJ-000528,19,10,6,2,37.5,True,21,3,67.2,Delayed
SIH26017-PRJ-000529,2,2,1,3,34.9,True,5,1,30.8,Delayed
SIH26017-PRJ-000530,5,10,5,2,36.1,False,10,5,60.8,Delayed
SIH26017-PRJ-000531,8,6,3,3,42.4,True,6,4,68.0,Delayed
SIH26017-PRJ-000532,6,10,4,3,31.5,True,17,15,85.5,Delayed
SIH26017-PRJ-000533,5,9,3,3,22.9,True,11,4,94.2,Insufficient
SIH26017-PRJ-000534,2,4,0,3,36.0,True,4,1,43.0,Delayed
SIH26017-PRJ-000535,2,3,5,3,43.3,True,4,0,19.6,Insufficient
SIH26017-PRJ-000536,7,8,2,1,23.7,False,7,4,71.8,Delayed
SIH26017-PRJ-000537,5,10,6,2,25.4,False,9,2,77.2,Delayed
SIH26017-PRJ-000538,13,4,1,2,36.2,True,5,0,45.1,Insufficient
SIH26017-PRJ-000539,6,10,6,2,26.6,False,19,3,86.2,Insufficient
SIH26017-PRJ-000540,3,8,5,3,26.4,False,16,2,89.8,Delayed
SIH26017-PRJ-000541,4,10,5,2,39.6,False,3,1,92.8,Delayed
SIH26017-PRJ-000542,7,10,6,2,48.7,True,10,3,38.5,Insufficient
SIH26017-PRJ-000543,1,9,1,2,37.6,True,11,4,52.7,Delayed
SIH26017-PRJ-000544,3,7,5,5,28.0,False,6,1,88.2,Adequate
SIH26017-PRJ-000545,10,9,6,1,37.7,True,24,9,60.4,Delayed
SIH26017-PRJ-000546,3,3,0,2,18.7,True,8,5,77.4,Adequate
SIH26017-PRJ-000547,6,10,6,3,37.8,True,2,2,15.0,Insufficient
SIH26017-PRJ-000548,3,6,4,5,19.7,True,9,3,100.0,Adequate
SIH26017-PRJ-000549,13,8,6,1,32.2,True,14,4,57.8,Insufficient
SIH26017-PRJ-000550,3,5,0,4,30.8,True,13,2,25.0,Delayed
SIH26017-PRJ-000551,5,3,1,2,21.6,True,6,2,48.1,Delayed
SIH26017-PRJ-000552,1,1,0,2,17.8,True,4,5,85.5,Adequate
SIH26017-PRJ-000553,3,7,3,3,31.4,False,10,0,69.6,Delayed
SIH26017-PRJ-000554,3,10,6,3,33.9,True,0,3,70.9,Delayed
SIH26017-PRJ-000555,1,3,2,1,25.8,True,1,3,39.6,Insufficient
SIH26017-PRJ-000556,16,6,2,2,27.1,False,8,3,61.7,Delayed
SIH26017-PRJ-000557,11,10,4,3,23.9,True,8,5,4.8,Insufficient
SIH26017-PRJ-000558,6,10,6,2,22.4,False,9,3,80.4,Adequate
SIH26017-PRJ-000559,14,4,1,4,32.6,False,3,0,36.0,Delayed
SIH26017-PRJ-000560,4,10,4,3,32.3,True,25,9,55.7,Delayed
SIH26017-PRJ-000561,6,1,0,1,37.9,False,2,5,26.9,Insufficient
SIH26017-PRJ-000562,13,10,2,3,37.6,True,1,0,4.6,Insufficient
SIH26017-PRJ-000563,13,9,0,1,32.4,False,6,3,4.4,Insufficient
SIH26017-PRJ-000564,7,10,0,3,26.5,True,17,6,14.3,Delayed
SIH26017-PRJ-000565,5,9,5,1,33.2,True,32,7,83.1,Delayed
SIH26017-PRJ-000566,8,10,4,3,27.6,True,23,5,75.7,Delayed
SIH26017-PRJ-000567,2,10,4,2,33.5,True,12,6,59.1,Delayed
SIH26017-PRJ-000568,9,5,3,1,31.6,False,8,6,39.6,Insufficient
SIH26017-PRJ-000569,9,8,3,2,34.6,True,13,2,64.1,Delayed
SIH26017-PRJ-000570,14,6,0,2,36.2,False,12,3,17.8,Insufficient
SIH26017-PRJ-000571,9,10,6,3,29.3,False,12,4,91.8,Delayed
SIH26017-PRJ-000572,3,2,2,3,19.8,False,6,0,39.7,Delayed
SIH26017-PRJ-000573,2,6,5,4,13.8,True,17,0,87.1,Adequate
SIH26017-PRJ-000574,3,9,4,4,21.6,True,5,7,95.6,Delayed
SIH26017-PRJ-000575,4,2,3,3,31.0,True,2,0,17.1,Adequate
SIH26017-PRJ-000576,4,10,5,3,16.8,False,0,2,100.0,Delayed
SIH26017-PRJ-000577,3,10,6,2,29.2,False,28,4,77.1,Delayed
SIH26017-PRJ-000578,2,8,5,1,16.0,False,8,3,81.6,Adequate
SIH26017-PRJ-000579,3,7,4,2,22.3,True,17,11,67.8,Delayed
SIH26017-PRJ-000580,2,4,1,2,28.8,False,2,1,23.6,Insufficient
SIH26017-PRJ-000581,4,2,3,5,7.1,True,3,0,96.0,Adequate
SIH26017-PRJ-000582,7,10,0,4,27.2,True,15,4,60.7,Adequate
SIH26017-PRJ-000583,2,10,2,1,22.3,True,9,8,87.3,Adequate
SIH26017-PRJ-000584,5,6,1,2,36.2,True,2,4,91.7,Adequate
SIH26017-PRJ-000585,4,10,6,2,39.4,False,27,8,62.0,Insufficient
SIH26017-PRJ-000586,3,2,1,1,32.3,False,6,2,69.6,Delayed
SIH26017-PRJ-000587,5,8,1,3,28.3,True,12,1,81.7,Delayed
SIH26017-PRJ-000588,1,3,4,2,35.6,True,6,5,31.1,Insufficient
SIH26017-PRJ-000589,11,2,2,2,33.7,False,9,1,5.9,Insufficient
SIH26017-PRJ-000590,3,7,6,1,46.4,True,20,1,63.5,Delayed
SIH26017-PRJ-000591,4,8,2,1,31.3,False,11,5,17.6,Insufficient
SIH26017-PRJ-000592,9,4,0,2,30.4,False,0,2,48.6,Delayed
SIH26017-PRJ-000593,3,9,0,2,15.6,True,6,2,83.6,Adequate
SIH26017-PRJ-000594,12,10,3,1,35.9,False,14,4,93.5,Delayed
SIH26017-PRJ-000595,4,7,1,3,19.5,False,9,2,88.7,Delayed
SIH26017-PRJ-000596,4,7,2,3,43.9,True,18,1,75.9,Insufficient
SIH26017-PRJ-000597,4,7,2,3,31.8,True,15,1,79.9,Delayed
SIH26017-PRJ-000598,3,10,2,2,35.1,True,0,2,85.1,Adequate
SIH26017-PRJ-000599,5,10,4,3,33.6,False,5,10,82.0,Delayed
SIH26017-PRJ-000600,4,1,2,2,26.8,True,6,2,63.6,Adequate
