project_id,stage_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,status,percent_complete,delay_days,stage_owner_department
SIH26017-PRJ-000084,5,Final Declaration (Sec 19),2021-06-29,2021-09-08,2021-06-29,2021-12-16,Completed,100.0,99.0,Revenue Dept
SIH26017-PRJ-000084,6,Award Declaration (Sec 23),2021-12-21,2022-03-22,2021-12-21,2022-04-22,Completed,100.0,31.0,District Collectorate
SIH26017-PRJ-000084,7,Compensation Disbursement,2022-04-24,2022-10-03,2022-04-24,2024-03-04,Completed,100.0,518.0,LA Branch
SIH26017-PRJ-000084,8,Possession,2024-03-11,2024-06-05,2024-03-11,2024-11-08,Completed,100.0,156.0,Implementing Agency
SIH26017-PRJ-000084,9,Mutation & Handover,2024-11-13,2025-01-09,2024-11-13,2025-04-14,Completed,100.0,95.0,District Collectorate
SIH26017-PRJ-000085,1,Preliminary Notification (Sec 11),2023-10-01,2023-11-30,2023-10-01,2023-11-03,Completed,100.0,-27.0,LA Branch
SIH26017-PRJ-000085,2,Social Impact Assessment (SIA),2023-11-07,2024-04-02,2023-11-07,2024-05-18,Completed,100.0,46.0,District Collectorate
SIH26017-PRJ-000085,3,Survey & Measurement,2024-05-27,2024-08-25,2024-05-27,2024-08-26,Completed,100.0,1.0,Revenue Dept
SIH26017-PRJ-000085,4,Draft Declaration,2024-08-30,2024-10-31,2024-08-30,2024-12-14,Completed,100.0,44.0,Implementing Agency
SIH26017-PRJ-000085,5,Final Declaration (Sec 19),2024-12-20,2025-03-06,2024-12-20,2025-03-22,Completed,100.0,16.0,LA Branch
SIH26017-PRJ-000085,6,Award Declaration (Sec 23),2025-03-27,2025-07-24,2025-03-27,2025-07-23,Completed,100.0,-1.0,Implementing Agency
SIH26017-PRJ-000085,7,Compensation Disbursement,2025-07-26,2026-01-24,2025-07-26,2026-02-10,Completed,100.0,17.0,District Collectorate
SIH26017-PRJ-000085,8,Possession,2026-02-13,2026-04-23,2026-02-13,2026-05-01,Completed,100.0,8.0,Revenue Dept
SIH26017-PRJ-000085,9,Mutation & Handover,2026-05-08,2026-07-12,2026-05-08,2026-07-19,Completed,100.0,7.0,District Collectorate
SIH26017-PRJ-000086,1,Preliminary Notification (Sec 11),2023-02-19,2023-04-14,2023-02-19,2023-05-11,Completed,100.0,27.0,District Collectorate
SIH26017-PRJ-000086,2,Social Impact Assessment (SIA),2023-05-15,2023-08-25,2023-05-15,2023-08-17,Completed,100.0,-8.0,Revenue Dept
SIH26017-PRJ-000086,3,Survey & Measurement,2023-08-22,2023-11-03,2023-08-22,2023-10-30,Completed,100.0,-4.0,District Collectorate
SIH26017-PRJ-000086,4,Draft Declaration,2023-11-04,2024-01-01,2023-11-04,2023-12-13,Completed,100.0,-19.0,LA Branch
SIH26017-PRJ-000086,5,Final Declaration (Sec 19),2023-12-14,2024-03-01,2023-12-14,2024-03-29,Completed,100.0,28.0,District Collectorate
SIH26017-PRJ-000086,6,Award Declaration (Sec 23),2024-04-05,2024-07-17,2024-04-05,2024-09-08,Completed,100.0,53.0,Revenue Dept
SIH26017-PRJ-000086,7,Compensation Disbursement,2024-09-13,2025-02-13,2024-09-13,2024-11-29,Completed,100.0,-76.0,Implementing Agency
SIH26017-PRJ-000086,8,Possession,2024-12-02,2025-02-18,2024-12-02,2025-04-10,Completed,100.0,51.0,District Collectorate
SIH26017-PRJ-000086,9,Mutation & Handover,2025-04-14,2025-06-08,2025-04-14,2025-06-20,Completed,100.0,12.0,Implementing Agency
SIH26017-PRJ-000087,1,Preliminary Notification (Sec 11),2018-08-06,2018-10-08,2018-08-06,2018-09-30,Completed,100.0,-8.0,Implementing Agency
SIH26017-PRJ-000087,2,Social Impact Assessment (SIA),2018-10-07,2019-01-27,2018-10-07,2020-05-12,Completed,100.0,471.0,Implementing Agency
SIH26017-PRJ-000087,3,Survey & Measurement,2020-05-17,2020-08-11,2020-05-17,2021-04-14,Completed,100.0,246.0,LA Branch
SIH26017-PRJ-000087,4,Draft Declaration,2021-04-20,2021-06-23,2021-04-20,2021-11-28,Completed,100.0,158.0,LA Branch
SIH26017-PRJ-000087,5,Final Declaration (Sec 19),2021-11-29,2022-02-19,2021-11-29,2023-06-17,Completed,100.0,483.0,LA Branch
SIH26017-PRJ-000087,6,Award Declaration (Sec 23),2023-06-23,2023-09-27,2023-06-23,2024-06-11,Completed,100.0,258.0,LA Branch
SIH26017-PRJ-000087,7,Compensation Disbursement,2024-06-15,2024-11-07,2024-06-15,2024-12-17,Completed,100.0,40.0,District Collectorate
SIH26017-PRJ-000087,8,Possession,2024-12-18,2025-03-07,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000087,9,Mutation & Handover,2024-12-18,2025-02-17,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000088,1,Preliminary Notification (Sec 11),2019-11-05,2019-12-25,2019-11-05,2020-01-07,Completed,100.0,13.0,District Collectorate
SIH26017-PRJ-000088,2,Social Impact Assessment (SIA),2020-01-12,2020-04-23,2020-01-12,2020-03-17,Completed,100.0,-37.0,Implementing Agency
SIH26017-PRJ-000088,3,Survey & Measurement,2020-03-19,2020-05-17,2020-03-19,2020-07-06,Completed,100.0,50.0,District Collectorate
SIH26017-PRJ-000088,4,Draft Declaration,2020-07-14,2020-09-06,2020-07-14,2020-09-27,Completed,100.0,21.0,LA Branch
SIH26017-PRJ-000088,5,Final Declaration (Sec 19),2020-10-02,2020-12-03,2020-10-02,2021-02-18,Completed,100.0,77.0,LA Branch
SIH26017-PRJ-000088,6,Award Declaration (Sec 23),2021-02-20,2021-05-14,2021-02-20,2021-08-01,Completed,100.0,79.0,LA Branch
SIH26017-PRJ-000088,7,Compensation Disbursement,2021-08-04,2021-12-24,2021-08-04,2023-03-14,Completed,100.0,445.0,District Collectorate
SIH26017-PRJ-000088,8,Possession,2023-03-18,2023-05-28,2023-03-18,2023-08-29,Completed,100.0,93.0,Revenue Dept
SIH26017-PRJ-000088,9,Mutation & Handover,2023-08-30,2023-10-23,2023-08-30,2023-12-15,Completed,100.0,53.0,District Collectorate
SIH26017-PRJ-000089,1,Preliminary Notification (Sec 11),2015-07-20,2015-09-23,2015-07-20,2015-10-09,Completed,100.0,16.0,Implementing Agency
SIH26017-PRJ-000089,2,Social Impact Assessment (SIA),2015-10-13,2016-02-10,2015-10-13,2016-09-07,Completed,100.0,210.0,District Collectorate
SIH26017-PRJ-000089,3,Survey & Measurement,2016-09-09,2016-12-05,2016-09-09,2017-08-11,Completed,100.0,249.0,Revenue Dept
SIH26017-PRJ-000089,4,Draft Declaration,2017-08-17,2017-10-23,2017-08-17,2018-10-20,Completed,100.0,362.0,District Collectorate
SIH26017-PRJ-000089,5,Final Declaration (Sec 19),2018-10-25,2019-01-07,2018-10-25,2019-11-12,Completed,100.0,309.0,LA Branch
SIH26017-PRJ-000089,6,Award Declaration (Sec 23),2019-11-15,2020-03-17,2019-11-15,2021-04-06,Completed,100.0,385.0,District Collectorate
SIH26017-PRJ-000089,7,Compensation Disbursement,2021-04-12,2021-09-30,2021-04-12,2024-03-12,Completed,100.0,894.0,Revenue Dept
SIH26017-PRJ-000089,8,Possession,2024-03-13,2024-06-06,2024-03-13,2025-02-21,Completed,100.0,260.0,Revenue Dept
SIH26017-PRJ-000089,9,Mutation & Handover,2025-02-28,2025-04-26,2025-02-28,2025-12-28,Completed,100.0,246.0,Revenue Dept
SIH26017-PRJ-000090,1,Preliminary Notification (Sec 11),2023-04-09,2023-05-27,2023-04-09,2023-05-16,Completed,100.0,-11.0,District Collectorate
SIH26017-PRJ-000090,2,Social Impact Assessment (SIA),2023-05-20,2023-08-30,2023-05-20,2023-08-09,Completed,100.0,-21.0,District Collectorate
SIH26017-PRJ-000090,3,Survey & Measurement,2023-08-15,2023-10-23,2023-08-15,2023-09-27,Completed,100.0,-26.0,LA Branch
SIH26017-PRJ-000090,4,Draft Declaration,2023-09-29,2023-11-17,2023-09-29,2023-10-23,Completed,100.0,-25.0,District Collectorate
SIH26017-PRJ-000090,5,Final Declaration (Sec 19),2023-10-28,2023-12-27,2023-10-28,2023-11-27,Completed,100.0,-30.0,Revenue Dept
SIH26017-PRJ-000090,6,Award Declaration (Sec 23),2023-11-30,2024-03-02,2023-11-30,2024-01-15,Completed,100.0,-47.0,Implementing Agency
SIH26017-PRJ-000090,7,Compensation Disbursement,2024-01-19,2024-05-31,2024-01-19,2024-03-26,Completed,100.0,-66.0,District Collectorate
SIH26017-PRJ-000090,8,Possession,2024-04-01,2024-06-08,2024-04-01,2024-05-28,Completed,100.0,-11.0,LA Branch
SIH26017-PRJ-000090,9,Mutation & Handover,2024-05-30,2024-07-21,2024-05-30,2024-07-24,Completed,100.0,3.0,Implementing Agency
SIH26017-PRJ-000091,1,Preliminary Notification (Sec 11),2022-05-21,2022-07-16,2022-05-21,2022-08-07,Completed,100.0,22.0,District Collectorate
SIH26017-PRJ-000091,2,Social Impact Assessment (SIA),2022-08-12,2022-12-06,2022-08-12,2023-04-07,Completed,100.0,122.0,Implementing Agency
SIH26017-PRJ-000091,3,Survey & Measurement,2023-04-09,2023-06-14,2023-04-09,2023-08-22,Completed,100.0,69.0,District Collectorate
SIH26017-PRJ-000091,4,Draft Declaration,2023-08-23,2023-10-24,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000091,5,Final Declaration (Sec 19),2023-08-23,2023-11-02,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000091,6,Award Declaration (Sec 23),2023-08-23,2023-12-04,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000091,7,Compensation Disbursement,2023-08-23,2024-01-14,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000091,8,Possession,2023-08-23,2023-11-03,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000091,9,Mutation & Handover,2023-08-23,2023-10-11,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000092,1,Preliminary Notification (Sec 11),2022-08-16,2022-10-13,2022-08-16,2022-09-20,Completed,100.0,-23.0,District Collectorate
SIH26017-PRJ-000092,2,Social Impact Assessment (SIA),2022-09-22,2023-01-01,2022-09-22,2022-12-31,Completed,100.0,-1.0,Implementing Agency
SIH26017-PRJ-000092,3,Survey & Measurement,2023-01-04,2023-03-23,2023-01-04,2023-02-20,Completed,100.0,-31.0,Revenue Dept
SIH26017-PRJ-000092,4,Draft Declaration,2023-02-23,2023-04-19,2023-02-23,2023-04-13,Completed,100.0,-6.0,Implementing Agency
SIH26017-PRJ-000092,5,Final Declaration (Sec 19),2023-04-16,2023-06-27,2023-04-16,2023-05-27,Completed,100.0,-31.0,Implementing Agency
SIH26017-PRJ-000092,6,Award Declaration (Sec 23),2023-05-29,2023-08-20,2023-05-29,2023-08-06,Completed,100.0,-14.0,District Collectorate
SIH26017-PRJ-000092,7,Compensation Disbursement,2023-08-13,2023-12-17,2023-08-13,2023-10-21,Completed,100.0,-57.0,District Collectorate
SIH26017-PRJ-000092,8,Possession,2023-10-27,2024-01-03,2023-10-27,2023-11-30,Completed,100.0,-34.0,District Collectorate
SIH26017-PRJ-000092,9,Mutation & Handover,2023-12-05,2024-01-26,2023-12-05,2024-01-02,Completed,100.0,-24.0,Revenue Dept
SIH26017-PRJ-000093,1,Preliminary Notification (Sec 11),2022-02-07,2022-04-25,2022-02-07,2022-11-19,Completed,100.0,208.0,LA Branch
SIH26017-PRJ-000093,2,Social Impact Assessment (SIA),2022-11-22,2023-03-28,2022-11-22,2024-05-02,Completed,100.0,401.0,LA Branch
SIH26017-PRJ-000093,3,Survey & Measurement,2024-05-06,2024-08-08,2024-05-06,2025-05-29,Completed,100.0,294.0,LA Branch
SIH26017-PRJ-000093,4,Draft Declaration,2025-06-03,2025-08-05,2025-06-03,2026-01-19,Completed,100.0,167.0,LA Branch
SIH26017-PRJ-000093,5,Final Declaration (Sec 19),2026-01-24,2026-04-25,2026-01-24,,In Progress,100.0,,Implementing Agency
SIH26017-PRJ-000093,6,Award Declaration (Sec 23),2027-06-03,2027-09-13,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000093,7,Compensation Disbursement,2028-01-11,2028-07-01,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000093,8,Possession,2029-05-02,2029-08-01,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000093,9,Mutation & Handover,2030-02-21,2030-05-05,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000094,1,Preliminary Notification (Sec 11),2022-01-12,2022-03-25,2022-01-12,2022-07-29,Completed,100.0,126.0,Revenue Dept
SIH26017-PRJ-000094,2,Social Impact Assessment (SIA),2022-08-04,2022-12-09,2022-08-04,2023-10-15,Completed,100.0,310.0,Revenue Dept
SIH26017-PRJ-000094,3,Survey & Measurement,2023-10-17,2024-01-03,2023-10-17,2024-07-22,Completed,100.0,201.0,Implementing Agency
SIH26017-PRJ-000094,4,Draft Declaration,2024-07-27,2024-09-25,2024-07-27,2025-03-19,Completed,100.0,175.0,LA Branch
SIH26017-PRJ-000094,5,Final Declaration (Sec 19),2025-03-26,2025-06-25,2025-03-26,2026-06-07,Completed,100.0,347.0,Revenue Dept
SIH26017-PRJ-000094,6,Award Declaration (Sec 23),2026-06-12,2026-09-26,2026-06-12,,In Progress,60.4,,Revenue Dept
SIH26017-PRJ-000094,7,Compensation Disbursement,2027-09-20,2028-04-01,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000094,8,Possession,2031-12-17,2032-03-16,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000094,9,Mutation & Handover,2033-07-23,2033-09-23,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000095,1,Preliminary Notification (Sec 11),2017-04-27,2017-06-23,2017-04-27,2017-09-24,Completed,100.0,93.0,Implementing Agency
SIH26017-PRJ-000095,2,Social Impact Assessment (SIA),2017-09-29,2018-01-06,2017-09-29,2019-11-27,Completed,100.0,690.0,LA Branch
SIH26017-PRJ-000095,3,Survey & Measurement,2019-12-01,2020-02-09,2019-12-01,2021-06-13,Completed,100.0,490.0,District Collectorate
SIH26017-PRJ-000095,4,Draft Declaration,2021-06-19,2021-08-20,2021-06-19,2022-08-29,Completed,100.0,374.0,District Collectorate
SIH26017-PRJ-000095,5,Final Declaration (Sec 19),2022-08-31,2022-11-14,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000095,6,Award Declaration (Sec 23),2022-08-31,2022-12-12,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000095,7,Compensation Disbursement,2022-08-31,2023-01-31,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000095,8,Possession,2022-08-31,2022-11-10,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000095,9,Mutation & Handover,2022-08-31,2022-10-26,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000096,1,Preliminary Notification (Sec 11),2017-09-20,2017-11-04,2017-09-20,2017-11-10,Completed,100.0,6.0,LA Branch
SIH26017-PRJ-000096,2,Social Impact Assessment (SIA),2017-11-19,2018-04-05,2017-11-19,2018-05-26,Completed,100.0,51.0,District Collectorate
SIH26017-PRJ-000096,3,Survey & Measurement,2018-05-27,2018-08-06,2018-05-27,2018-08-21,Completed,100.0,15.0,District Collectorate
SIH26017-PRJ-000096,4,Draft Declaration,2018-08-25,2018-10-25,2018-08-25,2018-10-29,Completed,100.0,4.0,District Collectorate
SIH26017-PRJ-000096,5,Final Declaration (Sec 19),2018-11-02,2019-01-14,2018-11-02,2018-12-11,Completed,100.0,-34.0,Revenue Dept
SIH26017-PRJ-000096,6,Award Declaration (Sec 23),2018-12-16,2019-03-23,2018-12-16,2019-03-24,Completed,100.0,1.0,LA Branch
SIH26017-PRJ-000096,7,Compensation Disbursement,2019-03-26,2019-09-23,2019-03-26,2020-03-11,Completed,100.0,170.0,District Collectorate
SIH26017-PRJ-000096,8,Possession,2020-03-17,2020-05-30,2020-03-17,2020-08-26,Completed,100.0,88.0,District Collectorate
SIH26017-PRJ-000096,9,Mutation & Handover,2020-08-30,2020-10-31,2020-08-30,2021-01-23,Completed,100.0,84.0,District Collectorate
SIH26017-PRJ-000097,1,Preliminary Notification (Sec 11),2024-04-12,2024-06-14,2024-04-12,2024-08-14,Completed,100.0,61.0,District Collectorate
SIH26017-PRJ-000097,2,Social Impact Assessment (SIA),2024-08-18,2024-12-12,2024-08-18,2026-04-28,Completed,100.0,502.0,LA Branch
SIH26017-PRJ-000097,3,Survey & Measurement,2026-04-30,2026-07-25,2026-04-30,,In Progress,100.0,,LA Branch
SIH26017-PRJ-000097,4,Draft Declaration,2027-09-13,2027-11-11,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000097,5,Final Declaration (Sec 19),2028-05-19,2028-07-27,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000097,6,Award Declaration (Sec 23),2029-02-07,2029-05-24,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000097,7,Compensation Disbursement,2030-01-22,2030-07-14,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000097,8,Possession,2031-07-21,2031-10-07,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000097,9,Mutation & Handover,2032-02-22,2032-04-21,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000098,1,Preliminary Notification (Sec 11),2022-06-29,2022-08-28,2022-06-29,2022-09-08,Completed,100.0,11.0,LA Branch
SIH26017-PRJ-000098,2,Social Impact Assessment (SIA),2022-09-09,2022-12-27,2022-09-09,2023-01-15,Completed,100.0,19.0,District Collectorate
SIH26017-PRJ-000098,3,Survey & Measurement,2023-01-19,2023-03-27,2023-01-19,2023-07-03,Completed,100.0,98.0,Implementing Agency
SIH26017-PRJ-000098,4,Draft Declaration,2023-07-11,2023-09-03,2023-07-11,2023-09-17,Completed,100.0,14.0,Implementing Agency
SIH26017-PRJ-000098,5,Final Declaration (Sec 19),2023-09-22,2023-12-14,2023-09-22,2024-01-24,Completed,100.0,41.0,Implementing Agency
SIH26017-PRJ-000098,6,Award Declaration (Sec 23),2024-01-29,2024-05-03,2024-01-29,2025-01-17,Completed,100.0,259.0,LA Branch
SIH26017-PRJ-000098,7,Compensation Disbursement,2025-01-21,2025-06-23,2025-01-21,2025-11-14,Completed,100.0,144.0,Revenue Dept
SIH26017-PRJ-000098,8,Possession,2025-11-19,2026-02-04,2025-11-19,2026-02-12,Completed,100.0,8.0,Revenue Dept
SIH26017-PRJ-000098,9,Mutation & Handover,2026-02-15,2026-04-08,2026-02-15,2026-04-27,Completed,100.0,19.0,Implementing Agency
SIH26017-PRJ-000099,1,Preliminary Notification (Sec 11),2019-09-07,2019-11-05,2019-09-07,2020-01-01,Completed,100.0,57.0,LA Branch
SIH26017-PRJ-000099,2,Social Impact Assessment (SIA),2020-01-08,2020-05-04,2020-01-08,2020-05-06,Completed,100.0,2.0,LA Branch
SIH26017-PRJ-000099,3,Survey & Measurement,2020-05-10,2020-07-25,2020-05-10,2020-08-12,Completed,100.0,18.0,Revenue Dept
SIH26017-PRJ-000099,4,Draft Declaration,2020-08-16,2020-10-13,2020-08-16,2020-11-08,Completed,100.0,26.0,LA Branch
SIH26017-PRJ-000099,5,Final Declaration (Sec 19),2020-11-12,2021-01-19,2020-11-12,2021-01-09,Completed,100.0,-10.0,District Collectorate
SIH26017-PRJ-000099,6,Award Declaration (Sec 23),2021-01-14,2021-04-19,2021-01-14,2021-03-23,Completed,100.0,-27.0,Revenue Dept
SIH26017-PRJ-000099,7,Compensation Disbursement,2021-03-27,2021-08-09,2021-03-27,2021-07-08,Completed,100.0,-32.0,District Collectorate
SIH26017-PRJ-000099,8,Possession,2021-07-11,2021-09-22,2021-07-11,2021-08-28,Completed,100.0,-25.0,Revenue Dept
SIH26017-PRJ-000099,9,Mutation & Handover,2021-09-01,2021-10-27,2021-09-01,2021-09-29,Completed,100.0,-28.0,LA Branch
SIH26017-PRJ-000100,1,Preliminary Notification (Sec 11),2022-04-22,2022-06-11,2022-04-22,2022-06-16,Completed,100.0,5.0,LA Branch
SIH26017-PRJ-000100,2,Social Impact Assessment (SIA),2022-06-20,2022-10-10,2022-06-20,2023-03-08,Completed,100.0,149.0,District Collectorate
SIH26017-PRJ-000100,3,Survey & Measurement,2023-03-14,2023-05-31,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000100,4,Draft Declaration,2023-03-14,2023-05-10,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000100,5,Final Declaration (Sec 19),2023-03-14,2023-06-07,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000100,6,Award Declaration (Sec 23),2023-03-14,2023-06-11,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000100,7,Compensation Disbursement,2023-03-14,2023-07-25,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000100,8,Possession,2023-03-14,2023-05-17,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000100,9,Mutation & Handover,2023-03-14,2023-05-15,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000101,1,Preliminary Notification (Sec 11),2017-12-11,2018-02-12,2017-12-11,2018-01-28,Completed,100.0,-15.0,LA Branch
SIH26017-PRJ-000101,2,Social Impact Assessment (SIA),2018-01-30,2018-05-13,2018-01-30,2018-06-25,Completed,100.0,43.0,District Collectorate
SIH26017-PRJ-000101,3,Survey & Measurement,2018-06-29,2018-09-05,2018-06-29,2018-12-10,Completed,100.0,96.0,LA Branch
SIH26017-PRJ-000101,4,Draft Declaration,2018-12-16,2019-02-14,2018-12-16,2019-02-01,Completed,100.0,-13.0,District Collectorate
SIH26017-PRJ-000101,5,Final Declaration (Sec 19),2019-02-03,2019-04-19,2019-02-03,2019-04-23,Completed,100.0,4.0,LA Branch
SIH26017-PRJ-000101,6,Award Declaration (Sec 23),2019-04-25,2019-08-01,2019-04-25,2019-10-19,Completed,100.0,79.0,District Collectorate
SIH26017-PRJ-000101,7,Compensation Disbursement,2019-10-22,2020-03-17,2019-10-22,2020-06-22,Completed,100.0,97.0,Implementing Agency
SIH26017-PRJ-000101,8,Possession,2020-06-23,2020-08-25,2020-06-23,2021-03-15,Completed,100.0,202.0,District Collectorate
SIH26017-PRJ-000101,9,Mutation & Handover,2021-03-16,2021-05-04,2021-03-16,2022-02-07,Completed,100.0,279.0,LA Branch
SIH26017-PRJ-000102,1,Preliminary Notification (Sec 11),2021-05-20,2021-07-20,2021-05-20,2021-11-03,Completed,100.0,106.0,LA Branch
SIH26017-PRJ-000102,2,Social Impact Assessment (SIA),2021-11-07,2022-03-17,2021-11-07,2022-11-24,Completed,100.0,252.0,LA Branch
SIH26017-PRJ-000102,3,Survey & Measurement,2022-11-25,2023-02-14,2022-11-25,2023-08-24,Completed,100.0,191.0,District Collectorate
SIH26017-PRJ-000102,4,Draft Declaration,2023-08-25,2023-11-01,2023-08-25,2024-02-21,Completed,100.0,112.0,LA Branch
SIH26017-PRJ-000102,5,Final Declaration (Sec 19),2024-02-23,2024-05-29,2024-02-23,2024-09-15,Completed,100.0,109.0,Implementing Agency
SIH26017-PRJ-000102,6,Award Declaration (Sec 23),2024-09-19,2025-01-22,2024-09-19,2025-04-16,Completed,100.0,84.0,District Collectorate
SIH26017-PRJ-000102,7,Compensation Disbursement,2025-04-23,2025-09-28,2025-04-23,2026-07-14,Completed,100.0,289.0,Implementing Agency
SIH26017-PRJ-000102,8,Possession,2026-07-16,2026-10-18,2026-07-16,,In Progress,31.9,,Revenue Dept
SIH26017-PRJ-000102,9,Mutation & Handover,2027-08-02,2027-10-09,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000103,1,Preliminary Notification (Sec 11),2016-12-20,2017-02-12,2016-12-20,2017-01-31,Completed,100.0,-12.0,LA Branch
SIH26017-PRJ-000103,2,Social Impact Assessment (SIA),2017-02-02,2017-05-20,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000103,3,Survey & Measurement,2017-02-02,2017-04-22,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000103,4,Draft Declaration,2017-02-02,2017-03-29,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000103,5,Final Declaration (Sec 19),2017-02-02,2017-04-09,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000103,6,Award Declaration (Sec 23),2017-02-02,2017-05-04,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000103,7,Compensation Disbursement,2017-02-02,2017-06-23,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000103,8,Possession,2017-02-02,2017-04-19,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000103,9,Mutation & Handover,2017-02-02,2017-03-24,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000104,1,Preliminary Notification (Sec 11),2023-11-26,2024-01-27,2023-11-26,2024-01-03,Completed,100.0,-24.0,District Collectorate
SIH26017-PRJ-000104,2,Social Impact Assessment (SIA),2024-01-11,2024-05-17,2024-01-11,2024-03-19,Completed,100.0,-59.0,Implementing Agency
SIH26017-PRJ-000104,3,Survey & Measurement,2024-03-21,2024-06-18,2024-03-21,2024-07-17,Completed,100.0,29.0,LA Branch
SIH26017-PRJ-000104,4,Draft Declaration,2024-07-23,2024-09-27,2024-07-23,2024-11-02,Completed,100.0,36.0,District Collectorate
SIH26017-PRJ-000104,5,Final Declaration (Sec 19),2024-11-04,2025-01-29,2024-11-04,2025-01-17,Completed,100.0,-12.0,Implementing Agency
SIH26017-PRJ-000104,6,Award Declaration (Sec 23),2025-01-18,2025-05-06,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000104,7,Compensation Disbursement,2025-01-18,2025-06-28,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000104,8,Possession,2025-01-18,2025-04-08,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000104,9,Mutation & Handover,2025-01-18,2025-03-13,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000105,1,Preliminary Notification (Sec 11),2022-08-06,2022-09-27,2022-08-06,2022-09-11,Completed,100.0,-16.0,Revenue Dept
SIH26017-PRJ-000105,2,Social Impact Assessment (SIA),2022-09-14,2022-12-22,2022-09-14,2023-06-02,Completed,100.0,162.0,Revenue Dept
SIH26017-PRJ-000105,3,Survey & Measurement,2023-06-07,2023-08-23,2023-06-07,2024-03-06,Completed,100.0,196.0,District Collectorate
SIH26017-PRJ-000105,4,Draft Declaration,2024-03-14,2024-05-02,2024-03-14,2024-09-21,Completed,100.0,142.0,Revenue Dept
SIH26017-PRJ-000105,5,Final Declaration (Sec 19),2024-09-25,2024-12-04,2024-09-25,2025-04-03,Completed,100.0,120.0,LA Branch
SIH26017-PRJ-000105,6,Award Declaration (Sec 23),2025-04-10,2025-06-28,2025-04-10,2025-12-08,Completed,100.0,163.0,Implementing Agency
SIH26017-PRJ-000105,7,Compensation Disbursement,2025-12-09,2026-04-17,2025-12-09,,In Progress,100.0,,Implementing Agency
SIH26017-PRJ-000105,8,Possession,2027-03-08,2027-05-16,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000105,9,Mutation & Handover,2028-07-21,2028-09-13,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000106,1,Preliminary Notification (Sec 11),2015-11-03,2015-12-26,2015-11-03,2016-02-10,Completed,100.0,46.0,District Collectorate
SIH26017-PRJ-000106,2,Social Impact Assessment (SIA),2016-02-11,2016-06-02,2016-02-11,2017-11-25,Completed,100.0,541.0,District Collectorate
SIH26017-PRJ-000106,3,Survey & Measurement,2017-11-28,2018-02-09,2017-11-28,2018-10-23,Completed,100.0,256.0,Implementing Agency
SIH26017-PRJ-000106,4,Draft Declaration,2018-10-27,2018-12-15,2018-10-27,2019-03-09,Completed,100.0,84.0,District Collectorate
