project_id,approval_type,required_flag,applied_date,approved_date,status,approving_authority,days_taken,is_critical_path_approval
SIH26017-PRJ-000132,Environmental Clearance,True,2017-05-05,2018-02-03,Approved,State Environment Dept / MoEFCC,274.0,True
SIH26017-PRJ-000133,SIA Approval,True,2018-01-09,2018-03-12,Approved,District Collector,62.0,True
SIH26017-PRJ-000133,State Govt Approval,True,2018-03-07,2018-06-14,Approved,State Government,99.0,True
SIH26017-PRJ-000133,District Collector Approval,True,2018-01-25,2018-03-01,Approved,District Collector,35.0,False
SIH26017-PRJ-000133,Environmental Clearance,True,2018-05-28,2019-09-02,Approved,State Environment Dept / MoEFCC,462.0,True
SIH26017-PRJ-000134,SIA Approval,True,2019-07-29,2020-03-19,Approved,District Collector,234.0,True
SIH26017-PRJ-000134,State Govt Approval,True,2019-07-08,2019-10-09,Approved,State Government,93.0,True
SIH26017-PRJ-000134,District Collector Approval,True,2019-06-30,2019-08-04,Approved,District Collector,35.0,False
SIH26017-PRJ-000134,Environmental Clearance,True,2019-08-31,,Rejected,State Environment Dept / MoEFCC,,True
SIH26017-PRJ-000135,SIA Approval,True,2024-07-04,2024-09-24,Approved,District Collector,82.0,True
SIH26017-PRJ-000135,State Govt Approval,True,2024-08-03,2024-10-19,Approved,State Government,77.0,True
SIH26017-PRJ-000135,District Collector Approval,True,2024-07-03,2024-08-14,Approved,District Collector,42.0,False
SIH26017-PRJ-000135,Environmental Clearance,True,2024-08-23,2025-07-15,Approved,State Environment Dept / MoEFCC,326.0,True
SIH26017-PRJ-000136,SIA Approval,True,2020-02-02,2020-03-28,Approved,District Collector,55.0,True
SIH26017-PRJ-000136,State Govt Approval,True,2020-02-11,2020-04-10,Approved,State Government,59.0,True
SIH26017-PRJ-000136,District Collector Approval,True,2020-01-21,2020-02-21,Approved,District Collector,31.0,False
SIH26017-PRJ-000136,Environmental Clearance,True,2020-03-14,2020-08-15,Approved,State Environment Dept / MoEFCC,154.0,True
SIH26017-PRJ-000136,Ministry Approval,True,2020-03-19,2020-07-14,Approved,Concerned Central Ministry,117.0,False
SIH26017-PRJ-000137,SIA Approval,True,2022-12-07,2023-02-25,Approved,District Collector,80.0,True
SIH26017-PRJ-000137,State Govt Approval,True,2022-11-23,2023-02-15,Approved,State Government,84.0,True
SIH26017-PRJ-000137,District Collector Approval,True,2022-12-02,2022-12-31,Approved,District Collector,29.0,False
SIH26017-PRJ-000137,Environmental Clearance,True,2023-01-03,2023-11-13,Approved,State Environment Dept / MoEFCC,314.0,True
SIH26017-PRJ-000137,Ministry Approval,True,2023-03-27,2023-11-01,Approved,Concerned Central Ministry,219.0,False
SIH26017-PRJ-000138,SIA Approval,True,2018-12-17,2019-02-13,Approved,District Collector,58.0,True
SIH26017-PRJ-000138,State Govt Approval,True,2019-01-05,2019-02-28,Approved,State Government,54.0,True
SIH26017-PRJ-000138,District Collector Approval,True,2018-12-02,2019-01-03,Approved,District Collector,32.0,False
SIH26017-PRJ-000138,Environmental Clearance,True,2019-03-14,2019-07-27,Approved,State Environment Dept / MoEFCC,135.0,True
SIH26017-PRJ-000138,Ministry Approval,True,2019-04-26,2019-10-12,Approved,Concerned Central Ministry,169.0,False
SIH26017-PRJ-000139,SIA Approval,True,2022-07-06,2022-12-23,Approved,District Collector,170.0,True
SIH26017-PRJ-000139,State Govt Approval,True,2022-08-14,2022-12-18,Approved,State Government,126.0,True
SIH26017-PRJ-000139,District Collector Approval,True,2022-06-17,2022-08-14,Approved,District Collector,58.0,False
SIH26017-PRJ-000139,Environmental Clearance,True,2022-09-29,2023-05-03,Approved,State Environment Dept / MoEFCC,216.0,True
SIH26017-PRJ-000140,SIA Approval,True,2022-04-15,2022-06-13,Approved,District Collector,59.0,True
SIH26017-PRJ-000140,State Govt Approval,True,2022-04-11,2022-07-16,Approved,State Government,96.0,True
SIH26017-PRJ-000140,District Collector Approval,True,2022-03-29,2022-04-21,Approved,District Collector,23.0,False
SIH26017-PRJ-000140,Environmental Clearance,True,2022-08-08,2023-10-18,Approved,State Environment Dept / MoEFCC,436.0,True
SIH26017-PRJ-000141,SIA Approval,True,2015-10-30,2016-01-06,Approved,District Collector,68.0,True
SIH26017-PRJ-000141,State Govt Approval,True,2015-10-20,2015-12-16,Approved,State Government,57.0,True
SIH26017-PRJ-000141,District Collector Approval,True,2015-11-02,2015-12-14,Approved,District Collector,42.0,False
SIH26017-PRJ-000141,Forest Clearance,True,2016-01-25,2017-03-31,Approved,State Forest Dept,431.0,True
SIH26017-PRJ-000142,SIA Approval,True,2019-04-23,2019-06-24,Approved,District Collector,62.0,True
SIH26017-PRJ-000142,State Govt Approval,True,2019-05-04,2019-09-12,Approved,State Government,131.0,True
SIH26017-PRJ-000142,District Collector Approval,True,2019-03-18,2019-04-29,Approved,District Collector,42.0,False
SIH26017-PRJ-000142,Environmental Clearance,True,2019-05-19,2021-02-14,Approved,State Environment Dept / MoEFCC,637.0,True
SIH26017-PRJ-000143,SIA Approval,True,2017-09-08,2017-12-31,Approved,District Collector,114.0,True
SIH26017-PRJ-000143,State Govt Approval,True,2017-10-01,2017-11-22,Approved,State Government,52.0,True
SIH26017-PRJ-000143,District Collector Approval,True,2017-08-06,2017-09-01,Approved,District Collector,26.0,False
SIH26017-PRJ-000143,Environmental Clearance,True,2017-12-21,2018-05-02,Approved,State Environment Dept / MoEFCC,132.0,True
SIH26017-PRJ-000143,Ministry Approval,True,2018-01-28,2018-08-01,Approved,Concerned Central Ministry,185.0,False
SIH26017-PRJ-000144,SIA Approval,True,2023-01-08,2023-03-23,Approved,District Collector,74.0,True
SIH26017-PRJ-000144,State Govt Approval,True,2023-02-13,2023-03-17,Approved,State Government,32.0,True
SIH26017-PRJ-000144,District Collector Approval,True,2022-12-25,,Rejected,District Collector,,False
SIH26017-PRJ-000144,Environmental Clearance,True,2023-04-26,2023-08-30,Approved,State Environment Dept / MoEFCC,126.0,True
SIH26017-PRJ-000145,SIA Approval,True,2015-11-20,2016-02-23,Approved,District Collector,95.0,True
SIH26017-PRJ-000145,State Govt Approval,True,2015-11-14,2016-01-18,Approved,State Government,65.0,True
SIH26017-PRJ-000145,District Collector Approval,True,2015-10-21,2015-11-19,Approved,District Collector,29.0,False
SIH26017-PRJ-000145,Environmental Clearance,True,2015-12-30,2016-09-06,Approved,State Environment Dept / MoEFCC,251.0,True
SIH26017-PRJ-000146,SIA Approval,True,2023-12-24,2024-05-26,Approved,District Collector,154.0,True
SIH26017-PRJ-000146,State Govt Approval,True,2024-02-29,2024-05-16,Approved,State Government,77.0,True
SIH26017-PRJ-000146,District Collector Approval,True,2024-01-12,2024-02-13,Approved,District Collector,32.0,False
SIH26017-PRJ-000146,Forest Clearance,True,2024-04-02,2024-11-05,Approved,State Forest Dept,217.0,True
SIH26017-PRJ-000146,Environmental Clearance,True,2024-05-13,2025-01-15,Approved,State Environment Dept / MoEFCC,247.0,True
SIH26017-PRJ-000147,SIA Approval,True,2019-04-30,2019-07-02,Approved,District Collector,63.0,True
SIH26017-PRJ-000147,State Govt Approval,True,2019-06-12,2019-08-27,Approved,State Government,76.0,True
SIH26017-PRJ-000147,District Collector Approval,True,2019-05-12,2019-07-02,Approved,District Collector,51.0,False
SIH26017-PRJ-000147,Environmental Clearance,True,2019-05-30,2020-02-20,Approved,State Environment Dept / MoEFCC,266.0,True
SIH26017-PRJ-000148,SIA Approval,True,2023-06-01,2023-07-17,Approved,District Collector,46.0,True
SIH26017-PRJ-000148,State Govt Approval,True,2023-06-19,2023-08-25,Approved,State Government,67.0,True
SIH26017-PRJ-000148,District Collector Approval,True,2023-05-30,2023-06-29,Approved,District Collector,30.0,False
SIH26017-PRJ-000148,Environmental Clearance,True,2023-09-14,2024-01-28,Approved,State Environment Dept / MoEFCC,136.0,True
SIH26017-PRJ-000149,SIA Approval,True,2022-10-21,2023-03-01,Approved,District Collector,131.0,True
SIH26017-PRJ-000149,State Govt Approval,True,2022-10-21,2023-02-14,Approved,State Government,116.0,True
SIH26017-PRJ-000149,District Collector Approval,True,2022-10-16,2022-12-18,Approved,District Collector,63.0,False
SIH26017-PRJ-000149,Environmental Clearance,True,2022-12-18,2024-09-06,Approved,State Environment Dept / MoEFCC,628.0,True
SIH26017-PRJ-000150,SIA Approval,True,2020-08-20,2021-01-20,Approved,District Collector,153.0,True
SIH26017-PRJ-000150,State Govt Approval,True,2020-10-09,2020-11-22,Approved,State Government,44.0,True
SIH26017-PRJ-000150,District Collector Approval,True,2020-08-23,2020-09-20,Approved,District Collector,28.0,False
SIH26017-PRJ-000150,Environmental Clearance,True,2020-10-27,2022-01-22,Approved,State Environment Dept / MoEFCC,452.0,True
SIH26017-PRJ-000151,SIA Approval,True,2018-03-07,2018-08-09,Approved,District Collector,155.0,True
SIH26017-PRJ-000151,State Govt Approval,True,2018-04-19,2018-07-01,Approved,State Government,73.0,True
SIH26017-PRJ-000151,District Collector Approval,True,2018-02-25,2018-04-24,Approved,District Collector,58.0,False
SIH26017-PRJ-000151,Environmental Clearance,True,2018-07-17,2019-03-03,Approved,State Environment Dept / MoEFCC,229.0,True
SIH26017-PRJ-000152,SIA Approval,True,2017-07-14,2017-08-19,Approved,District Collector,36.0,True
SIH26017-PRJ-000152,State Govt Approval,True,2017-06-21,2017-08-28,Approved,State Government,68.0,True
SIH26017-PRJ-000152,District Collector Approval,True,2017-06-09,2017-08-04,Approved,District Collector,56.0,False
SIH26017-PRJ-000152,Environmental Clearance,True,2017-10-25,2018-04-28,Approved,State Environment Dept / MoEFCC,185.0,True
SIH26017-PRJ-000152,Ministry Approval,True,2017-09-21,2018-06-02,Approved,Concerned Central Ministry,254.0,False
SIH26017-PRJ-000153,SIA Approval,True,2017-11-27,2018-02-18,Approved,District Collector,83.0,True
SIH26017-PRJ-000153,State Govt Approval,True,2018-01-28,2018-04-21,Approved,State Government,83.0,True
SIH26017-PRJ-000153,District Collector Approval,True,2017-11-25,2017-12-24,Approved,District Collector,29.0,False
SIH26017-PRJ-000153,Environmental Clearance,True,2018-03-08,2018-12-17,Approved,State Environment Dept / MoEFCC,284.0,True
SIH26017-PRJ-000153,Ministry Approval,True,2018-02-16,2019-04-16,Approved,Concerned Central Ministry,424.0,False
SIH26017-PRJ-000154,SIA Approval,True,2024-01-14,2024-04-24,Approved,District Collector,101.0,True
SIH26017-PRJ-000154,State Govt Approval,True,2024-02-07,2024-04-14,Approved,State Government,67.0,True
SIH26017-PRJ-000154,District Collector Approval,True,2023-12-15,2024-01-12,Approved,District Collector,28.0,False
SIH26017-PRJ-000154,Environmental Clearance,True,2024-04-21,2025-02-07,Approved,State Environment Dept / MoEFCC,292.0,True
SIH26017-PRJ-000155,SIA Approval,True,2016-07-04,2016-10-21,Approved,District Collector,109.0,True
SIH26017-PRJ-000155,State Govt Approval,True,2016-06-20,2016-08-22,Approved,State Government,63.0,True
SIH26017-PRJ-000155,District Collector Approval,True,2016-05-28,2016-07-14,Approved,District Collector,47.0,False
SIH26017-PRJ-000155,Environmental Clearance,True,2016-08-27,2017-04-10,Approved,State Environment Dept / MoEFCC,226.0,True
SIH26017-PRJ-000155,Ministry Approval,True,2016-11-02,2017-05-13,Approved,Concerned Central Ministry,192.0,False
SIH26017-PRJ-000156,SIA Approval,True,2023-04-16,2023-09-10,Approved,District Collector,147.0,True
SIH26017-PRJ-000156,State Govt Approval,True,2023-03-16,2023-05-15,Approved,State Government,60.0,True
SIH26017-PRJ-000156,District Collector Approval,True,2023-03-25,2023-05-04,Approved,District Collector,40.0,False
SIH26017-PRJ-000156,Forest Clearance,True,2023-04-18,2025-01-08,Approved,State Forest Dept,631.0,True
SIH26017-PRJ-000156,Environmental Clearance,True,2023-07-25,2024-08-22,Approved,State Environment Dept / MoEFCC,394.0,True
SIH26017-PRJ-000157,SIA Approval,True,2015-09-17,2016-01-10,Approved,District Collector,115.0,True
SIH26017-PRJ-000157,State Govt Approval,True,2015-10-18,2016-01-13,Approved,State Government,87.0,True
SIH26017-PRJ-000157,District Collector Approval,True,2015-10-03,2015-11-07,Approved,District Collector,35.0,False
SIH26017-PRJ-000157,Environmental Clearance,True,2015-12-14,2017-03-08,Approved,State Environment Dept / MoEFCC,450.0,True
SIH26017-PRJ-000157,Ministry Approval,True,2015-12-16,2016-06-04,Approved,Concerned Central Ministry,171.0,False
SIH26017-PRJ-000157,Defence NOC,True,2015-11-20,2016-06-22,Approved,Ministry of Defence,215.0,False
SIH26017-PRJ-000158,SIA Approval,True,2017-11-12,2018-03-25,Approved,District Collector,133.0,True
SIH26017-PRJ-000158,State Govt Approval,True,2017-10-25,2017-12-23,Approved,State Government,59.0,True
SIH26017-PRJ-000158,District Collector Approval,True,2017-10-25,2017-11-20,Approved,District Collector,26.0,False
SIH26017-PRJ-000158,Environmental Clearance,True,2017-12-01,2018-09-10,Approved,State Environment Dept / MoEFCC,283.0,True
SIH26017-PRJ-000158,Ministry Approval,True,2018-02-06,2018-06-26,Approved,Concerned Central Ministry,140.0,False
SIH26017-PRJ-000159,SIA Approval,True,2024-01-14,2024-03-10,Approved,District Collector,56.0,True
SIH26017-PRJ-000159,State Govt Approval,True,2023-12-29,2024-03-03,Approved,State Government,65.0,True
SIH26017-PRJ-000159,District Collector Approval,True,2023-12-19,2024-01-15,Approved,District Collector,27.0,False
SIH26017-PRJ-000160,SIA Approval,True,2015-02-18,2015-06-17,Approved,District Collector,119.0,True
SIH26017-PRJ-000160,State Govt Approval,True,2015-02-14,2015-04-15,Approved,State Government,60.0,True
SIH26017-PRJ-000160,District Collector Approval,True,2015-02-19,2015-03-16,Approved,District Collector,25.0,False
SIH26017-PRJ-000160,Environmental Clearance,True,2015-04-11,2016-01-19,Approved,State Environment Dept / MoEFCC,283.0,True
SIH26017-PRJ-000161,SIA Approval,True,2015-07-14,2015-09-20,Approved,District Collector,68.0,True
SIH26017-PRJ-000161,State Govt Approval,True,2015-09-05,2015-12-20,Approved,State Government,106.0,True
SIH26017-PRJ-000161,District Collector Approval,True,2015-08-09,2015-09-03,Approved,District Collector,25.0,False
SIH26017-PRJ-000161,Environmental Clearance,True,2015-11-30,2016-03-17,Approved,State Environment Dept / MoEFCC,108.0,True
SIH26017-PRJ-000162,SIA Approval,True,2022-12-12,2023-04-11,Approved,District Collector,120.0,True
SIH26017-PRJ-000162,State Govt Approval,True,2023-01-05,2023-04-04,Approved,State Government,89.0,True
SIH26017-PRJ-000162,District Collector Approval,True,2023-01-05,2023-02-09,Approved,District Collector,35.0,False
SIH26017-PRJ-000162,Environmental Clearance,True,2023-04-13,,Rejected,State Environment Dept / MoEFCC,,True
SIH26017-PRJ-000163,SIA Approval,True,2021-12-24,2022-03-02,Approved,District Collector,68.0,True
SIH26017-PRJ-000163,State Govt Approval,True,2021-12-21,2022-02-15,Approved,State Government,56.0,True
SIH26017-PRJ-000163,District Collector Approval,True,2021-11-30,2022-01-01,Approved,District Collector,32.0,False
SIH26017-PRJ-000163,Environmental Clearance,True,2022-01-17,2022-10-28,Approved,State Environment Dept / MoEFCC,284.0,True
SIH26017-PRJ-000164,SIA Approval,True,2017-05-08,2017-09-12,Approved,District Collector,127.0,True
SIH26017-PRJ-000164,State Govt Approval,True,2017-06-02,2017-08-17,Approved,State Government,76.0,True
SIH26017-PRJ-000164,District Collector Approval,True,2017-03-30,2017-04-19,Approved,District Collector,20.0,False
SIH26017-PRJ-000164,Environmental Clearance,True,2017-06-20,2017-12-05,Approved,State Environment Dept / MoEFCC,168.0,True
SIH26017-PRJ-000164,Ministry Approval,True,2017-07-01,2017-11-17,Approved,Concerned Central Ministry,139.0,False
SIH26017-PRJ-000164,Defence NOC,True,2017-06-10,2017-11-15,Approved,Ministry of Defence,158.0,False
SIH26017-PRJ-000165,SIA Approval,True,2021-03-14,2021-06-22,Approved,District Collector,100.0,True
SIH26017-PRJ-000165,State Govt Approval,True,2021-03-28,2021-06-28,Approved,State Government,92.0,True
SIH26017-PRJ-000165,District Collector Approval,True,2021-03-26,2021-05-01,Approved,District Collector,36.0,False
SIH26017-PRJ-000165,Environmental Clearance,True,2021-08-07,2022-08-15,Approved,State Environment Dept / MoEFCC,373.0,True
SIH26017-PRJ-000166,SIA Approval,True,2020-04-05,2020-06-23,Approved,District Collector,79.0,True
SIH26017-PRJ-000166,State Govt Approval,True,2020-03-22,2020-06-01,Approved,State Government,71.0,True
SIH26017-PRJ-000166,District Collector Approval,True,2020-03-27,2020-04-19,Approved,District Collector,23.0,False
SIH26017-PRJ-000167,SIA Approval,True,2024-01-17,2024-03-17,Approved,District Collector,60.0,True
SIH26017-PRJ-000167,State Govt Approval,True,2024-01-06,2024-06-11,Approved,State Government,157.0,True
SIH26017-PRJ-000167,District Collector Approval,True,2024-01-05,2024-02-03,Approved,District Collector,29.0,False
SIH26017-PRJ-000167,Environmental Clearance,True,2024-04-28,2024-12-16,Approved,State Environment Dept / MoEFCC,232.0,True
SIH26017-PRJ-000168,SIA Approval,True,2019-10-07,2020-03-06,Approved,District Collector,151.0,True
SIH26017-PRJ-000168,State Govt Approval,True,2019-11-07,2020-01-02,Approved,State Government,56.0,True
SIH26017-PRJ-000168,District Collector Approval,True,2019-10-15,2019-11-04,Approved,District Collector,20.0,False
SIH26017-PRJ-000168,Environmental Clearance,True,2019-12-08,2020-09-28,Approved,State Environment Dept / MoEFCC,295.0,True
SIH26017-PRJ-000168,Ministry Approval,True,2020-02-14,2020-10-11,Approved,Concerned Central Ministry,240.0,False
SIH26017-PRJ-000169,SIA Approval,True,2018-03-16,2018-06-22,Approved,District Collector,98.0,True
SIH26017-PRJ-000169,State Govt Approval,True,2018-03-28,2018-05-20,Approved,State Government,53.0,True
SIH26017-PRJ-000169,District Collector Approval,True,2018-02-22,2018-03-17,Approved,District Collector,23.0,False
SIH26017-PRJ-000169,Environmental Clearance,True,2018-06-11,2019-05-24,Approved,State Environment Dept / MoEFCC,347.0,True
SIH26017-PRJ-000169,Ministry Approval,True,2018-05-03,,Rejected,Concerned Central Ministry,,False
SIH26017-PRJ-000170,SIA Approval,True,2023-07-09,2023-08-28,Approved,District Collector,50.0,True
SIH26017-PRJ-000170,State Govt Approval,True,2023-08-31,2023-12-11,Approved,State Government,102.0,True
SIH26017-PRJ-000170,District Collector Approval,True,2023-07-24,2023-09-26,Approved,District Collector,64.0,False
SIH26017-PRJ-000170,Environmental Clearance,True,2023-11-14,2024-08-14,Approved,State Environment Dept / MoEFCC,274.0,True
SIH26017-PRJ-000171,SIA Approval,True,2022-09-30,2022-12-12,Approved,District Collector,73.0,True
SIH26017-PRJ-000171,State Govt Approval,True,2022-10-31,2022-12-21,Approved,State Government,51.0,True
SIH26017-PRJ-000171,District Collector Approval,True,2022-09-30,2022-10-23,Approved,District Collector,23.0,False
SIH26017-PRJ-000171,Environmental Clearance,True,2022-12-26,2023-12-07,Approved,State Environment Dept / MoEFCC,346.0,True
SIH26017-PRJ-000171,Ministry Approval,True,2022-11-25,2023-04-05,Approved,Concerned Central Ministry,131.0,False
SIH26017-PRJ-000172,SIA Approval,True,2020-07-23,2021-01-27,Approved,District Collector,188.0,True
SIH26017-PRJ-000172,State Govt Approval,True,2020-07-03,2020-10-08,Approved,State Government,97.0,True
SIH26017-PRJ-000172,District Collector Approval,True,2020-06-19,2020-07-14,Approved,District Collector,25.0,False
SIH26017-PRJ-000172,Environmental Clearance,True,2020-08-12,2021-01-13,Approved,State Environment Dept / MoEFCC,154.0,True
SIH26017-PRJ-000172,Ministry Approval,True,2020-09-20,2021-01-08,Approved,Concerned Central Ministry,110.0,False
SIH26017-PRJ-000173,SIA Approval,True,2024-01-03,2024-04-19,Approved,District Collector,107.0,True
SIH26017-PRJ-000173,State Govt Approval,True,2024-01-24,2024-04-13,Approved,State Government,80.0,True
SIH26017-PRJ-000173,District Collector Approval,True,2024-01-13,2024-02-15,Approved,District Collector,33.0,False
SIH26017-PRJ-000173,Environmental Clearance,True,2024-02-21,2025-04-20,Approved,State Environment Dept / MoEFCC,424.0,True
SIH26017-PRJ-000174,SIA Approval,True,2018-04-07,2018-07-02,Approved,District Collector,86.0,True
SIH26017-PRJ-000174,State Govt Approval,True,2018-05-27,2018-07-31,Approved,State Government,65.0,True
SIH26017-PRJ-000174,District Collector Approval,True,2018-03-13,2018-05-07,Approved,District Collector,55.0,False
SIH26017-PRJ-000174,Environmental Clearance,True,2018-06-18,2019-05-15,Approved,State Environment Dept / MoEFCC,331.0,True
SIH26017-PRJ-000175,SIA Approval,True,2019-10-22,2020-01-02,Approved,District Collector,72.0,True
SIH26017-PRJ-000175,State Govt Approval,True,2019-10-19,2020-02-02,Approved,State Government,106.0,True
SIH26017-PRJ-000175,District Collector Approval,True,2019-11-04,2019-12-11,Approved,District Collector,37.0,False
SIH26017-PRJ-000175,Environmental Clearance,True,2020-03-20,,Rejected,State Environment Dept / MoEFCC,,True
SIH26017-PRJ-000176,SIA Approval,True,2016-04-02,2016-06-24,Approved,District Collector,83.0,True
SIH26017-PRJ-000176,State Govt Approval,True,2016-03-27,2016-06-07,Approved,State Government,72.0,True
SIH26017-PRJ-000176,District Collector Approval,True,2016-03-29,2016-04-24,Approved,District Collector,26.0,False
SIH26017-PRJ-000176,Environmental Clearance,True,2016-06-13,2017-04-06,Approved,State Environment Dept / MoEFCC,297.0,True
SIH26017-PRJ-000177,SIA Approval,True,2023-02-09,2023-04-10,Approved,District Collector,60.0,True
SIH26017-PRJ-000177,State Govt Approval,True,2023-02-24,2023-05-19,Approved,State Government,84.0,True
SIH26017-PRJ-000177,District Collector Approval,True,2023-01-09,2023-03-16,Approved,District Collector,66.0,False
SIH26017-PRJ-000177,Environmental Clearance,True,2023-05-22,2024-03-26,Approved,State Environment Dept / MoEFCC,309.0,True
SIH26017-PRJ-000178,SIA Approval,True,2022-12-05,2023-03-12,Approved,District Collector,97.0,True
SIH26017-PRJ-000178,State Govt Approval,True,2023-01-02,2023-06-07,Approved,State Government,156.0,True
SIH26017-PRJ-000178,District Collector Approval,True,2022-11-03,2022-12-08,Approved,District Collector,35.0,False
SIH26017-PRJ-000178,Environmental Clearance,True,2023-01-28,2023-09-25,Approved,State Environment Dept / MoEFCC,240.0,True
SIH26017-PRJ-000179,SIA Approval,True,2018-04-17,2018-06-22,Approved,District Collector,66.0,True
SIH26017-PRJ-000179,State Govt Approval,True,2018-04-18,2018-07-31,Approved,State Government,104.0,True
SIH26017-PRJ-000179,District Collector Approval,True,2018-04-03,2018-05-27,Approved,District Collector,54.0,False
SIH26017-PRJ-000179,Environmental Clearance,True,2018-05-08,2019-04-24,Approved,State Environment Dept / MoEFCC,351.0,True
SIH26017-PRJ-000180,SIA Approval,True,2015-12-27,2016-03-25,Approved,District Collector,89.0,True
SIH26017-PRJ-000180,State Govt Approval,True,2015-12-17,2016-01-22,Approved,State Government,36.0,True
SIH26017-PRJ-000180,District Collector Approval,True,2015-12-16,2016-01-18,Approved,District Collector,33.0,False
SIH26017-PRJ-000181,SIA Approval,True,2023-06-23,2023-12-13,Approved,District Collector,173.0,True
SIH26017-PRJ-000181,State Govt Approval,True,2023-06-16,2023-08-18,Approved,State Government,63.0,True
SIH26017-PRJ-000181,District Collector Approval,True,2023-06-02,2023-07-11,Approved,District Collector,39.0,False
SIH26017-PRJ-000181,Forest Clearance,True,2023-09-17,,Rejected,State Forest Dept,,True
SIH26017-PRJ-000181,Environmental Clearance,True,2023-09-28,2024-09-30,Approved,State Environment Dept / MoEFCC,368.0,True
SIH26017-PRJ-000182,SIA Approval,True,2020-08-02,2020-09-26,Approved,District Collector,55.0,True
SIH26017-PRJ-000182,State Govt Approval,True,2020-09-27,2020-11-29,Approved,State Government,63.0,True
SIH26017-PRJ-000182,District Collector Approval,True,2020-08-14,2020-09-10,Approved,District Collector,27.0,False
SIH26017-PRJ-000182,Environmental Clearance,True,2020-10-03,2021-04-29,Approved,State Environment Dept / MoEFCC,208.0,True
SIH26017-PRJ-000182,Ministry Approval,True,2020-11-13,2021-04-22,Approved,Concerned Central Ministry,160.0,False
SIH26017-PRJ-000183,SIA Approval,True,2024-06-29,2024-10-06,Approved,District Collector,99.0,True
SIH26017-PRJ-000183,State Govt Approval,True,2024-08-11,2024-11-14,Approved,State Government,95.0,True
SIH26017-PRJ-000183,District Collector Approval,True,2024-06-26,2024-08-02,Approved,District Collector,37.0,False
SIH26017-PRJ-000183,Environmental Clearance,True,2024-11-22,2025-06-06,Approved,State Environment Dept / MoEFCC,196.0,True
SIH26017-PRJ-000184,SIA Approval,True,2022-09-19,2023-01-24,Approved,District Collector,127.0,True
SIH26017-PRJ-000184,State Govt Approval,True,2022-09-28,2023-01-01,Approved,State Government,95.0,True
SIH26017-PRJ-000184,District Collector Approval,True,2022-09-13,2022-10-19,Approved,District Collector,36.0,False
SIH26017-PRJ-000184,Forest Clearance,True,2022-12-09,2023-08-27,Approved,State Forest Dept,261.0,True
SIH26017-PRJ-000184,Environmental Clearance,True,2023-01-15,2023-10-11,Approved,State Environment Dept / MoEFCC,269.0,True
SIH26017-PRJ-000185,SIA Approval,True,2017-08-21,2017-09-29,Approved,District Collector,39.0,True
SIH26017-PRJ-000185,State Govt Approval,True,2017-10-16,2018-01-16,Approved,State Government,92.0,True
SIH26017-PRJ-000185,District Collector Approval,True,2017-08-06,2017-09-13,Approved,District Collector,38.0,False
SIH26017-PRJ-000185,Environmental Clearance,True,2017-12-18,2018-10-18,Approved,State Environment Dept / MoEFCC,304.0,True
SIH26017-PRJ-000185,Ministry Approval,True,2017-11-15,2018-06-13,Approved,Concerned Central Ministry,210.0,False
SIH26017-PRJ-000186,SIA Approval,True,2017-09-12,2018-01-03,Approved,District Collector,113.0,True
SIH26017-PRJ-000186,State Govt Approval,True,2017-10-22,2018-02-02,Approved,State Government,103.0,True
SIH26017-PRJ-000186,District Collector Approval,True,2017-08-13,2017-09-14,Approved,District Collector,32.0,False
SIH26017-PRJ-000187,SIA Approval,True,2023-01-09,2023-04-11,Approved,District Collector,92.0,True
SIH26017-PRJ-000187,State Govt Approval,True,2023-03-07,2023-05-31,Approved,State Government,85.0,True
SIH26017-PRJ-000187,District Collector Approval,True,2023-01-18,2023-02-10,Approved,District Collector,23.0,False
SIH26017-PRJ-000187,Environmental Clearance,True,2023-04-27,2023-11-10,Approved,State Environment Dept / MoEFCC,197.0,True
SIH26017-PRJ-000188,SIA Approval,True,2022-09-13,2023-01-16,Approved,District Collector,125.0,True
SIH26017-PRJ-000188,State Govt Approval,True,2022-08-30,2022-09-29,Approved,State Government,30.0,True
SIH26017-PRJ-000188,District Collector Approval,True,2022-08-24,2022-09-28,Approved,District Collector,35.0,False
SIH26017-PRJ-000188,Environmental Clearance,True,2022-10-31,2023-07-29,Approved,State Environment Dept / MoEFCC,271.0,True
SIH26017-PRJ-000189,SIA Approval,True,2018-06-05,2018-11-13,Approved,District Collector,161.0,True
SIH26017-PRJ-000189,State Govt Approval,True,2018-06-26,2018-09-17,Approved,State Government,83.0,True
SIH26017-PRJ-000189,District Collector Approval,True,2018-05-09,2018-06-15,Approved,District Collector,37.0,False
SIH26017-PRJ-000189,Environmental Clearance,True,2018-09-18,2019-07-25,Approved,State Environment Dept / MoEFCC,310.0,True
SIH26017-PRJ-000190,SIA Approval,True,2019-01-06,2019-05-11,Approved,District Collector,125.0,True
SIH26017-PRJ-000190,State Govt Approval,True,2019-02-11,2019-04-22,Approved,State Government,70.0,True
SIH26017-PRJ-000190,District Collector Approval,True,2019-01-19,2019-02-26,Approved,District Collector,38.0,False
SIH26017-PRJ-000190,Environmental Clearance,True,2019-06-01,2019-12-29,Approved,State Environment Dept / MoEFCC,211.0,True
SIH26017-PRJ-000191,SIA Approval,True,2021-05-13,2021-08-15,Approved,District Collector,94.0,True
