project_id,public_hearing_conducted_flag,public_hearing_date,public_hearing_objections_count,gram_sabha_consultations_count,local_body_resolution_status,political_sensitivity_index,media_coverage_intensity,ngo_opposition_flag,grievance_redressal_avg_tat_days
SIH26017-PRJ-000310,True,2017-01-16,7,0,Neutral,Medium,Low,False,46.0
SIH26017-PRJ-000311,True,2022-10-19,14,1,Opposing,Low,Low,False,42.6
SIH26017-PRJ-000312,True,2019-09-10,23,4,Neutral,Medium,Medium,True,50.5
SIH26017-PRJ-000313,True,2024-05-28,15,0,Opposing,Low,Medium,False,46.2
SIH26017-PRJ-000314,True,2025-02-24,17,0,Neutral,High,High,False,33.7
SIH26017-PRJ-000315,True,2017-11-24,13,1,Neutral,Medium,Medium,False,44.3
SIH26017-PRJ-000316,True,2020-07-14,30,0,Neutral,Low,Medium,False,54.9
SIH26017-PRJ-000317,True,2015-12-23,5,1,Supportive,Low,Low,False,20.4
SIH26017-PRJ-000318,True,2023-12-20,8,0,Opposing,Medium,High,False,39.9
SIH26017-PRJ-000319,True,2019-08-01,44,2,Opposing,Medium,Medium,False,41.6
SIH26017-PRJ-000320,True,2019-10-06,13,1,Neutral,Medium,Medium,True,40.3
SIH26017-PRJ-000321,True,2022-12-02,22,0,Opposing,Medium,Medium,False,48.2
SIH26017-PRJ-000322,True,2021-05-25,12,0,Neutral,Medium,Medium,False,31.7
SIH26017-PRJ-000323,True,2019-06-21,10,0,Opposing,Low,Medium,True,51.4
SIH26017-PRJ-000324,True,2022-02-23,24,0,Opposing,Medium,Medium,False,47.4
SIH26017-PRJ-000325,True,2024-12-19,28,0,Opposing,Low,Low,False,37.3
SIH26017-PRJ-000326,True,2018-02-13,23,0,Opposing,Low,Low,False,36.2
SIH26017-PRJ-000327,True,2023-12-29,12,1,Neutral,Medium,Low,False,26.9
SIH26017-PRJ-000328,True,2019-09-02,7,2,Opposing,Low,Medium,False,41.3
SIH26017-PRJ-000329,True,2020-08-20,42,0,Opposing,Low,Medium,False,51.0
SIH26017-PRJ-000330,True,2020-07-09,12,0,Neutral,Low,Medium,False,45.0
SIH26017-PRJ-000331,True,2015-12-29,15,3,Opposing,Medium,Medium,False,26.4
SIH26017-PRJ-000332,True,2023-02-25,14,1,Neutral,Low,Low,False,37.4
SIH26017-PRJ-000333,True,2018-07-29,12,1,Opposing,Medium,High,True,36.0
SIH26017-PRJ-000334,True,2022-09-05,5,1,Neutral,Low,Low,False,33.1
SIH26017-PRJ-000335,True,2022-10-08,50,1,Opposing,High,Low,False,21.0
SIH26017-PRJ-000336,True,2019-11-18,8,3,Neutral,Medium,Medium,False,1.0
SIH26017-PRJ-000337,True,2023-04-27,6,0,Opposing,Low,Low,False,48.7
SIH26017-PRJ-000338,True,2016-03-13,11,1,Neutral,Low,Low,False,35.4
SIH26017-PRJ-000339,True,2016-08-25,41,3,Neutral,High,Medium,True,33.8
SIH26017-PRJ-000340,True,2016-03-19,20,1,Opposing,Low,Low,True,46.6
SIH26017-PRJ-000341,True,2023-10-28,18,2,Neutral,Medium,Low,False,26.7
SIH26017-PRJ-000342,True,2017-11-13,11,0,Opposing,Low,Low,True,44.8
SIH26017-PRJ-000343,True,2024-01-07,12,1,Opposing,Medium,Medium,True,62.8
SIH26017-PRJ-000344,True,2020-01-14,2,0,Supportive,Low,Low,False,15.8
SIH26017-PRJ-000345,True,2021-01-04,13,0,Opposing,Medium,High,False,40.8
SIH26017-PRJ-000346,True,2021-05-07,75,1,Opposing,Medium,Low,False,47.9
SIH26017-PRJ-000347,True,2019-05-14,32,1,Supportive,Low,Low,False,30.3
SIH26017-PRJ-000348,True,2023-09-15,17,0,Supportive,Medium,Medium,False,59.6
SIH26017-PRJ-000349,True,2020-11-28,5,1,Supportive,Low,Low,False,15.8
SIH26017-PRJ-000350,True,2019-08-16,9,0,Neutral,Low,Medium,False,17.7
SIH26017-PRJ-000351,True,2022-01-24,36,0,Opposing,Low,Low,False,65.6
SIH26017-PRJ-000352,True,2023-12-15,52,0,Opposing,Medium,Medium,False,36.0
SIH26017-PRJ-000353,True,2024-10-22,21,1,Neutral,Medium,Low,False,68.8
SIH26017-PRJ-000354,True,2024-11-02,14,1,Neutral,Low,Low,False,38.7
SIH26017-PRJ-000355,True,2023-10-20,36,1,Opposing,Medium,Medium,False,42.6
SIH26017-PRJ-000356,True,2023-03-16,13,0,Opposing,Low,Medium,False,24.4
SIH26017-PRJ-000357,False,,0,0,Neutral,Medium,Medium,False,39.3
SIH26017-PRJ-000358,True,2020-12-07,23,1,Neutral,Medium,Low,False,30.9
SIH26017-PRJ-000359,True,2019-01-24,35,2,Opposing,Medium,Medium,False,59.4
SIH26017-PRJ-000360,True,2015-08-02,13,2,Opposing,Medium,Medium,True,37.5
SIH26017-PRJ-000361,True,2015-08-01,11,0,Opposing,Low,Medium,False,21.1
SIH26017-PRJ-000362,True,2018-08-30,3,3,Opposing,Medium,Low,True,49.1
SIH26017-PRJ-000363,True,2018-06-16,11,0,Supportive,Medium,Medium,False,32.5
SIH26017-PRJ-000364,True,2017-05-21,37,0,Opposing,Medium,Medium,False,57.2
SIH26017-PRJ-000365,True,2021-07-12,10,0,Supportive,Medium,Medium,False,15.2
SIH26017-PRJ-000366,True,2018-04-29,6,0,Supportive,Low,Low,False,41.4
SIH26017-PRJ-000367,True,2022-10-11,59,2,Opposing,Medium,Low,False,68.2
SIH26017-PRJ-000368,True,2016-02-11,14,1,Neutral,Low,Medium,False,43.3
SIH26017-PRJ-000369,True,2016-07-02,11,1,Neutral,Low,Low,False,37.1
SIH26017-PRJ-000370,True,2015-06-12,12,6,Neutral,Medium,Low,False,45.5
SIH26017-PRJ-000371,True,2020-06-08,74,1,Opposing,Medium,Medium,False,53.9
SIH26017-PRJ-000372,True,2024-04-02,12,0,Opposing,Medium,High,False,42.5
SIH26017-PRJ-000373,True,2017-12-01,12,1,Supportive,Low,Low,False,26.9
SIH26017-PRJ-000374,True,2019-05-09,16,2,Supportive,Low,Medium,False,33.8
SIH26017-PRJ-000375,True,2018-01-21,14,0,Opposing,Medium,Low,False,53.6
SIH26017-PRJ-000376,True,2024-09-01,8,0,Neutral,Low,Low,False,10.6
SIH26017-PRJ-000377,True,2025-01-28,60,0,Opposing,Medium,Low,False,60.9
SIH26017-PRJ-000378,True,2018-12-27,40,2,Neutral,Medium,Low,False,58.6
SIH26017-PRJ-000379,True,2019-09-06,9,0,Opposing,Low,Medium,False,38.5
SIH26017-PRJ-000380,True,2023-02-20,39,1,Opposing,Medium,Medium,True,43.8
SIH26017-PRJ-000381,True,2015-08-14,20,0,Opposing,Medium,Low,False,44.0
SIH26017-PRJ-000382,True,2023-12-20,36,0,Opposing,Medium,Low,False,39.8
SIH26017-PRJ-000383,True,2022-04-02,4,2,Neutral,Low,Medium,False,26.7
SIH26017-PRJ-000384,True,2021-02-24,7,1,Supportive,Low,Low,False,28.2
SIH26017-PRJ-000385,True,2016-08-28,59,0,Opposing,Medium,Low,False,51.7
SIH26017-PRJ-000386,True,2021-09-09,7,2,Opposing,Medium,Low,False,29.5
SIH26017-PRJ-000387,True,2023-05-07,8,1,Neutral,Low,Medium,False,35.0
SIH26017-PRJ-000388,True,2016-12-17,43,0,Opposing,Low,Low,False,46.7
SIH26017-PRJ-000389,True,2024-12-07,73,2,Neutral,Medium,Medium,False,39.5
SIH26017-PRJ-000390,True,2022-09-28,9,2,Opposing,Low,Low,False,44.6
SIH26017-PRJ-000391,True,2020-09-03,23,1,Opposing,Low,Low,False,61.7
SIH26017-PRJ-000392,False,,0,0,Neutral,Low,Low,False,46.9
SIH26017-PRJ-000393,True,2018-06-26,16,1,Neutral,Medium,Low,False,29.5
SIH26017-PRJ-000394,False,,0,0,Opposing,Medium,Low,False,42.4
SIH26017-PRJ-000395,True,2017-04-29,18,0,Opposing,Low,Low,False,67.1
SIH26017-PRJ-000396,True,2015-11-25,13,1,Opposing,Medium,Medium,False,36.3
SIH26017-PRJ-000397,True,2025-01-15,10,1,Opposing,Low,Low,False,41.6
SIH26017-PRJ-000398,True,2017-04-16,5,0,Supportive,Low,Low,False,27.5
SIH26017-PRJ-000399,True,2021-12-27,10,0,Neutral,Medium,Medium,False,26.5
SIH26017-PRJ-000400,True,2016-03-13,42,2,Opposing,Low,Medium,True,40.6
SIH26017-PRJ-000401,True,2025-01-16,4,1,Neutral,Medium,Low,False,49.9
SIH26017-PRJ-000402,True,2020-04-04,10,3,Opposing,Medium,Low,False,34.3
SIH26017-PRJ-000403,True,2024-10-06,25,1,Neutral,Low,Low,False,61.6
SIH26017-PRJ-000404,True,2019-02-05,13,0,Neutral,Medium,Medium,False,37.3
SIH26017-PRJ-000405,True,2018-02-14,11,1,Neutral,Low,Low,False,33.4
SIH26017-PRJ-000406,True,2019-05-09,37,0,Opposing,Low,Low,False,51.3
SIH26017-PRJ-000407,True,2018-09-15,35,2,Neutral,Medium,High,False,26.4
SIH26017-PRJ-000408,True,2020-12-29,17,0,Neutral,Low,Low,False,42.7
SIH26017-PRJ-000409,True,2022-01-18,24,1,Neutral,Low,Low,False,16.1
SIH26017-PRJ-000410,True,2019-12-12,13,0,Neutral,Low,Low,False,37.5
SIH26017-PRJ-000411,True,2022-02-16,14,2,Neutral,Medium,Medium,False,45.3
SIH26017-PRJ-000412,True,2017-01-04,6,1,Supportive,Low,Medium,False,26.1
SIH26017-PRJ-000413,True,2023-09-19,4,0,Neutral,Low,Low,False,30.0
SIH26017-PRJ-000414,True,2024-10-08,41,1,Opposing,Low,Low,False,57.0
SIH26017-PRJ-000415,True,2020-06-09,101,0,Opposing,Medium,Medium,False,38.7
SIH26017-PRJ-000416,True,2021-11-09,8,2,Supportive,Medium,Low,False,36.2
SIH26017-PRJ-000417,True,2016-08-17,2,0,Opposing,Low,Low,False,30.8
SIH26017-PRJ-000418,True,2019-08-12,10,0,Neutral,Low,Medium,False,20.8
SIH26017-PRJ-000419,True,2021-06-23,17,0,Supportive,Low,Low,False,17.9
SIH26017-PRJ-000420,True,2023-02-03,5,1,Supportive,Medium,Medium,False,40.7
SIH26017-PRJ-000421,True,2016-01-15,10,0,Neutral,Low,Low,False,41.2
SIH26017-PRJ-000422,True,2024-11-28,19,0,Opposing,Low,Medium,False,32.6
SIH26017-PRJ-000423,True,2018-03-11,10,0,Neutral,Low,Low,False,37.5
SIH26017-PRJ-000424,True,2015-12-11,9,1,Supportive,Low,Low,False,18.3
SIH26017-PRJ-000425,True,2016-12-28,14,2,Opposing,Medium,Low,False,51.2
SIH26017-PRJ-000426,True,2023-06-21,12,1,Opposing,Low,Low,False,31.7
SIH26017-PRJ-000427,False,,0,1,Neutral,Low,Medium,False,33.9
SIH26017-PRJ-000428,True,2015-10-15,28,2,Opposing,Low,Medium,True,65.5
SIH26017-PRJ-000429,True,2017-06-17,35,0,Opposing,Low,Low,True,48.4
SIH26017-PRJ-000430,True,2019-06-28,19,3,Opposing,Medium,Medium,False,31.0
SIH26017-PRJ-000431,True,2020-04-16,29,0,Opposing,Low,Low,False,35.5
SIH26017-PRJ-000432,True,2020-07-10,35,1,Opposing,Medium,Medium,False,53.8
SIH26017-PRJ-000433,True,2021-02-18,18,0,Opposing,Medium,Medium,False,52.1
SIH26017-PRJ-000434,True,2015-07-25,55,0,Opposing,Medium,Low,True,52.4
SIH26017-PRJ-000435,True,2017-10-01,13,1,Neutral,Medium,Medium,False,18.9
SIH26017-PRJ-000436,True,2018-11-09,8,1,Neutral,Low,Low,True,15.6
SIH26017-PRJ-000437,True,2017-04-23,15,1,Neutral,Medium,Low,False,24.2
SIH26017-PRJ-000438,True,2022-01-04,35,0,Opposing,Low,Low,False,48.9
SIH26017-PRJ-000439,True,2022-03-10,12,1,Neutral,Medium,Low,True,68.9
SIH26017-PRJ-000440,True,2022-02-24,34,0,Neutral,Medium,Low,True,57.3
SIH26017-PRJ-000441,True,2018-06-04,19,2,Opposing,Low,Low,False,43.4
SIH26017-PRJ-000442,True,2019-05-06,4,0,Neutral,Low,Low,False,25.1
SIH26017-PRJ-000443,True,2017-04-09,19,0,Supportive,Low,Medium,False,47.3
SIH26017-PRJ-000444,True,2023-09-14,12,1,Opposing,Low,Low,False,28.7
SIH26017-PRJ-000445,True,2019-10-19,10,0,Supportive,Medium,Medium,False,68.8
SIH26017-PRJ-000446,True,2021-08-05,11,0,Supportive,Medium,Low,False,28.3
SIH26017-PRJ-000447,True,2021-11-03,41,0,Opposing,Low,Low,False,32.2
SIH26017-PRJ-000448,True,2022-01-16,30,0,Opposing,Medium,Low,False,42.2
SIH26017-PRJ-000449,True,2018-11-16,9,2,Supportive,Low,Low,False,24.4
SIH26017-PRJ-000450,True,2021-12-19,7,2,Neutral,Low,Low,False,61.2
SIH26017-PRJ-000451,True,2018-10-30,64,0,Opposing,Medium,Low,True,42.2
SIH26017-PRJ-000452,True,2024-12-04,5,2,Supportive,Low,Medium,False,24.6
SIH26017-PRJ-000453,True,2016-09-06,14,0,Opposing,Medium,Medium,False,32.2
SIH26017-PRJ-000454,True,2020-06-29,18,1,Opposing,Low,Low,False,37.8
SIH26017-PRJ-000455,True,2019-01-26,28,3,Opposing,High,High,True,46.8
SIH26017-PRJ-000456,True,2017-05-21,2,1,Neutral,Medium,Medium,False,49.6
SIH26017-PRJ-000457,True,2021-06-13,17,1,Opposing,Low,Low,False,48.6
SIH26017-PRJ-000458,True,2016-02-17,15,2,Opposing,High,Medium,True,48.8
SIH26017-PRJ-000459,True,2024-08-02,17,2,Not Sought,Low,Low,False,6.2
SIH26017-PRJ-000460,True,2016-09-26,11,1,Supportive,Low,Medium,True,39.0
SIH26017-PRJ-000461,True,2023-03-21,11,1,Opposing,Medium,High,False,46.4
SIH26017-PRJ-000462,True,2023-05-12,21,0,Opposing,Low,Low,True,42.4
SIH26017-PRJ-000463,True,2023-05-20,14,0,Supportive,Low,Low,True,32.1
SIH26017-PRJ-000464,True,2018-04-12,9,0,Neutral,Medium,Medium,False,54.0
SIH26017-PRJ-000465,True,2019-05-11,36,1,Opposing,Medium,Medium,True,29.3
SIH26017-PRJ-000466,True,2022-03-25,11,0,Opposing,Low,Low,False,26.8
SIH26017-PRJ-000467,True,2021-09-26,25,1,Opposing,Medium,Medium,False,60.5
SIH26017-PRJ-000468,True,2019-09-15,13,1,Neutral,Medium,Medium,False,60.3
SIH26017-PRJ-000469,True,2023-11-11,11,1,Neutral,Medium,Medium,False,31.6
SIH26017-PRJ-000470,True,2019-04-26,21,2,Opposing,Medium,Medium,False,50.1
SIH26017-PRJ-000471,True,2024-09-12,13,1,Opposing,Medium,Low,True,48.4
SIH26017-PRJ-000472,True,2024-04-08,6,0,Supportive,Low,Medium,False,21.2
SIH26017-PRJ-000473,True,2020-07-24,9,1,Neutral,Low,Low,False,23.4
SIH26017-PRJ-000474,True,2016-06-17,8,0,Supportive,Low,Low,False,21.9
SIH26017-PRJ-000475,True,2018-08-10,47,0,Opposing,Low,Low,False,52.6
SIH26017-PRJ-000476,True,2020-05-06,32,4,Opposing,Medium,Low,False,37.9
SIH26017-PRJ-000477,True,2017-06-15,12,0,Neutral,Medium,Low,False,34.3
SIH26017-PRJ-000478,True,2015-11-20,23,2,Neutral,Medium,Medium,False,38.9
SIH26017-PRJ-000479,True,2024-05-02,8,0,Not Sought,Low,Low,True,24.8
SIH26017-PRJ-000480,True,2016-04-19,8,5,Opposing,Medium,Low,True,52.6
SIH26017-PRJ-000481,True,2018-07-26,22,2,Opposing,Medium,High,True,40.6
SIH26017-PRJ-000482,True,2019-02-25,24,1,Supportive,Low,Low,False,43.4
SIH26017-PRJ-000483,True,2016-07-08,13,0,Supportive,Low,Low,False,37.6
SIH26017-PRJ-000484,True,2016-12-20,15,0,Neutral,Medium,Medium,False,41.4
SIH26017-PRJ-000485,True,2020-05-28,21,2,Neutral,Low,High,True,30.3
SIH26017-PRJ-000486,True,2023-09-07,11,0,Opposing,Low,Low,False,25.1
SIH26017-PRJ-000487,True,2018-06-23,33,2,Opposing,Medium,Low,False,44.3
SIH26017-PRJ-000488,True,2017-09-23,10,2,Not Sought,Low,Low,False,45.2
SIH26017-PRJ-000489,True,2022-06-04,19,1,Neutral,Low,Low,False,42.6
SIH26017-PRJ-000490,False,,0,1,Opposing,Low,Medium,False,51.3
SIH26017-PRJ-000491,True,2023-10-15,16,2,Neutral,Low,Low,False,62.5
SIH26017-PRJ-000492,True,2016-09-02,18,0,Neutral,Low,Low,False,44.6
SIH26017-PRJ-000493,True,2019-01-16,12,2,Neutral,Medium,Medium,False,44.9
SIH26017-PRJ-000494,True,2024-05-04,9,1,Opposing,Low,Medium,False,50.7
SIH26017-PRJ-000495,True,2015-12-29,16,0,Neutral,Low,Low,False,53.5
SIH26017-PRJ-000496,True,2018-12-15,43,0,Neutral,Medium,Low,False,33.1
SIH26017-PRJ-000497,True,2023-02-07,24,1,Opposing,Medium,Low,False,45.7
SIH26017-PRJ-000498,True,2018-10-15,8,0,Neutral,Medium,Medium,False,51.4
SIH26017-PRJ-000499,True,2017-12-21,8,0,Supportive,Low,Low,False,35.6
SIH26017-PRJ-000500,True,2023-12-08,28,2,Supportive,Medium,Medium,False,56.5
SIH26017-PRJ-000501,True,2023-10-21,24,0,Neutral,Low,Low,True,41.0
SIH26017-PRJ-000502,True,2023-07-03,7,2,Opposing,Low,Medium,False,36.1
SIH26017-PRJ-000503,True,2018-12-20,10,0,Supportive,Low,Low,False,21.5
SIH26017-PRJ-000504,True,2016-02-05,14,0,Opposing,Medium,Medium,True,52.8
SIH26017-PRJ-000505,True,2016-06-15,37,5,Neutral,Medium,Medium,False,48.4
SIH26017-PRJ-000506,True,2016-09-06,24,2,Neutral,Low,Low,False,43.1
SIH26017-PRJ-000507,True,2018-08-22,23,0,Neutral,Medium,Medium,False,17.8
SIH26017-PRJ-000508,True,2024-06-22,9,0,Neutral,Low,Low,False,40.2
SIH26017-PRJ-000509,False,,0,0,Neutral,Medium,Medium,False,56.7
SIH26017-PRJ-000510,True,2022-07-27,14,1,Opposing,Low,Low,True,35.2
SIH26017-PRJ-000511,True,2018-10-06,18,4,Neutral,Medium,Medium,False,45.5
SIH26017-PRJ-000512,True,2023-08-26,13,1,Neutral,Medium,Medium,False,52.6
SIH26017-PRJ-000513,True,2020-04-30,23,0,Opposing,Medium,Medium,False,21.4
SIH26017-PRJ-000514,True,2020-12-15,29,1,Supportive,Medium,Low,False,42.0
SIH26017-PRJ-000515,True,2022-05-24,24,0,Opposing,Low,Medium,False,38.9
SIH26017-PRJ-000516,True,2021-03-26,44,0,Opposing,Medium,Low,False,25.3
SIH26017-PRJ-000517,True,2021-07-06,9,1,Supportive,Low,Low,False,17.6
SIH26017-PRJ-000518,True,2024-06-14,23,3,Neutral,Medium,Medium,True,46.4
SIH26017-PRJ-000519,True,2019-05-04,12,1,Opposing,Low,Low,False,50.9
SIH26017-PRJ-000520,True,2015-03-23,20,1,Opposing,Low,Low,False,38.4
SIH26017-PRJ-000521,False,,0,0,Neutral,Low,Medium,False,28.1
SIH26017-PRJ-000522,True,2017-10-31,10,0,Supportive,Low,Medium,False,23.0
SIH26017-PRJ-000523,True,2022-12-07,17,2,Neutral,Medium,Medium,True,52.2
SIH26017-PRJ-000524,True,2023-12-29,22,0,Opposing,Low,Low,False,43.4
SIH26017-PRJ-000525,True,2021-11-14,14,0,Neutral,Low,Low,False,51.8
SIH26017-PRJ-000526,True,2017-03-15,13,0,Supportive,Low,Low,False,32.8
SIH26017-PRJ-000527,True,2019-06-15,18,1,Opposing,Low,Low,False,50.2
SIH26017-PRJ-000528,True,2016-03-19,73,1,Opposing,Medium,Low,False,38.5
SIH26017-PRJ-000529,True,2024-09-26,12,1,Opposing,Low,Low,False,34.0
SIH26017-PRJ-000530,True,2018-06-28,18,1,Neutral,Low,Low,False,43.1
SIH26017-PRJ-000531,True,2020-11-30,29,0,Neutral,Medium,Low,False,51.7
SIH26017-PRJ-000532,True,2016-03-02,25,0,Neutral,Medium,Medium,False,49.5
SIH26017-PRJ-000533,True,2019-05-23,11,0,Neutral,Low,Medium,False,29.9
SIH26017-PRJ-000534,True,2024-12-22,8,1,Neutral,Low,Medium,True,41.3
SIH26017-PRJ-000535,True,2023-12-02,15,1,Opposing,Medium,Low,False,57.4
SIH26017-PRJ-000536,True,2022-01-11,15,1,Opposing,Medium,Low,True,39.2
SIH26017-PRJ-000537,True,2020-06-05,10,0,Neutral,Low,Low,False,31.4
SIH26017-PRJ-000538,True,2023-06-24,55,0,Opposing,Low,Medium,True,57.2
SIH26017-PRJ-000539,True,2018-03-19,16,1,Opposing,Medium,Medium,True,34.5
SIH26017-PRJ-000540,True,2017-11-16,6,2,Neutral,Medium,Low,False,42.7
SIH26017-PRJ-000541,True,2018-11-07,10,0,Neutral,Low,Low,True,21.4
SIH26017-PRJ-000542,True,2018-04-19,29,1,Opposing,Medium,Medium,True,45.0
SIH26017-PRJ-000543,True,2021-03-23,15,0,Opposing,Medium,Medium,False,40.6
SIH26017-PRJ-000544,True,2021-08-27,16,0,Neutral,Low,Medium,False,28.1
SIH26017-PRJ-000545,True,2015-12-07,42,2,Opposing,Medium,High,True,39.3
SIH26017-PRJ-000546,True,2022-06-08,6,0,Supportive,Medium,Low,False,18.3
SIH26017-PRJ-000547,True,2016-08-01,11,0,Neutral,Low,Low,False,36.2
SIH26017-PRJ-000548,True,2018-01-03,5,0,Neutral,Low,Low,False,17.0
SIH26017-PRJ-000549,True,2019-12-27,45,1,Opposing,Medium,Medium,False,43.4
SIH26017-PRJ-000550,True,2023-05-30,13,0,Opposing,Medium,Medium,False,47.8
SIH26017-PRJ-000551,True,2023-06-27,10,0,Neutral,Medium,Medium,False,25.9
SIH26017-PRJ-000552,True,2017-11-22,10,0,Supportive,Low,Low,False,31.2
SIH26017-PRJ-000553,True,2021-04-15,16,0,Neutral,Medium,Low,False,18.3
SIH26017-PRJ-000554,True,2016-03-17,8,0,Opposing,Low,Low,True,65.3
SIH26017-PRJ-000555,True,2024-07-19,14,2,Neutral,Low,Low,False,40.6
SIH26017-PRJ-000556,True,2022-03-20,84,0,Neutral,Medium,Medium,True,64.2
SIH26017-PRJ-000557,False,,0,0,Opposing,Medium,Medium,False,45.1
SIH26017-PRJ-000558,True,2020-05-14,21,6,Supportive,Medium,Medium,False,35.0
SIH26017-PRJ-000559,True,2024-12-12,54,0,Opposing,Low,Low,False,49.2
SIH26017-PRJ-000560,True,2017-05-09,20,1,Opposing,Medium,Medium,False,37.2
SIH26017-PRJ-000561,True,2024-02-25,23,0,Opposing,Medium,Medium,False,39.1
SIH26017-PRJ-000562,False,,0,0,Opposing,Low,Medium,False,39.8
SIH26017-PRJ-000563,False,,0,0,Opposing,Medium,Medium,False,37.8
SIH26017-PRJ-000564,True,2020-10-22,35,1,Opposing,Medium,Low,False,44.3
SIH26017-PRJ-000565,True,2016-03-27,14,0,Opposing,Medium,Medium,True,38.1
SIH26017-PRJ-000566,True,2015-10-21,29,4,Neutral,Medium,Medium,False,45.5
SIH26017-PRJ-000567,True,2017-11-03,14,1,Opposing,Low,Low,False,41.8
SIH26017-PRJ-000568,True,2017-10-25,28,2,Neutral,Low,Medium,False,54.7
SIH26017-PRJ-000569,True,2022-05-01,30,0,Neutral,Medium,Medium,False,47.5
SIH26017-PRJ-000570,True,2020-03-16,48,1,Opposing,Low,Low,False,43.0
SIH26017-PRJ-000571,True,2018-09-07,42,1,Opposing,Low,Medium,False,44.4
SIH26017-PRJ-000572,True,2024-08-23,14,1,Neutral,Low,Low,False,19.6
SIH26017-PRJ-000573,True,2017-06-24,5,0,Supportive,Low,Low,False,13.7
SIH26017-PRJ-000574,True,2018-01-18,12,2,Neutral,Low,Low,False,45.2
SIH26017-PRJ-000575,True,2023-12-28,5,0,Neutral,Low,Low,False,7.7
SIH26017-PRJ-000576,True,2018-10-03,9,0,Supportive,Low,Low,False,49.1
SIH26017-PRJ-000577,True,2016-09-08,14,0,Opposing,Medium,High,True,41.7
SIH26017-PRJ-000578,True,2016-03-10,6,2,Neutral,Low,Low,False,20.6
SIH26017-PRJ-000579,True,2016-01-27,14,0,Opposing,Medium,Medium,False,46.1
SIH26017-PRJ-000580,True,2024-09-18,16,2,Opposing,Medium,Low,False,49.9
SIH26017-PRJ-000581,True,2023-03-19,16,0,Supportive,Low,Medium,False,19.0
SIH26017-PRJ-000582,True,2019-08-11,37,0,Opposing,Low,Low,False,35.9
SIH26017-PRJ-000583,True,2019-02-09,17,0,Supportive,Medium,Medium,False,49.4
SIH26017-PRJ-000584,True,2018-09-29,18,1,Supportive,Low,Low,False,37.7
SIH26017-PRJ-000585,True,2019-09-30,17,1,Opposing,High,Medium,False,54.3
SIH26017-PRJ-000586,True,2021-12-19,19,0,Opposing,Low,Low,False,53.7
SIH26017-PRJ-000587,True,2021-07-06,17,0,Supportive,Low,Low,False,26.4
SIH26017-PRJ-000588,True,2023-08-15,8,0,Neutral,Medium,Medium,False,44.8
SIH26017-PRJ-000589,False,,0,1,Neutral,High,High,False,36.9
SIH26017-PRJ-000590,True,2022-02-06,13,0,Opposing,High,Low,True,46.7
SIH26017-PRJ-000591,True,2022-04-14,16,2,Opposing,Medium,Medium,True,44.8
SIH26017-PRJ-000592,True,2024-11-23,19,0,Neutral,Low,Low,True,64.0
SIH26017-PRJ-000593,True,2020-07-21,3,0,Neutral,Low,Low,False,21.5
SIH26017-PRJ-000594,True,2018-06-09,53,1,Opposing,Medium,Medium,False,57.2
SIH26017-PRJ-000595,True,2016-12-31,9,1,Neutral,Low,Low,False,35.2
SIH26017-PRJ-000596,True,2021-03-02,26,0,Opposing,Low,Medium,False,20.3
SIH26017-PRJ-000597,True,2017-11-17,27,0,Neutral,Medium,Low,False,35.0
SIH26017-PRJ-000598,True,2019-04-07,5,3,Neutral,Low,Low,False,55.7
SIH26017-PRJ-000599,True,2020-05-18,11,1,Opposing,Low,Low,False,37.5
SIH26017-PRJ-000600,True,2024-11-13,6,0,Supportive,Low,Low,False,49.1
