project_id,number_of_displaced_families,rr_plan_approved_flag,rr_plan_approval_date,resettlement_site_ready_flag,percent_families_resettled,percent_families_alternate_land_provided,livelihood_restoration_status,rr_grievances_filed,rr_grievances_resolved,social_infra_readiness_score
SIH26017-PRJ-000301,9,True,2018-09-29,False,41.6,,Completed,2,1,2.4
SIH26017-PRJ-000302,30,True,2019-06-06,True,49.3,41.5,In Progress,5,3,1.1
SIH26017-PRJ-000303,11,True,2023-01-30,True,87.6,17.7,Completed,2,1,3.6
SIH26017-PRJ-000304,9,True,2022-03-09,True,68.5,57.3,Completed,1,1,4.3
SIH26017-PRJ-000305,25,True,2023-01-15,False,26.1,,In Progress,5,2,1.7
SIH26017-PRJ-000306,0,True,2020-04-21,True,0.0,,Completed,0,0,5.0
SIH26017-PRJ-000307,4,True,2018-08-13,True,93.9,50.2,Completed,1,1,2.9
SIH26017-PRJ-000308,31,True,2021-03-22,True,72.1,43.7,Completed,5,3,3.2
SIH26017-PRJ-000309,14,True,2020-06-02,True,56.0,24.4,Completed,2,1,2.6
SIH26017-PRJ-000310,21,True,2017-08-26,False,0.0,,Not Started,1,0,0.0
SIH26017-PRJ-000311,71,True,2023-04-12,False,0.0,0.0,Not Started,2,1,0.0
SIH26017-PRJ-000312,90,True,2020-02-01,False,0.9,0.3,In Progress,12,5,0.5
SIH26017-PRJ-000313,17,True,2025-06-13,False,0.0,0.0,Not Started,2,1,0.0
SIH26017-PRJ-000314,83,False,,False,0.0,,Not Started,3,2,0.0
SIH26017-PRJ-000315,7,True,2019-01-31,False,69.1,37.4,Completed,1,0,4.0
SIH26017-PRJ-000316,150,True,2020-11-27,False,73.9,,Completed,35,14,3.1
SIH26017-PRJ-000317,24,True,2016-04-11,True,57.5,32.7,Completed,4,3,4.7
SIH26017-PRJ-000318,8,True,2024-05-08,True,62.5,59.5,Completed,2,1,2.1
SIH26017-PRJ-000319,229,True,2020-06-05,False,44.6,6.8,In Progress,45,17,1.8
SIH26017-PRJ-000320,166,True,2020-07-27,False,25.8,,In Progress,30,14,2.2
SIH26017-PRJ-000321,71,True,2023-10-11,False,20.0,,In Progress,11,5,1.3
SIH26017-PRJ-000322,16,True,2021-08-11,True,42.9,16.5,Completed,3,2,2.6
SIH26017-PRJ-000323,66,True,2020-10-20,False,0.9,,In Progress,9,4,0.5
SIH26017-PRJ-000324,34,True,2022-08-02,True,22.8,,In Progress,5,2,1.0
SIH26017-PRJ-000325,104,True,2025-05-27,True,27.2,16.1,In Progress,14,8,0.8
SIH26017-PRJ-000326,47,True,2018-06-26,False,55.8,39.2,Completed,10,4,3.5
SIH26017-PRJ-000327,26,True,2024-07-16,True,66.6,49.9,Completed,4,3,3.9
SIH26017-PRJ-000328,3,True,2020-04-11,True,86.2,34.7,Completed,1,0,2.5
SIH26017-PRJ-000329,855,True,2020-12-29,False,26.0,,In Progress,171,63,0.9
SIH26017-PRJ-000330,2,True,2021-04-07,False,63.1,26.9,Completed,0,0,4.0
SIH26017-PRJ-000331,34,True,2016-08-27,False,61.3,,Completed,8,3,2.4
SIH26017-PRJ-000332,10,True,2023-07-27,True,82.4,29.2,Completed,2,1,2.1
SIH26017-PRJ-000333,29,True,2019-01-26,False,0.0,0.0,Not Started,1,0,0.0
SIH26017-PRJ-000334,30,True,2022-11-05,False,0.0,,Not Started,2,1,0.0
SIH26017-PRJ-000335,980,True,2023-06-22,False,24.9,,In Progress,179,66,1.1
SIH26017-PRJ-000336,13,True,2020-02-02,True,50.9,32.2,In Progress,2,1,2.1
SIH26017-PRJ-000337,0,True,2024-04-19,True,0.0,,In Progress,0,0,1.3
SIH26017-PRJ-000338,13,True,2016-07-06,True,47.6,,Completed,3,2,3.2
SIH26017-PRJ-000339,113,True,2017-02-16,False,69.6,54.6,Completed,26,11,1.7
SIH26017-PRJ-000340,143,True,2016-08-13,False,42.0,29.2,Completed,32,13,3.2
SIH26017-PRJ-000341,20,True,2024-08-24,False,23.5,,In Progress,3,1,0.9
SIH26017-PRJ-000342,15,True,2018-04-08,False,0.0,,Not Started,1,1,0.0
SIH26017-PRJ-000343,1,True,2024-07-17,False,0.9,0.4,In Progress,0,0,0.5
SIH26017-PRJ-000344,84,True,2020-03-01,True,85.0,56.7,Completed,11,9,3.5
SIH26017-PRJ-000345,24,True,2021-09-17,False,69.8,42.6,Completed,5,2,1.2
SIH26017-PRJ-000346,1947,True,2022-07-03,False,29.1,20.6,In Progress,200,74,0.5
SIH26017-PRJ-000347,77,True,2019-12-10,True,71.0,,Completed,13,8,1.6
SIH26017-PRJ-000348,5,True,2024-04-24,False,70.6,,Completed,1,0,2.6
SIH26017-PRJ-000349,7,True,2021-02-16,True,61.5,70.1,Completed,1,1,2.5
SIH26017-PRJ-000350,7,True,2019-11-28,True,74.1,61.1,Completed,1,1,3.5
SIH26017-PRJ-000351,917,True,2022-08-14,False,13.4,,In Progress,152,57,1.0
SIH26017-PRJ-000352,1254,True,2024-05-19,False,0.0,0.0,Not Started,128,46,0.0
SIH26017-PRJ-000353,559,True,2025-03-21,False,0.7,,In Progress,74,29,0.3
SIH26017-PRJ-000354,12,True,2025-03-03,True,14.2,,In Progress,2,1,1.1
SIH26017-PRJ-000355,687,True,2024-10-31,False,0.0,,Not Started,67,28,0.0
SIH26017-PRJ-000356,32,True,2023-08-13,False,57.0,,In Progress,7,3,3.5
SIH26017-PRJ-000357,268,False,,False,0.0,,Not Started,1,0,0.0
SIH26017-PRJ-000358,719,True,2022-01-31,False,0.0,,Not Started,23,11,0.0
SIH26017-PRJ-000359,891,True,2019-11-11,False,71.1,,Completed,200,81,3.8
SIH26017-PRJ-000360,175,True,2016-06-09,False,59.1,,Completed,40,16,3.3
SIH26017-PRJ-000361,7,True,2015-10-23,False,77.7,,Completed,1,0,3.2
SIH26017-PRJ-000362,23,True,2018-10-17,True,83.5,70.9,Completed,5,2,4.6
SIH26017-PRJ-000363,46,True,2018-10-02,True,67.7,18.9,Completed,8,5,2.8
SIH26017-PRJ-000364,163,True,2018-10-19,False,29.0,32.4,In Progress,38,14,1.7
SIH26017-PRJ-000365,288,True,2021-11-08,True,61.5,,Completed,47,32,4.2
SIH26017-PRJ-000366,37,True,2018-08-17,False,0.0,,Not Started,1,1,0.0
SIH26017-PRJ-000367,402,True,2023-02-19,False,0.0,0.0,Not Started,28,10,0.0
SIH26017-PRJ-000368,33,True,2016-08-24,True,77.7,26.4,Completed,6,4,2.1
SIH26017-PRJ-000369,42,True,2016-12-02,True,66.8,40.1,Completed,8,4,2.7
SIH26017-PRJ-000370,7,True,2015-10-26,False,58.6,,Completed,2,1,3.4
SIH26017-PRJ-000371,368,True,2020-10-19,False,39.3,,Completed,88,32,2.9
SIH26017-PRJ-000372,13,True,2025-08-04,False,0.0,,Not Started,1,0,0.0
SIH26017-PRJ-000373,8,True,2018-04-13,True,60.8,9.4,Completed,1,1,2.7
SIH26017-PRJ-000374,200,True,2019-11-10,True,59.9,54.9,Completed,35,21,2.7
SIH26017-PRJ-000375,25,True,2018-08-09,False,74.2,45.1,Completed,6,2,2.3
SIH26017-PRJ-000376,16,True,2024-10-25,True,73.7,36.4,Completed,3,2,2.7
SIH26017-PRJ-000377,1386,True,2025-09-17,False,0.0,0.0,Not Started,183,67,0.3
SIH26017-PRJ-000378,225,True,2019-08-16,True,77.7,16.7,Completed,46,23,2.7
SIH26017-PRJ-000379,15,True,2020-07-03,False,52.5,36.1,Completed,3,1,2.1
SIH26017-PRJ-000380,750,True,2023-07-19,False,39.2,27.3,Completed,171,66,3.0
SIH26017-PRJ-000381,93,True,2016-09-03,False,0.0,0.0,Not Started,9,4,0.0
SIH26017-PRJ-000382,176,True,2025-04-07,False,0.0,,Not Started,17,7,0.0
SIH26017-PRJ-000383,4,True,2022-09-30,False,0.0,,Not Started,0,0,0.0
SIH26017-PRJ-000384,0,True,2021-05-09,True,0.0,,Completed,0,0,4.3
SIH26017-PRJ-000385,187,True,2017-04-09,False,56.0,52.7,Completed,43,17,3.0
SIH26017-PRJ-000386,9,True,2022-05-30,True,46.2,,In Progress,1,1,2.4
SIH26017-PRJ-000387,2,True,2023-08-21,True,96.4,26.9,Completed,0,0,4.7
SIH26017-PRJ-000388,775,True,2018-04-20,False,61.0,,Completed,182,67,1.9
SIH26017-PRJ-000389,276,True,2026-01-09,False,0.0,0.0,Not Started,19,7,0.0
SIH26017-PRJ-000390,116,True,2023-03-02,False,43.0,11.1,In Progress,21,10,1.8
SIH26017-PRJ-000391,399,True,2021-01-05,False,0.0,,Not Started,33,18,0.0
SIH26017-PRJ-000392,147,False,,False,0.0,,Not Started,0,0,0.0
SIH26017-PRJ-000393,16,True,2018-12-27,True,53.4,,Completed,3,2,2.7
SIH26017-PRJ-000394,168,False,,False,0.0,0.0,Not Started,1,0,0.0
SIH26017-PRJ-000395,25,True,2018-01-25,False,71.8,,Completed,6,3,2.7
SIH26017-PRJ-000396,72,True,2016-08-16,False,55.3,,Completed,16,7,3.6
SIH26017-PRJ-000397,57,True,2026-03-27,False,0.0,0.0,Not Started,4,2,0.0
SIH26017-PRJ-000398,15,True,2017-07-11,True,68.5,38.3,Completed,2,2,3.6
SIH26017-PRJ-000399,15,True,2022-08-26,True,90.3,27.6,Completed,3,2,2.9
SIH26017-PRJ-000400,719,True,2016-10-28,False,64.8,31.2,Completed,167,61,2.7
SIH26017-PRJ-000401,3,True,2025-05-19,True,23.5,,In Progress,0,0,1.0
SIH26017-PRJ-000402,56,True,2020-07-15,False,74.3,,Completed,12,5,2.3
SIH26017-PRJ-000403,450,True,2025-05-15,False,0.0,,Not Started,41,20,0.0
SIH26017-PRJ-000404,48,True,2019-07-25,True,81.4,29.3,Completed,10,5,2.2
SIH26017-PRJ-000405,34,True,2018-11-21,False,45.9,,Completed,8,3,2.1
SIH26017-PRJ-000406,196,True,2019-07-19,False,46.4,25.1,Completed,45,18,4.0
SIH26017-PRJ-000407,532,True,2019-06-09,False,0.0,0.0,Not Started,48,23,0.0
SIH26017-PRJ-000408,22,True,2021-12-05,False,52.8,31.3,Completed,5,2,1.8
SIH26017-PRJ-000409,136,True,2022-05-22,True,59.4,,Completed,25,15,3.7
SIH26017-PRJ-000410,46,True,2020-06-11,False,83.1,28.8,Completed,10,4,2.4
SIH26017-PRJ-000411,17,True,2022-05-07,True,52.6,37.5,Completed,3,2,2.8
SIH26017-PRJ-000412,17,True,2017-02-21,False,0.0,,Not Started,1,1,0.0
SIH26017-PRJ-000413,62,True,2024-04-10,True,96.5,50.2,Completed,10,7,3.8
SIH26017-PRJ-000414,97,True,2025-06-12,False,0.0,,Not Started,10,4,0.0
SIH26017-PRJ-000415,2440,True,2021-01-09,False,33.7,24.8,In Progress,200,71,1.2
SIH26017-PRJ-000416,26,True,2023-02-08,True,75.5,,Completed,5,3,3.5
SIH26017-PRJ-000417,2,True,2017-02-19,False,1.1,0.8,In Progress,0,0,0.4
SIH26017-PRJ-000418,21,True,2019-11-22,False,0.0,0.0,Not Started,1,1,0.0
SIH26017-PRJ-000419,1,True,2021-09-23,True,93.7,,Completed,0,0,3.4
SIH26017-PRJ-000420,18,True,2023-04-13,True,42.2,6.4,In Progress,3,2,1.2
SIH26017-PRJ-000421,44,True,2016-03-26,True,61.3,,Completed,8,5,4.2
SIH26017-PRJ-000422,78,True,2026-08-05,False,0.0,,Not Started,3,1,0.0
SIH26017-PRJ-000423,70,True,2019-02-20,True,70.5,31.6,Completed,14,7,3.3
SIH26017-PRJ-000424,17,True,2016-03-06,True,57.4,56.8,Completed,3,2,3.0
SIH26017-PRJ-000425,8,True,2017-06-02,False,72.6,,Completed,2,1,3.8
SIH26017-PRJ-000426,17,True,2024-06-20,False,38.1,30.7,In Progress,3,1,2.3
SIH26017-PRJ-000427,394,False,,False,0.0,0.0,Not Started,1,1,0.0
SIH26017-PRJ-000428,136,True,2016-05-11,False,52.9,55.7,Completed,31,12,2.6
SIH26017-PRJ-000429,919,True,2020-02-20,False,63.7,,Completed,200,76,3.7
SIH26017-PRJ-000430,5,True,2020-03-09,False,60.4,24.3,Completed,1,0,2.4
SIH26017-PRJ-000431,150,True,2020-10-05,True,57.2,76.8,Completed,30,15,1.5
SIH26017-PRJ-000432,440,True,2020-12-14,False,24.9,8.0,In Progress,74,27,0.3
SIH26017-PRJ-000433,338,True,2021-08-03,False,66.8,35.9,Completed,80,29,2.5
SIH26017-PRJ-000434,1118,True,2016-03-10,False,0.0,,Not Started,73,30,0.0
SIH26017-PRJ-000435,142,True,2018-11-26,False,84.9,,Completed,33,12,3.5
SIH26017-PRJ-000436,18,True,2019-01-23,True,96.0,39.1,Completed,3,2,3.4
SIH26017-PRJ-000437,23,True,2017-07-31,True,66.7,,Completed,4,2,2.0
SIH26017-PRJ-000438,754,True,2022-10-14,False,76.4,32.6,Completed,175,67,2.9
SIH26017-PRJ-000439,45,True,2022-08-29,False,20.8,,In Progress,7,3,0.7
SIH26017-PRJ-000440,765,True,2023-01-25,False,69.8,,Completed,164,75,2.1
SIH26017-PRJ-000441,277,True,2019-08-04,False,55.5,21.5,Completed,65,24,2.8
SIH26017-PRJ-000442,3,True,2019-08-10,True,36.9,52.0,Completed,1,1,3.2
SIH26017-PRJ-000443,80,True,2017-09-02,True,66.1,47.3,Completed,16,8,2.2
SIH26017-PRJ-000444,21,True,2024-08-03,False,0.0,0.0,Not Started,2,1,0.0
SIH26017-PRJ-000445,28,True,2020-10-29,False,55.9,,Completed,6,2,2.7
SIH26017-PRJ-000446,8,True,2021-10-25,True,75.3,28.9,Completed,1,1,2.9
SIH26017-PRJ-000447,172,True,2022-07-19,False,0.0,0.0,Not Started,11,5,0.0
SIH26017-PRJ-000448,116,True,2022-09-01,False,31.2,,In Progress,20,9,2.3
SIH26017-PRJ-000449,5,True,2019-03-15,True,75.7,,Completed,1,1,1.7
SIH26017-PRJ-000450,19,True,2022-04-12,False,0.0,0.0,Not Started,1,1,0.0
SIH26017-PRJ-000451,992,True,2019-07-24,False,0.0,,Not Started,97,39,0.0
SIH26017-PRJ-000452,16,True,2025-03-21,True,70.3,30.2,In Progress,2,1,2.6
SIH26017-PRJ-000453,6,True,2016-12-03,False,51.2,50.3,Completed,1,0,1.9
SIH26017-PRJ-000454,45,True,2021-02-22,False,0.0,0.0,Not Started,3,1,0.0
SIH26017-PRJ-000455,164,True,2019-05-21,False,48.6,26.3,Completed,38,15,3.6
SIH26017-PRJ-000456,0,True,2017-11-04,False,0.0,,Completed,0,0,3.5
SIH26017-PRJ-000457,56,True,2022-04-18,False,17.8,11.9,In Progress,9,4,0.9
SIH26017-PRJ-000458,13,True,2016-11-21,False,74.0,19.9,Completed,3,1,3.4
SIH26017-PRJ-000459,196,True,2024-11-08,True,36.2,9.5,In Progress,32,17,1.8
SIH26017-PRJ-000460,5,True,2017-01-04,True,83.7,37.8,Completed,1,1,2.9
SIH26017-PRJ-000461,101,True,2024-06-29,False,0.0,,Not Started,10,4,0.0
SIH26017-PRJ-000462,225,True,2024-03-27,False,1.2,,In Progress,30,12,0.3
SIH26017-PRJ-000463,4,True,2023-07-27,True,68.1,,Completed,1,1,3.3
SIH26017-PRJ-000464,13,True,2018-08-26,True,51.6,38.9,Completed,3,2,3.6
SIH26017-PRJ-000465,168,True,2020-03-30,False,0.0,,Not Started,6,2,0.0
SIH26017-PRJ-000466,15,True,2022-09-11,True,80.0,,Completed,3,2,3.9
SIH26017-PRJ-000467,270,True,2022-10-04,False,0.0,0.0,Not Started,27,11,0.0
SIH26017-PRJ-000468,4,True,2020-06-21,False,61.8,,Completed,1,0,2.7
SIH26017-PRJ-000469,17,True,2024-03-06,True,71.2,42.1,Completed,3,2,2.1
SIH26017-PRJ-000470,673,True,2020-10-18,False,1.0,1.0,In Progress,85,37,0.3
SIH26017-PRJ-000471,8,True,2026-02-21,False,0.0,0.0,Not Started,0,0,0.0
SIH26017-PRJ-000472,46,True,2024-05-30,True,91.9,43.9,Completed,7,5,3.3
SIH26017-PRJ-000473,6,True,2020-09-04,True,81.0,,Completed,1,1,4.2
SIH26017-PRJ-000474,4,True,2016-08-10,True,88.2,,Completed,1,1,3.2
SIH26017-PRJ-000475,1480,True,2019-01-20,False,56.0,,Completed,200,80,2.5
SIH26017-PRJ-000476,50,True,2020-09-21,False,51.3,43.1,Completed,12,5,2.1
SIH26017-PRJ-000477,4,True,2018-01-06,True,56.9,,Completed,1,1,2.9
SIH26017-PRJ-000478,89,True,2016-06-13,False,0.0,,Not Started,5,2,0.0
SIH26017-PRJ-000479,32,True,2024-10-17,True,48.9,,In Progress,6,3,1.4
SIH26017-PRJ-000480,19,True,2017-02-24,False,62.7,58.5,Completed,4,2,2.4
SIH26017-PRJ-000481,605,True,2019-02-09,False,74.1,,Completed,132,58,2.5
SIH26017-PRJ-000482,97,True,2019-08-05,True,68.0,54.5,Completed,17,10,2.5
SIH26017-PRJ-000483,6,True,2016-12-23,False,0.0,,Not Started,0,0,0.0
SIH26017-PRJ-000484,105,True,2017-11-21,False,47.0,41.6,Completed,24,10,3.0
SIH26017-PRJ-000485,143,True,2020-09-05,True,57.3,43.7,Completed,28,15,4.2
SIH26017-PRJ-000486,13,True,2024-07-05,False,13.1,,In Progress,2,1,1.0
SIH26017-PRJ-000487,629,True,2018-10-05,True,64.2,36.1,Completed,132,63,1.7
SIH26017-PRJ-000488,14,True,2018-12-27,False,70.4,43.6,Completed,3,1,1.7
SIH26017-PRJ-000489,264,True,2022-11-17,True,60.5,20.3,Completed,55,26,3.5
SIH26017-PRJ-000490,55,False,,False,0.0,,Not Started,0,0,0.0
SIH26017-PRJ-000491,26,True,2024-07-30,True,26.7,27.2,In Progress,4,2,1.1
SIH26017-PRJ-000492,17,True,2017-03-07,False,0.0,0.0,Not Started,1,0,0.0
SIH26017-PRJ-000493,32,True,2019-05-28,True,91.1,,Completed,7,3,2.2
SIH26017-PRJ-000494,30,True,2024-12-20,False,31.5,,In Progress,5,2,1.8
SIH26017-PRJ-000495,2,True,2016-09-28,False,64.9,,Completed,0,0,2.8
SIH26017-PRJ-000496,793,True,2019-07-27,False,64.2,19.2,Completed,168,77,2.7
SIH26017-PRJ-000497,547,True,2023-09-13,False,19.7,,In Progress,90,35,0.6
SIH26017-PRJ-000498,16,True,2019-03-09,True,58.9,25.9,Completed,3,2,3.0
SIH26017-PRJ-000499,4,True,2018-06-25,True,84.7,,Completed,1,1,2.8
SIH26017-PRJ-000500,593,True,2024-06-06,False,20.9,,In Progress,97,38,1.1
SIH26017-PRJ-000501,68,True,2024-07-09,True,74.4,,Completed,13,8,4.8
SIH26017-PRJ-000502,1,True,2023-10-07,True,74.3,,Completed,0,0,3.0
SIH26017-PRJ-000503,18,True,2019-07-05,True,69.8,43.8,Completed,3,2,3.2
SIH26017-PRJ-000504,2,True,2016-05-22,True,84.5,,Completed,0,0,3.3
SIH26017-PRJ-000505,566,True,2017-07-08,False,21.6,13.3,In Progress,95,34,1.4
SIH26017-PRJ-000506,56,True,2016-12-27,False,61.6,,Completed,12,5,2.8
SIH26017-PRJ-000507,241,True,2018-11-20,True,90.5,59.7,Completed,42,26,2.9
SIH26017-PRJ-000508,54,True,2024-11-09,True,27.9,,In Progress,8,4,1.0
SIH26017-PRJ-000509,262,False,,False,0.0,0.0,Not Started,1,0,0.0
SIH26017-PRJ-000510,12,True,2023-01-29,False,49.4,,Completed,3,1,2.9
SIH26017-PRJ-000511,56,True,2019-04-14,False,0.0,0.0,Not Started,2,1,0.0
SIH26017-PRJ-000512,108,True,2024-06-28,False,0.3,0.7,In Progress,14,5,0.3
SIH26017-PRJ-000513,313,True,2020-12-23,False,37.4,50.9,Completed,70,29,4.1
SIH26017-PRJ-000514,480,True,2021-05-21,True,73.4,,Completed,83,52,2.7
SIH26017-PRJ-000515,675,True,2023-05-10,False,23.3,,In Progress,110,43,0.8
SIH26017-PRJ-000516,1230,True,2022-04-01,False,17.9,13.2,In Progress,200,74,1.1
SIH26017-PRJ-000517,10,True,2021-09-27,True,39.9,,Completed,2,1,4.0
SIH26017-PRJ-000518,288,True,2025-01-24,False,0.0,0.0,Not Started,30,12,0.0
SIH26017-PRJ-000519,23,True,2019-09-03,False,1.2,,In Progress,3,2,0.2
SIH26017-PRJ-000520,72,True,2015-06-28,False,20.2,,In Progress,11,5,0.6
SIH26017-PRJ-000521,15,False,,False,0.0,0.0,Not Started,0,0,0.0
SIH26017-PRJ-000522,9,True,2018-03-23,True,82.7,,Completed,2,1,5.0
SIH26017-PRJ-000523,10,True,2023-07-03,False,52.9,,Completed,2,1,3.0
SIH26017-PRJ-000524,101,True,2024-12-16,False,0.0,,Not Started,9,4,0.0
SIH26017-PRJ-000525,10,True,2022-04-30,True,62.7,61.8,Completed,2,1,3.1
SIH26017-PRJ-000526,23,True,2017-08-26,False,0.0,0.0,Not Started,1,1,0.0
SIH26017-PRJ-000527,41,True,2020-03-25,False,61.3,47.3,Completed,9,4,3.1
SIH26017-PRJ-000528,402,True,2017-02-06,False,53.4,,Completed,94,35,2.4
SIH26017-PRJ-000529,5,True,2025-06-24,False,13.4,,In Progress,1,0,0.5
SIH26017-PRJ-000530,7,True,2018-10-27,False,64.1,,Completed,2,1,3.8
SIH26017-PRJ-000531,754,True,2021-05-10,False,54.4,30.3,Completed,174,67,1.6
SIH26017-PRJ-000532,97,True,2016-09-16,True,56.8,,Completed,20,10,2.7
SIH26017-PRJ-000533,237,True,2019-11-06,True,76.0,24.9,Completed,48,24,2.8
SIH26017-PRJ-000534,21,True,2025-08-26,False,0.0,0.0,Not Started,2,1,0.0
SIH26017-PRJ-000535,2,True,2024-05-19,False,0.0,,Not Started,0,0,0.0
SIH26017-PRJ-000536,99,True,2022-09-13,False,69.3,31.2,Completed,21,9,2.7
SIH26017-PRJ-000537,39,True,2020-10-11,False,61.5,21.3,Completed,8,4,2.2
SIH26017-PRJ-000538,874,True,2024-03-21,False,0.7,,In Progress,118,42,0.3
SIH26017-PRJ-000539,57,True,2018-10-15,False,75.4,48.6,Completed,13,5,2.5
SIH26017-PRJ-000540,12,True,2018-04-06,True,62.1,56.4,Completed,2,1,3.3
SIH26017-PRJ-000541,16,True,2019-05-27,False,80.3,41.7,Completed,3,1,1.1
SIH26017-PRJ-000542,105,True,2019-01-22,False,1.0,,In Progress,14,5,0.2
SIH26017-PRJ-000543,35,True,2021-11-11,False,39.1,,In Progress,7,3,1.1
SIH26017-PRJ-000544,142,True,2021-11-10,True,62.8,,Completed,26,15,2.7
SIH26017-PRJ-000545,169,True,2016-08-31,False,36.2,,In Progress,33,13,1.6
SIH26017-PRJ-000546,4,True,2022-08-03,True,76.4,,Completed,1,1,0.9
SIH26017-PRJ-000547,9,True,2016-12-11,False,0.0,0.0,Not Started,0,0,0.0
SIH26017-PRJ-000548,4,True,2018-03-04,True,78.5,36.2,Completed,1,1,3.2
SIH26017-PRJ-000549,1346,True,2020-10-26,False,53.2,,In Progress,200,81,1.7
SIH26017-PRJ-000550,13,True,2025-06-01,False,0.0,0.0,Not Started,1,0,0.0
SIH26017-PRJ-000551,23,True,2024-03-18,True,21.4,11.9,In Progress,3,2,1.1
SIH26017-PRJ-000552,5,True,2018-01-07,True,67.2,43.9,Completed,1,1,4.0
SIH26017-PRJ-000553,23,True,2022-01-26,True,59.5,32.1,Completed,5,2,3.6
SIH26017-PRJ-000554,6,True,2016-12-23,True,43.0,22.9,In Progress,1,0,1.4
SIH26017-PRJ-000555,33,True,2024-11-26,False,3.7,3.9,In Progress,4,2,0.5
SIH26017-PRJ-000556,320,True,2022-12-02,False,53.6,,Completed,73,28,2.2
SIH26017-PRJ-000557,710,False,,False,0.0,0.0,Not Started,2,1,0.0
SIH26017-PRJ-000558,62,True,2020-10-07,True,84.4,,Completed,12,6,4.5
SIH26017-PRJ-000559,1669,True,2025-06-25,False,0.0,,Not Started,169,77,0.0
SIH26017-PRJ-000560,27,True,2017-10-05,False,54.3,,Completed,6,2,0.6
SIH26017-PRJ-000561,571,True,2024-07-24,False,0.0,,Not Started,36,16,0.0
SIH26017-PRJ-000562,1433,False,,False,0.0,,Not Started,5,2,0.0
SIH26017-PRJ-000563,1668,False,,False,0.0,,Not Started,6,2,0.0
SIH26017-PRJ-000564,46,True,2021-07-20,False,0.0,0.0,Not Started,2,1,0.0
SIH26017-PRJ-000565,282,True,2017-04-10,False,63.1,,Completed,59,28,4.6
SIH26017-PRJ-000566,833,True,2016-09-04,False,37.7,47.4,Completed,192,75,1.5
SIH26017-PRJ-000567,21,True,2019-04-02,True,62.1,,Completed,4,2,3.2
SIH26017-PRJ-000568,673,True,2018-05-09,False,1.0,0.7,In Progress,80,38,0.5
SIH26017-PRJ-000569,119,True,2022-10-09,False,42.9,26.4,In Progress,24,9,1.9
SIH26017-PRJ-000570,215,True,2020-08-16,False,0.0,0.0,Not Started,15,6,0.0
SIH26017-PRJ-000571,754,True,2019-03-18,False,52.6,39.8,Completed,177,65,2.7
SIH26017-PRJ-000572,9,True,2025-01-16,False,0.0,,Not Started,1,1,0.0
SIH26017-PRJ-000573,2,True,2017-09-14,True,91.7,,Completed,0,0,3.4
SIH26017-PRJ-000574,4,True,2018-04-11,True,85.9,46.8,Completed,1,1,3.4
SIH26017-PRJ-000575,14,True,2024-03-21,False,0.0,,Not Started,0,0,0.0
SIH26017-PRJ-000576,79,True,2018-12-21,True,52.6,,Completed,15,9,2.5
SIH26017-PRJ-000577,15,True,2017-11-22,False,43.4,11.6,Completed,3,1,3.3
SIH26017-PRJ-000578,10,True,2016-09-16,True,82.3,,Completed,2,1,2.8
SIH26017-PRJ-000579,13,True,2016-05-27,True,66.1,,Completed,3,1,3.7
SIH26017-PRJ-000580,24,True,2026-03-09,False,0.0,0.0,Not Started,2,1,0.0
SIH26017-PRJ-000581,15,True,2023-05-17,True,99.2,22.7,Completed,2,2,3.3
SIH26017-PRJ-000582,417,True,2020-04-09,False,37.2,29.9,In Progress,80,33,2.0
SIH26017-PRJ-000583,14,True,2019-06-28,True,68.3,,Completed,3,2,2.3
SIH26017-PRJ-000584,95,True,2019-01-09,True,67.5,37.5,Completed,18,10,3.4
SIH26017-PRJ-000585,9,True,2020-02-29,False,35.7,15.5,In Progress,2,1,1.0
SIH26017-PRJ-000586,16,True,2023-08-05,False,38.7,,In Progress,3,1,1.1
SIH26017-PRJ-000587,40,True,2021-10-12,True,100.0,38.1,Completed,7,4,3.2
SIH26017-PRJ-000588,6,True,2023-10-19,False,0.0,,Not Started,1,1,0.0
SIH26017-PRJ-000589,141,False,,False,0.0,,Not Started,0,0,0.0
SIH26017-PRJ-000590,7,True,2022-07-09,False,79.3,,Completed,2,1,4.5
SIH26017-PRJ-000591,85,True,2023-10-09,False,0.0,,Not Started,3,1,0.0
SIH26017-PRJ-000592,517,True,2025-02-07,True,12.4,,In Progress,66,34,1.0
SIH26017-PRJ-000593,2,True,2020-09-04,True,94.7,,Completed,0,0,2.6
SIH26017-PRJ-000594,948,True,2018-11-15,False,70.3,21.5,Completed,200,83,1.8
SIH26017-PRJ-000595,13,True,2017-08-30,True,82.5,,Completed,2,1,4.4
SIH26017-PRJ-000596,248,True,2021-11-08,True,78.8,,Completed,52,25,2.6
SIH26017-PRJ-000597,406,True,2018-06-01,True,46.2,,Completed,78,43,3.1
SIH26017-PRJ-000598,23,True,2019-07-16,True,73.4,45.8,Completed,5,3,3.7
SIH26017-PRJ-000599,29,True,2021-02-12,False,79.6,,Completed,7,3,2.4
SIH26017-PRJ-000600,7,True,2025-03-13,True,53.9,,In Progress,1,1,2.4
